Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R
9293,Water,Water,Water,Water,Water,NULL,Water,Grassland
9294,Water,Water,Water,Water,Water,NULL,Water,Wetland
9295,Water,Water,Water,Water,Water,NULL,Water,Water
9296,Water,Water,Water,Water,Water,NULL,Water,Forest
9297,Water,Water,Water,Water,Water,NULL,Forest,Wetland
9298,Water,Water,Water,Water,Water,NULL,Forest,Water
9299,Water,Water,Water,Water,Water,NULL,Forest,Forest
9300,Water,Water,Water,Water,Water,Shrubland,NULL,Grassland
9301,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
9302,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
9303,Water,Water,Water,Water,Water,Shrubland,Water,Water
9304,Water,Water,Water,Water,Water,Shrubland,Water,Forest
9305,Water,Water,Water,Water,Water,Shrubland,Forest,Wetland
9306,Water,Water,Water,Water,Water,Shrubland,Forest,Water
9307,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
9308,Water,Water,Water,Water,Water,Grassland,Water,Wetland
9309,Water,Water,Water,Water,Water,Grassland,Water,Water
9310,Water,Water,Water,Water,Water,Bareland,Water,Bareland
9311,Water,Water,Water,Water,Water,Bareland,Water,Water
9312,Water,Water,Water,Water,Water,Water,NULL,Wetland
9313,Water,Water,Water,Water,Water,Water,Wetland,Water
9314,Water,Water,Water,Water,Water,Water,Bareland,Water
9315,Water,Water,Water,Water,Water,Water,Water,Grassland
9316,Water,Water,Water,Water,Water,Water,Water,Wetland
9317,Water,Water,Water,Water,Water,Water,Water,Bareland
9318,Water,Water,Water,Water,Water,Water,Water,Water
9319,Water,Water,Water,Water,Water,Water,Water,Forest
9320,Water,Water,Water,Water,Water,Water,Forest,Wetland
9321,Water,Water,Water,Water,Water,Water,Forest,Water
9322,Water,Water,Water,Water,Water,Water,Forest,Forest
9323,Water,Water,Water,Water,Water,Forest,NULL,Wetland
9324,Water,Water,Water,Water,Water,Forest,Water,Wetland
9325,Water,Water,Water,Water,Water,Forest,Water,Water
9326,Water,Water,Water,Water,Water,Forest,Water,Forest
9327,Water,Water,Water,Water,Water,Forest,Forest,Wetland
9328,Water,Water,Water,Water,Water,Forest,Forest,Forest
9329,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9330,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9331,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9332,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9333,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9334,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
9335,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9336,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
9337,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
9338,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9339,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9340,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9341,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9342,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9343,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
9344,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
9345,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9346,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9347,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9348,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9349,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
9350,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9351,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9352,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9353,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9354,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9355,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
9356,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9357,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9358,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9359,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
9360,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
9361,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
9362,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9363,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
9364,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
9365,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
9366,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9367,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
9368,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9369,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
9370,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
9371,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9372,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9373,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
9374,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9375,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9376,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9377,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
9378,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
9379,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
9380,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
9381,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9382,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9383,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9384,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9385,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
9386,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9387,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
9388,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
9389,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
9390,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
9391,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
9392,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9393,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9394,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
9395,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
9396,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
9397,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
9398,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9399,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
9400,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9401,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
9402,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
9403,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9404,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
9405,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
9406,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
9407,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
9408,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Wetland
9409,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
9410,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
9411,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
9412,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Bareland
9413,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
9414,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
9415,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
9416,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
9417,Water,Water,Forest,Water,Non_Wetland,Cropland,Water,Grassland
9418,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
9419,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
9420,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
9421,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
9422,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
9423,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
9424,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
9425,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
9426,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
9427,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
9428,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
9429,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9430,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9431,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9432,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9433,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9434,Water,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9435,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9436,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9437,Water,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9438,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9439,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9440,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9441,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9442,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
9443,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9444,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9445,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9446,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9447,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9448,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9449,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9450,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
9451,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9452,Water,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9453,Water,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
9454,Water,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9455,Water,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9456,Water,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9457,Water,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
9458,Water,Forest,NULL,NULL,Non_Wetland,Cropland,Built-up,NULL
9459,Water,Forest,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
9460,Water,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
9461,Water,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9462,Water,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9463,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9464,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9465,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9466,Water,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9467,Water,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9468,Water,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9469,Water,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9470,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9471,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9472,Water,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9473,Water,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
9474,Water,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
9475,Water,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
9476,Water,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
9477,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9478,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9479,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9480,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9481,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9482,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9483,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9484,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9485,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9486,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9487,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9488,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9489,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9490,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9491,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9492,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9493,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9494,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9495,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9496,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9497,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
9498,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9499,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
9500,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9501,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9502,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9503,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9504,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9505,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
9506,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9507,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9508,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9509,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9510,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9511,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9512,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9513,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9514,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9515,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9516,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9517,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9518,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9519,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9520,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9521,Water,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
9522,Water,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9523,Water,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9524,Water,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9525,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
9526,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
9527,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9528,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
9529,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9530,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9531,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
9532,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9533,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9534,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9535,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9536,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9537,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9538,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9539,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9540,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9541,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9542,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9543,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9544,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9545,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9546,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9547,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9548,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9549,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9550,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9551,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9552,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9553,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9554,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9555,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9556,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
9557,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9558,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9559,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9560,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9561,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9562,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9563,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9564,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9565,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9566,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9567,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9568,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
9569,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
9570,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
9571,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,Water,Water
9572,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9573,Water,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
9574,Water,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9575,Water,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
9576,Water,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
9577,Water,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9578,Water,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9579,Water,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9580,Water,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9581,Water,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9582,Water,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9583,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9584,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
9585,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9586,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9587,Water,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Wetland
9588,Water,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
9589,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
9590,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
9591,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
9592,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
9593,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
9594,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
9595,Water,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
9596,Water,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9597,Water,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9598,Water,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9599,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9600,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9601,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9602,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
9603,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9604,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
9605,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9606,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9607,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
9608,Water,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
9609,Water,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
9610,Water,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
9611,Water,Forest,Wetland,Water,Wetland,Shrubland,Forest,Wetland
9612,Water,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
9613,Water,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
9614,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
9615,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
9616,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
9617,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
9618,Water,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9619,Water,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
9620,Water,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9621,Water,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
9622,Water,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
9623,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
9624,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9625,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9626,Water,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
9627,Water,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
9628,Water,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9629,Water,Forest,Water,Water,Water,Shrubland,Forest,Water
9630,Water,Forest,Water,Water,Water,Shrubland,Forest,Forest
9631,Water,Forest,Water,Water,Water,Forest,Forest,Wetland
9632,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9633,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9634,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9635,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9636,Water,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9637,Water,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9638,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9639,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9640,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9641,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9642,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9643,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9644,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9645,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9646,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9647,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9648,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
