Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKN_M_R
787,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland
788,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland
789,Water,NULL,Forest,Water,Non_Wetland,NULL,Bareland
790,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest
791,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
792,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
793,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
794,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
795,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
796,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
797,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
798,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
799,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
800,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
801,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
802,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
803,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
804,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
805,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
806,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
807,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
808,Water,Wetland,Grassland,Water,Non_Wetland,NULL,Water
809,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland
810,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland
811,Water,Wetland,Wetland,NULL,Wetland,NULL,Water
812,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest
813,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
814,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
815,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
816,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water
817,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
818,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland
819,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland
820,Water,Wetland,Wetland,Water,Wetland,NULL,Bareland
821,Water,Wetland,Wetland,Water,Wetland,NULL,Water
822,Water,Wetland,Wetland,Water,Wetland,NULL,Forest
823,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
824,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
825,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
826,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
827,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
828,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
829,Water,Wetland,Bareland,Water,Non_Wetland,NULL,Water
830,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
831,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
832,Water,Wetland,Built-up,Water,Non_Wetland,NULL,Wetland
833,Water,Wetland,Water,NULL,Water,NULL,Grassland
834,Water,Wetland,Water,NULL,Water,NULL,Wetland
835,Water,Wetland,Water,NULL,Water,NULL,Water
836,Water,Wetland,Water,NULL,Water,NULL,Forest
837,Water,Wetland,Water,Non_Water,Water,NULL,Grassland
838,Water,Wetland,Water,Non_Water,Water,NULL,Wetland
839,Water,Wetland,Water,Non_Water,Water,NULL,Water
840,Water,Wetland,Water,Non_Water,Water,NULL,Forest
841,Water,Wetland,Water,Water,Water,NULL,Grassland
842,Water,Wetland,Water,Water,Water,NULL,Wetland
843,Water,Wetland,Water,Water,Water,NULL,Water
844,Water,Wetland,Water,Water,Water,NULL,Forest
845,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
846,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
847,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
848,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water
849,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
850,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
851,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
852,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
853,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
854,Water,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
855,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
856,Water,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
857,Water,Wetland,Forest,Water,Non_Wetland,NULL,Water
858,Water,Wetland,Forest,Water,Non_Wetland,NULL,Forest
859,Water,Bareland,NULL,Water,Non_Wetland,NULL,Water
860,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
861,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
862,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
863,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
864,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
865,Water,Bareland,Grassland,Water,Non_Wetland,NULL,Water
866,Water,Bareland,Wetland,NULL,Wetland,NULL,Water
867,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water
868,Water,Bareland,Wetland,Water,Wetland,NULL,Wetland
869,Water,Bareland,Wetland,Water,Wetland,NULL,Water
870,Water,Bareland,Wetland,Water,Wetland,NULL,Forest
871,Water,Bareland,Water,NULL,Water,NULL,Water
872,Water,Bareland,Water,Non_Water,Water,NULL,Water
873,Water,Bareland,Water,Water,Water,NULL,Wetland
874,Water,Bareland,Water,Water,Water,NULL,Bareland
875,Water,Bareland,Water,Water,Water,NULL,Water
876,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
877,Water,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
878,Water,Built-up,Wetland,Water,Wetland,NULL,Forest
879,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
880,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
881,Water,Water,NULL,NULL,Non_Wetland,NULL,Water
882,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest
883,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water
884,Water,Water,NULL,Water,Non_Wetland,NULL,Water
885,Water,Water,NULL,Water,Non_Wetland,NULL,Forest
886,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
887,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
888,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
889,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water
890,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
891,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
892,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
893,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
894,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
895,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
896,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
897,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
898,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water
899,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest
900,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL
901,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
902,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
903,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
904,Water,Water,Grassland,NULL,Non_Wetland,NULL,Built-up
905,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water
906,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest
907,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
908,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
909,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
910,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
911,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL
912,Water,Water,Grassland,Water,Non_Wetland,NULL,Grassland
913,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland
914,Water,Water,Grassland,Water,Non_Wetland,NULL,Bareland
915,Water,Water,Grassland,Water,Non_Wetland,NULL,Water
916,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest
917,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
918,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
919,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water
920,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest
921,Water,Water,Cropland,Water,Non_Wetland,NULL,Water
922,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest
923,Water,Water,Wetland,NULL,Wetland,NULL,NULL
924,Water,Water,Wetland,NULL,Wetland,NULL,Grassland
925,Water,Water,Wetland,NULL,Wetland,NULL,Wetland
926,Water,Water,Wetland,NULL,Wetland,NULL,Bareland
927,Water,Water,Wetland,NULL,Wetland,NULL,Water
928,Water,Water,Wetland,NULL,Wetland,NULL,Forest
929,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland
930,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland
931,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland
932,Water,Water,Wetland,Non_Water,Wetland,NULL,Water
933,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest
934,Water,Water,Wetland,Water,Wetland,NULL,NULL
935,Water,Water,Wetland,Water,Wetland,NULL,Grassland
936,Water,Water,Wetland,Water,Wetland,NULL,Wetland
937,Water,Water,Wetland,Water,Wetland,NULL,Bareland
938,Water,Water,Wetland,Water,Wetland,NULL,Water
939,Water,Water,Wetland,Water,Wetland,NULL,Forest
940,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
941,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland
942,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
943,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water
944,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest
945,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water
946,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest
947,Water,Water,Bareland,Water,Non_Wetland,NULL,Bareland
948,Water,Water,Bareland,Water,Non_Wetland,NULL,Water
949,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest
950,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
951,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water
952,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest
953,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Forest
954,Water,Water,Built-up,Water,Non_Wetland,NULL,Water
955,Water,Water,Built-up,Water,Non_Wetland,NULL,Forest
956,Water,Water,Water,NULL,Water,NULL,Grassland
957,Water,Water,Water,NULL,Water,NULL,Wetland
958,Water,Water,Water,NULL,Water,NULL,Bareland
959,Water,Water,Water,NULL,Water,NULL,Water
960,Water,Water,Water,NULL,Water,NULL,Forest
961,Water,Water,Water,Non_Water,Water,NULL,Grassland
962,Water,Water,Water,Non_Water,Water,NULL,Wetland
963,Water,Water,Water,Non_Water,Water,NULL,Bareland
964,Water,Water,Water,Non_Water,Water,NULL,Water
965,Water,Water,Water,Non_Water,Water,NULL,Forest
966,Water,Water,Water,Water,Water,NULL,NULL
967,Water,Water,Water,Water,Water,NULL,Grassland
968,Water,Water,Water,Water,Water,NULL,Wetland
969,Water,Water,Water,Water,Water,NULL,Bareland
970,Water,Water,Water,Water,Water,NULL,Water
971,Water,Water,Water,Water,Water,NULL,Forest
972,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL
973,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland
974,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland
975,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland
976,Water,Water,Forest,NULL,Non_Wetland,NULL,Water
977,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest
978,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
979,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
980,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
981,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water
982,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
983,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland
984,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland
985,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland
986,Water,Water,Forest,Water,Non_Wetland,NULL,Water
987,Water,Water,Forest,Water,Non_Wetland,NULL,Forest
988,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water
989,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest
990,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
991,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
992,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
993,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
994,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
995,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Water
996,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
997,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
998,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
999,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1000,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1001,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1002,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1003,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1004,Water,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1005,Water,Forest,Grassland,Water,Non_Wetland,NULL,Water
1006,Water,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1007,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1008,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1009,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1010,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1011,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland
1012,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water
1013,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland
1014,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland
1015,Water,Forest,Wetland,NULL,Wetland,NULL,Water
1016,Water,Forest,Wetland,NULL,Wetland,NULL,Forest
1017,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1018,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water
1019,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1020,Water,Forest,Wetland,Water,Wetland,NULL,Grassland
1021,Water,Forest,Wetland,Water,Wetland,NULL,Wetland
1022,Water,Forest,Wetland,Water,Wetland,NULL,Water
1023,Water,Forest,Wetland,Water,Wetland,NULL,Forest
1024,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1025,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
1026,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1027,Water,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
1028,Water,Forest,Bareland,Water,Non_Wetland,NULL,Wetland
1029,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland
1030,Water,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1031,Water,Forest,Built-up,Water,Non_Wetland,NULL,Grassland
1032,Water,Forest,Water,NULL,Water,NULL,Water
1033,Water,Forest,Water,NULL,Water,NULL,Forest
1034,Water,Forest,Water,Non_Water,Water,NULL,Forest
1035,Water,Forest,Water,Water,Water,NULL,Grassland
1036,Water,Forest,Water,Water,Water,NULL,Wetland
1037,Water,Forest,Water,Water,Water,NULL,Water
1038,Water,Forest,Water,Water,Water,NULL,Forest
1039,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1040,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1041,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1042,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1043,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water
1044,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1045,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1046,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1047,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
1048,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1049,Water,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1050,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1051,Water,Forest,Forest,Water,Non_Wetland,NULL,Water
1052,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest
1053,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1054,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1055,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1056,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1057,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1058,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1059,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1060,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1061,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1062,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1063,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1064,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1065,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1066,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
1067,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1068,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1069,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1070,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1071,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1072,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1073,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1074,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1075,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1076,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1077,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1078,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1079,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL
1080,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1081,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1082,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Water
1083,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1084,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1085,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1086,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
1087,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL
1088,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Grassland
1089,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland
1090,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Bareland
1091,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Water
1092,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest
1093,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1094,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
1095,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,Water
1096,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Grassland
1097,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Wetland
1098,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Water
1099,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,Forest
1100,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1101,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
1102,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1103,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1104,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1105,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
1106,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1107,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1108,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1109,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1110,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1111,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Grassland
1112,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Wetland
1113,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Water
1114,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,Forest
1115,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,Grassland
1116,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,Wetland
1117,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,Forest
1118,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Grassland
1119,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Wetland
1120,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Water
1121,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,Forest
1122,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL
1123,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1124,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1125,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1126,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Water
1127,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1128,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
1129,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1130,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1131,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Bareland
1132,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,Forest
1133,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
1134,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
1135,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1136,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1137,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1138,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1139,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1140,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1141,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
1142,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1143,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
1144,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1145,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
1146,Permanent_ice_and_snow,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1147,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1148,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1149,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1150,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1151,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1152,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1153,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Water
1154,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,Forest
1155,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1156,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1157,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1158,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1159,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Grassland
1160,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Wetland
1161,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Water
1162,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,Forest
1163,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
1164,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
