Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKC_M_R
1004,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1005,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1006,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1008,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1009,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1010,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1011,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1012,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1013,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1014,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1015,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1016,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1017,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1018,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1019,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1020,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1021,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1022,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1023,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1024,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1025,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1026,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1029,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1032,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1033,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1035,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1037,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1038,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1039,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1040,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1041,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1042,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1043,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1044,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1045,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1046,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1047,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1048,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1049,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1050,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1051,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1052,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1055,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1056,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1057,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1058,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1059,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1060,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1061,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1062,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1063,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1064,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1065,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1066,Water,NULL,Water,Water,Water,NULL,NULL,NULL
1067,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1068,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
1069,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1070,Water,NULL,Water,Water,Water,NULL,NULL,Water
1071,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1072,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1073,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1075,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1077,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1078,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1079,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1081,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1083,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1085,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1086,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1087,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1089,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1091,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1092,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1093,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1094,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1095,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1098,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1099,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1100,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1101,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1102,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1103,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1107,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1110,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1111,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1112,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1113,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1114,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1115,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1116,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1117,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1118,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1119,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1120,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1121,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1122,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1123,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1124,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1127,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1129,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1130,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1131,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1132,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1134,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1135,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1137,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1138,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1139,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1140,Water,Bareland,Water,Water,Water,NULL,NULL,NULL
1141,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1142,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1143,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1144,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1145,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1146,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1147,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1148,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1150,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1153,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1154,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1155,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1156,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1157,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1158,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1159,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1160,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1161,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1162,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1163,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1164,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1165,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1166,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1167,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1168,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1170,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1172,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1173,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1174,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1175,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1176,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1177,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1178,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1179,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1180,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1181,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1182,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1183,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1184,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1185,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1186,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1188,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1190,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1192,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1193,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1194,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1196,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1197,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1198,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1199,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1200,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1201,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1202,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1203,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1204,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1206,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1207,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1208,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1209,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1210,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1211,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1212,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1213,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1215,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1217,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1219,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1220,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1221,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1222,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1223,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1224,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1225,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1226,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1227,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1228,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1229,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1230,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1231,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1232,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1233,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1234,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1235,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1236,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1237,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1240,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1241,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1242,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1243,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1244,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1245,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1246,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1247,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1249,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1250,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1251,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1252,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1253,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1254,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1255,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1256,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1257,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1258,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1259,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1260,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1261,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1262,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1263,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1265,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1266,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1267,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1268,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1269,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1270,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1271,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1272,Water,Water,Water,NULL,Water,NULL,NULL,Water
1273,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1274,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1275,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1276,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1277,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1278,Water,Water,Water,Water,Water,NULL,NULL,NULL
1279,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1280,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1281,Water,Water,Water,Water,Water,NULL,NULL,Water
1282,Water,Water,Water,Water,Water,NULL,NULL,Forest
1283,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1284,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1285,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1287,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1288,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1290,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1291,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1292,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1293,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1294,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1297,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1298,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1299,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1301,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1303,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1304,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1305,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1306,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1307,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1308,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1309,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1310,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1311,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1312,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,NULL
1313,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,NULL
1314,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
1315,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1316,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1318,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1319,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1320,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1322,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1324,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1325,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1326,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1327,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1329,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1330,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1331,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1332,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1333,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1334,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1336,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1337,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1339,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1340,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1341,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1342,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1344,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1346,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1347,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1348,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1349,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1350,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
