Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKV_M_R
695,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
696,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
697,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
698,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
699,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
700,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
701,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
702,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
703,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
704,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
705,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
706,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
707,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
708,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
709,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
710,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
711,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
712,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
713,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
714,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
715,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
716,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
717,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
718,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,Forest
719,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
720,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
721,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
722,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
723,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
724,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
725,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
726,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
727,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
728,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
729,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
730,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
731,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
732,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
733,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
734,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
735,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
736,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
737,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
738,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
739,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
740,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
741,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
742,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
743,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
744,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
745,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
746,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
747,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
748,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
749,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
750,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
751,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
752,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
753,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
754,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
755,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
756,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
757,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
758,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
759,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
760,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
761,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
762,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
763,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
764,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
765,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
766,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
767,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
768,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
769,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
770,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
771,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
772,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
773,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
774,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
775,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
776,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
777,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
778,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
779,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
780,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
781,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
782,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
783,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
784,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
785,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
786,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
787,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
788,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
789,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
790,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
791,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
792,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
793,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
794,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
795,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
796,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
797,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
798,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
799,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
800,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
801,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
802,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
803,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
804,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
805,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
806,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
807,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
808,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
809,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
810,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
811,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
812,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
813,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
814,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
815,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
816,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
817,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
818,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
819,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
820,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
821,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
822,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
823,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
824,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
825,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
826,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
827,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
828,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
829,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
830,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
831,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
832,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
833,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
834,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
835,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
836,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
837,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
838,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
839,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
840,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
841,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
842,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
843,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
844,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
845,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
846,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
847,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
848,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
849,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
850,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
851,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
852,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
853,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
854,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
855,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
856,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
857,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
858,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
859,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
860,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
861,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
862,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
863,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
864,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
865,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
866,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
867,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
868,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
869,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
870,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
871,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
872,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
873,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
874,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
875,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
876,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
877,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
878,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
879,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
880,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
881,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
882,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
883,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
884,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
885,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
886,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
887,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
888,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
889,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
890,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
891,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
892,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
893,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
894,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
895,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
896,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
897,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
898,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
899,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
900,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
901,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
902,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
903,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
904,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
905,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
906,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
907,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
908,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
909,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
910,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
911,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
912,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
913,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
914,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
915,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
916,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
917,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
918,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
919,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
920,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
921,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
922,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
923,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
924,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
925,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
926,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
927,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
928,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
929,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
930,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
931,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
932,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
933,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
934,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
935,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
936,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
937,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
938,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
939,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
940,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
941,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
942,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
943,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
944,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
945,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
946,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
947,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
948,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
949,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
950,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
951,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
952,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
953,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
954,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
955,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
956,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
957,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
958,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
959,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
960,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
961,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
962,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
963,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
964,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
965,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
966,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
967,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
968,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
969,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
970,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
971,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
972,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
973,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
974,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
975,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
976,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
977,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
978,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
979,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
980,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
981,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
982,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
983,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
984,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
985,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
986,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
987,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
988,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
989,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
990,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
991,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
992,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
993,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
994,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
995,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
996,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
997,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
998,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
999,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1000,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1001,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1002,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1003,Forest,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
1004,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1005,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1006,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1007,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1008,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1009,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1010,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1011,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1012,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1013,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1014,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1015,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1016,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1017,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1018,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1019,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1020,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1021,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1022,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1023,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1024,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1025,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1026,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1027,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1028,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1029,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1030,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1031,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1032,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1033,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1034,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1035,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1036,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1037,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1038,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1039,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1040,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1041,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1042,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1043,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1044,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1045,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1046,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1047,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1048,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1049,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1050,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
