Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRD_M_R
8445,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8446,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
8447,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
8448,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8449,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
8450,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
8451,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Water
8452,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
8453,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
8454,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
8455,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8456,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8457,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8458,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8459,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
8460,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8461,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8462,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
8463,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8464,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8465,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8466,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8467,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
8468,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
8469,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
8470,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
8471,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Forest
8472,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
8473,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8474,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Built-up
8475,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8476,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
8477,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8478,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8479,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8480,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8481,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8482,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8483,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8484,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8485,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
8486,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8487,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
8488,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
8489,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8490,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8491,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8492,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8493,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8494,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8495,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
8496,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8497,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8498,Forest,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
8499,Forest,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
8500,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Grassland
8501,Forest,Built-up,Water,NULL,Water,Water,Wetland,Grassland
8502,Forest,Built-up,Water,Water,Water,Wetland,Wetland,Grassland
8503,Forest,Built-up,Water,Water,Water,Wetland,Water,Grassland
8504,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8505,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8506,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8507,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8508,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8509,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8510,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
8511,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8512,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8513,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
8514,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8515,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
8516,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8517,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8518,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8519,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
8520,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
8521,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8522,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8523,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8524,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8525,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8526,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8527,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8528,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8529,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8530,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8531,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8532,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8533,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8534,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8535,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8536,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
8537,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
8538,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8539,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8540,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8541,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
8542,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8543,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8544,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8545,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
8546,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
8547,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8548,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
8549,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8550,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8551,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8552,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
8553,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8554,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8555,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
8556,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8557,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8558,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
8559,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8560,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8561,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
8562,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8563,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
8564,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
8565,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
8566,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
8567,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Water
8568,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
8569,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
8570,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
8571,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8572,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8573,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8574,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
8575,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8576,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8577,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8578,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8579,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8580,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
8581,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
8582,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8583,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8584,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8585,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8586,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8587,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8588,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8589,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
8590,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8591,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8592,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8593,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8594,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8595,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8596,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8597,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8598,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8599,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
8600,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8601,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8602,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8603,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8604,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8605,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
8606,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8607,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
8608,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8609,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8610,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8611,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8612,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8613,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
8614,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8615,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8616,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8617,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8618,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8619,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
8620,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
8621,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
8622,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8623,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8624,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8625,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
8626,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8627,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8628,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8629,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8630,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8631,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
8632,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
8633,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8634,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
8635,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
8636,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8637,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8638,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8639,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8640,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8641,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
8642,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
8643,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8644,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
8645,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
8646,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
8647,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8648,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
8649,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8650,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
8651,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
8652,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8653,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
8654,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
8655,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
8656,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Grassland
8657,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
8658,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
8659,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
8660,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
8661,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8662,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
8663,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8664,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8665,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
8666,Forest,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
8667,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8668,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
8669,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
8670,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
8671,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
8672,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
8673,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
8674,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
8675,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
8676,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
8677,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
8678,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8679,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8680,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8681,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
8682,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
8683,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
8684,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
8685,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
8686,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
8687,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
8688,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
8689,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Grassland
8690,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
8691,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
8692,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8693,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8694,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8695,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8696,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8697,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8698,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
8699,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8700,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8701,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8702,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8703,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8704,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8705,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8706,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8707,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8708,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8709,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
8710,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8711,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Water
8712,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
8713,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
8714,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
8715,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8716,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8717,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8718,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
8719,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
8720,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8721,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8722,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8723,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
8724,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
8725,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
8726,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8727,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
8728,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
8729,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
8730,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
8731,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8732,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8733,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8734,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8735,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8736,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
8737,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8738,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8739,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
8740,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8741,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
8742,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8743,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8744,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8745,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
8746,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
8747,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8748,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8749,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8750,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
8751,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8752,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
8753,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8754,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
8755,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8756,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8757,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8758,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
8759,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
8760,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8761,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8762,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
8763,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8764,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8765,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
8766,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8767,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
8768,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
8769,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
8770,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8771,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8772,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8773,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8774,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8775,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8776,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
8777,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
8778,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
8779,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8780,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8781,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
8782,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8783,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
8784,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8785,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
