Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLV_M_R
743,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
744,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
745,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
746,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
747,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
748,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
749,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
750,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
751,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
752,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
753,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
754,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
755,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
756,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
757,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
758,Forest,Wetland,Water,Water,Water,Water,Water,Water
759,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
760,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
761,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
762,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
763,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
764,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
765,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
766,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
767,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
768,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
769,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
770,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
771,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
772,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
773,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
774,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
775,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
776,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
777,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
778,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
779,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
780,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
781,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
782,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
783,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
784,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
785,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
786,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
787,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
788,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
789,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
790,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
791,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
792,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
793,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
794,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
795,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
796,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
797,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
798,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
799,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
800,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
801,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
802,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
803,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
804,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
805,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
806,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
807,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
808,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
809,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
810,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
811,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
812,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
813,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
814,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
815,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
816,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
817,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
818,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
819,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
820,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
821,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
822,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
823,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
824,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
825,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
826,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
827,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
828,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
829,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
830,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
831,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
832,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
833,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
834,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
835,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
836,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
837,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
838,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
839,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
840,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
841,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
842,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
843,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
844,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
845,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
846,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
847,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
848,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
849,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
850,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
851,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
852,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
853,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
854,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
855,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
856,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
857,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
858,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
859,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
860,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
861,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
862,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
863,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
864,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
865,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
866,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
867,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
868,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
869,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
870,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
871,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
872,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
873,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
874,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
875,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
876,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
877,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
878,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
879,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
880,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
881,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
882,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
883,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
884,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
885,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
886,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
887,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
888,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
889,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
890,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
891,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
892,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
893,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
894,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
895,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
896,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
897,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
898,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
899,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
900,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
901,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
902,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
903,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
904,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
905,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
906,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
907,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
908,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
909,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
910,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
911,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
912,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
913,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
914,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
915,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
916,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
917,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
918,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
919,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
920,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
921,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
922,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
923,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
924,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
925,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
926,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
927,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
928,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
929,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
930,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
931,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
932,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
933,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Water
934,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
935,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
936,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
937,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
938,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
939,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
940,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
941,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
942,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Water
943,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
944,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
945,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
946,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
947,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
948,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
949,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
950,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
951,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
952,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
953,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
954,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
955,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
956,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
957,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
958,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
959,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
960,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
961,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
962,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
963,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
964,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
965,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
966,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
967,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
968,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
969,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
970,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
971,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
972,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
973,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
974,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
975,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
976,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
977,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
978,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
979,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
980,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
981,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
982,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
983,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
984,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
985,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
986,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
987,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
988,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
989,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
990,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
991,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
992,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
993,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
994,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
995,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
996,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
997,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
998,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
999,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1000,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1001,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1002,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1003,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1004,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1005,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1006,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1007,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1008,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1009,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1010,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1011,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1012,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1013,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1014,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1015,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1016,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1017,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1018,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1019,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1020,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1021,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1022,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1023,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1024,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1025,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1026,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1027,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1028,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1029,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1030,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1031,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1032,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1033,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1034,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1035,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1036,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1037,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1038,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1039,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1040,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1041,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1042,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1043,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1044,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1045,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1046,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1047,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1048,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1049,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1050,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1051,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1052,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1053,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1054,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1055,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1056,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1057,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1058,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1059,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1060,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1061,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1062,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1063,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1064,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Water
1065,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1066,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
1067,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1068,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1069,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1070,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1071,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1072,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1073,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1074,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1075,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1076,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1077,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1078,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1079,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1080,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1081,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1082,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1083,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1084,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1085,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1086,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1087,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1088,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1089,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1090,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1091,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1092,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1093,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1094,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1095,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1096,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1097,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1098,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1099,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1100,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1101,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1102,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1103,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1104,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
