Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKC_M_R
21862,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
21863,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
21864,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
21865,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
21866,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
21867,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
21868,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
21869,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
21870,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
21871,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
21872,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
21873,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
21874,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
21875,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
21876,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
21877,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
21878,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
21879,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
21880,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
21881,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
21882,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
21883,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
21884,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
21885,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
21886,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
21887,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
21888,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
21889,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
21890,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
21891,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
21892,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
21893,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
21894,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
21895,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
21896,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
21897,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
21898,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
21899,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
21900,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
21901,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
21902,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
21903,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
21904,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
21905,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
21906,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
21907,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
21908,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
21909,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
21910,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
21911,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
21912,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
21913,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
21914,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
21915,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,NULL
21916,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
21917,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
21918,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
21919,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
21920,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
21921,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
21922,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
21923,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
21924,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
21925,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21926,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
21927,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
21928,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
21929,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21930,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
21931,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
21932,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
21933,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
21934,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
21935,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
21936,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21937,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21938,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
21939,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
21940,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21941,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
21942,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
21943,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
21944,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
21945,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
21946,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21947,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
21948,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
21949,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
21950,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21951,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
21952,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
21953,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
21954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
21955,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
21956,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
21957,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
21958,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
21959,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
21960,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
21961,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
21962,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
21963,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
21964,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
21965,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
21966,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,NULL
21967,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
21968,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
21969,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
21970,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
21971,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
21972,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
21973,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
21974,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
21975,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
21976,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
21977,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
21978,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
21979,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
21980,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
21981,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Bareland
21982,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
21983,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
21984,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,NULL
21985,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Shrubland,Forest
21986,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
21987,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
21988,Forest,Forest,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
21989,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
21990,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Forest
21991,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
21992,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Forest
21993,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Grassland
21994,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
21995,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
21996,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
21997,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
21998,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
21999,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
22000,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
22001,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
22002,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
22003,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
22004,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
22005,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
22006,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
22007,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
22008,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
22009,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
22010,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
22011,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
22012,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
22013,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
22014,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
22015,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
22016,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
22017,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
22018,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
22019,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
22020,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
22021,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
22022,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
22023,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
22024,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Grassland
22025,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
22026,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
22027,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
22028,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
22029,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
22030,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
22031,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
22032,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
22033,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
22034,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
22035,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
22036,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
22037,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
22038,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
22039,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
22040,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
22041,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
22042,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
22043,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
22044,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
22045,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
22046,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
22047,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
22048,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
22049,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
22050,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
22051,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
22052,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
22053,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
22054,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
22055,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
22056,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
22057,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
22058,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
22059,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
22060,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
22061,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
22062,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
22063,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,NULL
22064,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,NULL
22065,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
22066,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
22067,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Water
22068,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
22069,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
22070,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
22071,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
22072,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
22073,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
22074,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
22075,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
22076,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
22077,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
22078,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
22079,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
22080,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
22081,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
22082,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
22083,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
22084,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22085,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
22086,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
22087,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
22088,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
22089,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
22090,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
22091,Forest,Forest,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
22092,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Shrubland,Forest
22093,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
22094,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
22095,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
22096,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
22097,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
22098,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
22099,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
22100,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
22101,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
22102,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
22103,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
22104,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
22105,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22106,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22107,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
22108,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22109,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
22110,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
22111,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
22112,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
22113,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
22114,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
22115,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
22116,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
22117,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
22118,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
22119,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
22120,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
22121,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
22122,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22123,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
22124,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
22125,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
22126,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
22127,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
22128,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
22129,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
22130,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
22131,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
22132,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
22133,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
22134,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
22135,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22136,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
22137,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
22138,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
22139,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
22140,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
22141,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
22142,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
22143,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
22144,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22145,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
22146,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
22147,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
22148,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
22149,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
22150,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
22151,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
22152,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
22153,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
22154,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
22155,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
22156,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
22157,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
22158,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
22159,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
22160,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
22161,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
22162,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
22163,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
22164,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
22165,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
22166,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
22167,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
22168,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
22169,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
22170,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
22171,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Cropland
22172,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
22173,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
22174,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
22175,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
22176,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
22177,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
22178,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
22179,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
22180,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
22181,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
22182,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
22183,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
22184,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
22185,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
22186,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
22187,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
22188,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
22189,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
22190,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
22191,Forest,Forest,Water,NULL,Water,Shrubland,Water,NULL
22192,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
22193,Forest,Forest,Water,NULL,Water,Shrubland,Forest,NULL
22194,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
22195,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,NULL
22196,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Grassland
