Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYQ_M_R
2306,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
2307,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
2308,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2309,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2310,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2311,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2312,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2313,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2314,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
2315,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2316,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2317,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2318,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2319,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2320,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2321,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2322,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2323,Water,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
2324,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2325,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2326,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2327,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2328,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2329,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2330,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2331,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2332,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2333,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2334,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
2335,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
2336,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2337,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
2338,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2339,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2340,Water,Forest,Water,NULL,Water,Water,Forest,Forest
2341,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2342,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2343,Water,Forest,Water,Water,Water,NULL,NULL,Water
2344,Water,Forest,Water,Water,Water,NULL,NULL,Forest
2345,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2346,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2347,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2348,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2349,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2350,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2351,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2352,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2353,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2354,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2355,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2356,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2357,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2358,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2359,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2360,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2361,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2362,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2363,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2364,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2365,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2366,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2367,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2368,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2369,Water,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2370,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2371,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2372,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2373,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2374,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2375,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2376,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2377,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2378,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2379,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2380,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2381,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2382,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2383,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2384,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2385,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2386,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2387,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2388,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2389,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2390,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
2391,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2392,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2393,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2394,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2395,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2396,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2397,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2398,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2399,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2400,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
2401,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2402,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2403,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2404,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2405,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2406,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2407,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2408,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2409,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2410,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2411,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2412,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2413,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2414,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2415,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2416,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2417,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2418,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2419,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
2420,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2421,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2422,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2423,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2424,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2425,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2426,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2427,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2428,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2429,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2430,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2431,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2432,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2433,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2434,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Water
2435,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2436,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2437,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2438,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2439,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2440,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2441,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2442,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2443,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2444,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2445,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2446,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2447,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2448,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2449,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
2450,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2451,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2452,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2453,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
2454,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2455,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2456,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
2457,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2458,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2459,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2460,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2461,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2462,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2463,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2464,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2465,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2466,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2467,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2468,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2469,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2470,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
2471,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2472,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2473,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2474,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2475,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2476,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2477,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2478,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2479,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Grassland
2480,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2481,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2482,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2483,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2484,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2485,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2487,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2488,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2489,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2490,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2491,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2492,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2493,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2494,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2495,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2496,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2497,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
2498,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2499,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
2500,Forest,NULL,Water,NULL,Water,Built-up,Bareland,Water
2501,Forest,NULL,Water,NULL,Water,Built-up,Water,Water
2502,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
2503,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
2504,Forest,NULL,Water,NULL,Water,Water,Forest,Bareland
2505,Forest,NULL,Water,NULL,Water,Water,Forest,Water
2506,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
2507,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
2508,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2509,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2510,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2511,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Grassland
2512,Forest,NULL,Water,Non_Water,Water,Grassland,Forest,Water
2513,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2514,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2515,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
2516,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2517,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2518,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2519,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
2520,Forest,NULL,Water,Water,Water,Water,Grassland,Water
2521,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2522,Forest,NULL,Water,Water,Water,Water,Water,Water
2523,Forest,NULL,Water,Water,Water,Water,Forest,Water
2524,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2525,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2526,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2527,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2528,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2529,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2530,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2531,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2532,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2533,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2534,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2535,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2536,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2537,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2538,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2539,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2540,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2541,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2542,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2543,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2544,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2545,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2546,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2547,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2548,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2549,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2550,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2551,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2552,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2553,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2554,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2555,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2556,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2557,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2558,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
2559,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2560,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2561,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2562,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2563,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2564,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2565,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2566,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2567,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2568,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2569,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2570,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2571,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2572,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2573,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2574,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2575,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2576,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2577,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2578,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2579,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2580,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2581,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2582,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2583,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2584,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Bareland
2585,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
2586,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2587,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
2588,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2589,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2590,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2591,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2592,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2593,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2594,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
2595,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2596,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2597,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
2598,Forest,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Water
2599,Forest,Cropland,NULL,Water,Non_Wetland,Water,Forest,Water
2600,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2601,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2602,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2603,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2604,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2605,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2606,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
2607,Forest,Cropland,Grassland,Water,Non_Wetland,Water,Forest,Water
2608,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2609,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2610,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
2611,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2612,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
2613,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Water
2614,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Forest,Water
2615,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Forest,Forest
2616,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2617,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2618,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2619,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2620,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2621,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2622,Forest,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2623,Forest,Cropland,Water,NULL,Water,Water,Water,Water
2624,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
2625,Forest,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
2626,Forest,Cropland,Water,Non_Water,Water,Grassland,Water,Water
2627,Forest,Cropland,Water,Non_Water,Water,Grassland,Forest,Grassland
2628,Forest,Cropland,Water,Non_Water,Water,Water,Wetland,Water
2629,Forest,Cropland,Water,Non_Water,Water,Water,Forest,Grassland
2630,Forest,Cropland,Water,Water,Water,Grassland,Water,Grassland
2631,Forest,Cropland,Water,Water,Water,Built-up,Bareland,Forest
2632,Forest,Cropland,Water,Water,Water,Water,Wetland,Water
2633,Forest,Cropland,Water,Water,Water,Water,Water,Water
2634,Forest,Cropland,Water,Water,Water,Water,Water,Forest
2635,Forest,Cropland,Water,Water,Water,Water,Forest,Water
2636,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2637,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2638,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2639,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2640,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2641,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2642,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2643,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2644,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2645,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2646,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2647,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2648,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
2649,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
2650,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Water
