Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDM_M_R
16659,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
16660,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16661,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16662,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
16663,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
16664,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
16665,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
16666,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
16667,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
16668,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
16669,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
16670,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
16671,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
16672,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
16673,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
16674,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
16675,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
16676,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
16677,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
16678,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
16679,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
16680,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
16681,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
16682,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16683,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16684,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
16685,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
16686,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
16687,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
16688,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
16689,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16690,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
16691,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
16692,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
16693,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
16694,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
16695,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
16696,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
16697,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
16698,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
16699,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16700,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16701,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16702,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16703,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16704,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16705,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16706,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
16707,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16708,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
16709,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16710,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
16711,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
16712,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
16713,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Water
16714,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16715,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,NULL
16716,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16717,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
16718,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16719,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16720,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
16721,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
16722,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16723,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
16724,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16725,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
16726,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
16727,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
16728,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
16729,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16730,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
16731,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16732,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
16733,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
16734,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
16735,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16736,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
16737,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16738,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
16739,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
16740,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
16741,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
16742,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
16743,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
16744,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
16745,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
16746,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
16747,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16748,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16749,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Bareland
16750,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16751,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
16752,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
16753,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
16754,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
16755,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
16756,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16757,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16758,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16759,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
16760,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16761,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
16762,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
16763,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16764,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
16765,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
16766,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
16767,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
16768,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
16769,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16770,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
16771,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
16772,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
16773,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
16774,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16775,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
16776,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
16777,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
16778,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16779,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Wetland
16780,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
16781,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
16782,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
16783,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
16784,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
16785,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
16786,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
16787,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
16788,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
16789,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
16790,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
16791,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
16792,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
16793,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
16794,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
16795,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
16796,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
16797,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
16798,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16799,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
16800,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Water
16801,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16802,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
16803,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
16804,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
16805,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
16806,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
16807,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
16808,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
16809,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
16810,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
16811,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
16812,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
16813,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16814,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
16815,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
16816,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
16817,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
16818,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16819,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16820,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16821,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
16822,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
16823,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
16824,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
16825,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
16826,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
16827,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
16828,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
16829,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
16830,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16831,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16832,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16833,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16834,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
16835,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
16836,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16837,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
16838,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16839,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
16840,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16841,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
16842,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
16843,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
16844,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
16845,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
16846,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
16847,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
16848,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16849,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16850,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16851,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16852,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
16853,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16854,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
16855,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
16856,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16857,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16858,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
16859,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
16860,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
16861,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
16862,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
16863,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16864,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
16865,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
16866,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
16867,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16868,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
16869,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
16870,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
16871,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
16872,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
16873,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
16874,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
16875,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16876,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
16877,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
16878,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
16879,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
16880,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16881,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
16882,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16883,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16884,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16885,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16886,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16887,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
16888,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
16889,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
16890,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
16891,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
16892,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
16893,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16894,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16895,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
16896,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
16897,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
16898,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
16899,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
16900,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
16901,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
16902,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
16903,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
16904,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
16905,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
16906,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
16907,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
16908,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
16909,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
16910,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
16911,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
16912,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
16913,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
16914,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,NULL
16915,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16916,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Water
16917,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16918,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
16919,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
16920,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
16921,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
16922,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16923,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
16924,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
16925,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16926,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
16927,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16928,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
16929,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
16930,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
16931,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
16932,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16933,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
16934,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
16935,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16936,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
16937,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
16938,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Grassland
16939,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
16940,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
16941,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
16942,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
16943,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Water
16944,Forest,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16945,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
16946,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Water
16947,Forest,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Forest
16948,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
16949,Forest,Forest,Wetland,Water,Wetland,Shrubland,Wetland,Forest
16950,Forest,Forest,Wetland,Water,Wetland,Shrubland,Bareland,Grassland
16951,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,NULL
16952,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
16953,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Wetland
16954,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Water
16955,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
16956,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Grassland
16957,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Wetland
16958,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Water
16959,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
16960,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
16961,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
16962,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Water
16963,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Forest
16964,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
16965,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
16966,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
16967,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
16968,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
16969,Forest,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Forest
16970,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
16971,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
16972,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
16973,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
16974,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
16975,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
16976,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Grassland
16977,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
16978,Forest,Forest,Wetland,Water,Wetland,Bareland,Shrubland,Water
16979,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
16980,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
16981,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
16982,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
16983,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
16984,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
16985,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
16986,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
16987,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
16988,Forest,Forest,Wetland,Water,Wetland,Water,Shrubland,Water
16989,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
16990,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
16991,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
16992,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
16993,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
16994,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
16995,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
16996,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Grassland
16997,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
16998,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Grassland
16999,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Wetland
17000,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Water
17001,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Forest
17002,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
17003,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
17004,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
17005,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
17006,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
17007,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
