Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVJ_M_R
868,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
869,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
870,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
871,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
872,Cropland,NULL,NULL,Water,Non_Wetland,Forest
873,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
874,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
875,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
876,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
877,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
878,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
879,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
880,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
881,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
882,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
883,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
884,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
885,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
886,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
887,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
888,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
889,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
890,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
891,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
892,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
893,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
894,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
895,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
896,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
897,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
898,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
899,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
900,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
901,Cropland,NULL,Grassland,Water,Non_Wetland,Water
902,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
903,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
904,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
905,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
906,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
907,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
908,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
909,Cropland,NULL,Wetland,NULL,Wetland,Grassland
910,Cropland,NULL,Wetland,NULL,Wetland,Water
911,Cropland,NULL,Wetland,Non_Water,Wetland,Water
912,Cropland,NULL,Wetland,Water,Wetland,Grassland
913,Cropland,NULL,Wetland,Water,Wetland,Water
914,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
915,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
916,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
917,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
918,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
919,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
920,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
921,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
922,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
923,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
924,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
925,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
926,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
927,Cropland,NULL,Water,NULL,Water,Grassland
928,Cropland,NULL,Water,NULL,Water,Bareland
929,Cropland,NULL,Water,NULL,Water,Forest
930,Cropland,NULL,Water,Non_Water,Water,Grassland
931,Cropland,NULL,Water,Non_Water,Water,Forest
932,Cropland,NULL,Water,Water,Water,Bareland
933,Cropland,NULL,Water,Water,Water,Water
934,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
935,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
936,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
937,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
938,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
939,Cropland,NULL,Forest,NULL,Non_Wetland,Water
940,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
941,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
942,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
943,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
944,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
945,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
946,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
947,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
948,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
949,Cropland,NULL,Forest,Water,Non_Wetland,Water
950,Cropland,NULL,Forest,Water,Non_Wetland,Forest
951,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
952,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
953,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
954,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
955,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
956,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
957,Cropland,Cropland,NULL,Water,Non_Wetland,Water
958,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
959,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
960,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
961,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
962,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
963,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
964,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
965,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
966,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
967,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
968,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
969,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
970,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
971,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
972,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
973,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
974,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
975,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
976,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
977,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
978,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
979,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
980,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
981,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
982,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
983,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
984,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
985,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
986,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
987,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
988,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
989,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
990,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
991,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
992,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
993,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
994,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
995,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
996,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
997,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
998,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
999,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1000,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1001,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1002,Cropland,Cropland,Wetland,NULL,Wetland,Water
1003,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1004,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1005,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1006,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
1007,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
1008,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1009,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1010,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1011,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1012,Cropland,Cropland,Wetland,Water,Wetland,Water
1013,Cropland,Cropland,Wetland,Water,Wetland,Forest
1014,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1015,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1016,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1017,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1018,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1019,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1020,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1021,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1022,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1023,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1024,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1025,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1026,Cropland,Cropland,Water,NULL,Water,Grassland
1027,Cropland,Cropland,Water,NULL,Water,Cropland
1028,Cropland,Cropland,Water,NULL,Water,Bareland
1029,Cropland,Cropland,Water,NULL,Water,Water
1030,Cropland,Cropland,Water,NULL,Water,Forest
1031,Cropland,Cropland,Water,Non_Water,Water,Grassland
1032,Cropland,Cropland,Water,Non_Water,Water,Cropland
1033,Cropland,Cropland,Water,Non_Water,Water,Bareland
1034,Cropland,Cropland,Water,Water,Water,Grassland
1035,Cropland,Cropland,Water,Water,Water,Bareland
1036,Cropland,Cropland,Water,Water,Water,Water
1037,Cropland,Cropland,Water,Water,Water,Forest
1038,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1039,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1040,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1041,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1042,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
1043,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1044,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1045,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1046,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1047,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
1048,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1049,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1050,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1051,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
1052,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1053,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
1054,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1055,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1056,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1057,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1058,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1059,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1060,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1061,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
1062,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1063,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1064,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1065,Cropland,Bareland,Grassland,NULL,Non_Wetland,Water
1066,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
1067,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1068,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
1069,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
1070,Cropland,Bareland,Forest,Water,Non_Wetland,Cropland
1071,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1072,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1073,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1074,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1075,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1076,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1077,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1078,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1079,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1080,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1081,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1082,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1083,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1084,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1085,Cropland,Built-up,Grassland,NULL,Non_Wetland,Water
1086,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1087,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1088,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1089,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1090,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1091,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1092,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
1093,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1094,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1095,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1096,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
1097,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1098,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1099,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1100,Cropland,Built-up,Water,NULL,Water,Grassland
1101,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1102,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1103,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1104,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1105,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1106,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1107,Cropland,Built-up,Forest,Water,Non_Wetland,Grassland
1108,Cropland,Built-up,Forest,Water,Non_Wetland,Bareland
1109,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1110,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1111,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1112,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1113,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1114,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1115,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1116,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1117,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1118,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1119,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1120,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1121,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1122,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1123,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
1124,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1125,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1126,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1127,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1128,Cropland,Water,Grassland,Water,Non_Wetland,Water
1129,Cropland,Water,Grassland,Water,Non_Wetland,Forest
1130,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1131,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1132,Cropland,Water,Wetland,NULL,Wetland,Grassland
1133,Cropland,Water,Wetland,NULL,Wetland,Cropland
1134,Cropland,Water,Wetland,NULL,Wetland,Forest
1135,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
1136,Cropland,Water,Wetland,Water,Wetland,Forest
1137,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1138,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1139,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1140,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1141,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1142,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
1143,Cropland,Water,Water,NULL,Water,Grassland
1144,Cropland,Water,Water,NULL,Water,Forest
1145,Cropland,Water,Water,Water,Water,Water
1146,Cropland,Water,Water,Water,Water,Forest
1147,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1148,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1149,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1150,Cropland,Water,Forest,NULL,Non_Wetland,Water
1151,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1152,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1153,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland
1154,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1155,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1156,Cropland,Water,Forest,Water,Non_Wetland,Bareland
1157,Cropland,Water,Forest,Water,Non_Wetland,Water
1158,Cropland,Water,Forest,Water,Non_Wetland,Forest
1159,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1160,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1161,Cropland,Forest,NULL,Non_Water,Non_Wetland,Bareland
1162,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1163,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1164,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1165,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1166,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water
1167,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1168,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1169,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1170,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1171,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland
1172,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1173,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1174,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1175,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1176,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1177,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1178,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1179,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1180,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1181,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1182,Cropland,Forest,Wetland,NULL,Wetland,Forest
1183,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1184,Cropland,Forest,Water,Water,Water,Forest
1185,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1186,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1187,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1188,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1189,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1190,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1191,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1192,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1193,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1194,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1195,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1196,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1197,Wetland,NULL,NULL,Water,Non_Wetland,Water
1198,Wetland,NULL,NULL,Water,Non_Wetland,Forest
1199,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1200,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1201,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1202,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1203,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1204,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1205,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1206,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1207,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1208,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1209,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1210,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1211,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1212,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1213,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1214,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1215,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1216,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1217,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1218,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1219,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1220,Wetland,NULL,Wetland,NULL,Wetland,Water
1221,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1222,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1223,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1224,Wetland,NULL,Wetland,Water,Wetland,Grassland
1225,Wetland,NULL,Wetland,Water,Wetland,Cropland
1226,Wetland,NULL,Wetland,Water,Wetland,Water
1227,Wetland,NULL,Wetland,Water,Wetland,Forest
1228,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1229,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1230,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1231,Wetland,NULL,Water,NULL,Water,Grassland
1232,Wetland,NULL,Water,NULL,Water,Water
1233,Wetland,NULL,Water,NULL,Water,Forest
1234,Wetland,NULL,Water,Non_Water,Water,Grassland
1235,Wetland,NULL,Water,Non_Water,Water,Bareland
1236,Wetland,NULL,Water,Non_Water,Water,Water
1237,Wetland,NULL,Water,Non_Water,Water,Forest
1238,Wetland,NULL,Water,Water,Water,Grassland
1239,Wetland,NULL,Water,Water,Water,Water
1240,Wetland,NULL,Water,Water,Water,Forest
1241,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1242,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1243,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1244,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1245,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1246,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1247,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1248,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1249,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1250,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1251,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
1252,Wetland,NULL,Forest,Water,Non_Wetland,Water
1253,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1254,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1255,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1256,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1257,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1258,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1259,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1260,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1261,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1262,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1263,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1264,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1265,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1266,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1267,Wetland,Cropland,Wetland,Water,Wetland,Water
1268,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1269,Wetland,Cropland,Water,NULL,Water,Grassland
1270,Wetland,Cropland,Water,NULL,Water,Bareland
1271,Wetland,Cropland,Water,NULL,Water,Water
1272,Wetland,Cropland,Water,Non_Water,Water,Wetland
1273,Wetland,Cropland,Water,Water,Water,Grassland
1274,Wetland,Cropland,Water,Water,Water,Water
1275,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1276,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1277,Wetland,Cropland,Forest,NULL,Non_Wetland,Water
1278,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1279,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1280,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1281,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1282,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1283,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1284,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1285,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1286,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1287,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
