Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R
3313,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3314,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3315,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3316,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3317,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3318,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3319,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3320,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3321,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3322,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3323,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3324,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3325,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3326,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3327,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
3328,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3329,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3330,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3331,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3332,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3333,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3334,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3335,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3336,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3337,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
3338,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
3339,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3340,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3341,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3342,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
3343,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3344,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3345,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3346,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3347,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3348,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3349,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
3350,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3351,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3352,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3353,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3354,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3355,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3356,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3357,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3358,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3359,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3360,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3361,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3362,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3363,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3364,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3365,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3366,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3367,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3368,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3369,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3370,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3371,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3372,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3373,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3374,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3375,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3376,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3377,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3378,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3379,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
3380,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3381,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3382,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Water
3383,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
3384,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3385,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3386,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
3387,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3388,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3389,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3390,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3391,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3392,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3393,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3394,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3395,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3396,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3397,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3398,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3399,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3400,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3401,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3402,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3403,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
3404,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3405,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3406,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
3407,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3408,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3409,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3410,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
3411,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3412,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3413,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3414,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3415,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3416,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3417,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3418,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3419,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3420,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3421,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3422,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3423,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3424,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3425,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3426,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3427,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3428,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3429,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3430,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3431,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3432,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3433,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
3434,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3435,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3436,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
3437,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
3438,Wetland,Wetland,Water,NULL,Water,Forest,Water,Forest
3439,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3440,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3441,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3442,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
3443,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
3444,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Water
3445,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3446,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3447,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3448,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3449,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
3450,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3451,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3452,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3453,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3454,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3455,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
3456,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
3457,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3458,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3459,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3460,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3461,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
3462,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3463,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3464,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3465,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3466,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3467,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3468,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3469,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3470,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3471,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3472,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3473,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3474,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3475,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3476,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3477,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3478,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3479,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3480,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3481,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3482,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3483,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3484,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3485,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3486,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3487,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3488,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3489,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3490,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3491,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3492,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3493,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3494,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3495,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
3496,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3497,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3498,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3499,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3500,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3501,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3502,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3503,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3504,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3505,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3506,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3507,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3508,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3509,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3510,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3511,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3512,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3513,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3514,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3515,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3516,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3517,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3518,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3519,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3520,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3521,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3522,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3523,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3524,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3525,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3526,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
3527,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3528,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3529,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
3530,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Bareland
3531,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Bareland
3532,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
3533,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3534,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3535,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3536,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3537,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3538,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3539,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3540,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3541,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3542,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3543,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3544,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3545,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3546,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3547,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3548,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3549,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3550,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3551,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3558,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3559,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3560,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3561,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3562,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
3563,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3565,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3566,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3567,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3568,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
3569,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3570,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3571,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3572,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3573,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3574,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3579,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3580,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3581,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3582,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3583,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3584,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3585,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3586,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3587,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3588,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3589,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3590,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3591,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3592,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3593,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3594,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3595,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3596,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3597,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3598,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3599,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3601,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3602,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3603,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3604,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3605,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3606,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3607,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
3608,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3609,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3610,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3611,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3612,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3613,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3614,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3619,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3620,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3621,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3622,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3623,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3624,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3625,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3626,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3627,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3628,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3629,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3630,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3631,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
