Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFU_M_R
669,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
670,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
671,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
674,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
675,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
676,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
677,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
678,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
679,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
680,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
681,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
682,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
683,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
684,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
685,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
686,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
687,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
688,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
689,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
690,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
691,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
692,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
693,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
694,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
695,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
696,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
698,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
699,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
700,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
701,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
702,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
703,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
704,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
705,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
706,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
707,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
708,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
709,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
710,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
711,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
712,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
713,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
714,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
715,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
716,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
717,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
718,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
719,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
720,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
721,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
722,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
723,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
724,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
725,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
726,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
727,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
728,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
729,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
730,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
731,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
732,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
733,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
734,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
735,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
736,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
737,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
738,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
739,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
740,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
741,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
742,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
743,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
744,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
745,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
746,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
747,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
749,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
750,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
751,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
752,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
753,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
754,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
756,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
757,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
758,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
759,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
762,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
763,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
764,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
765,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
766,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
768,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
769,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
770,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
771,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
772,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
773,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
774,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
775,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
776,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
777,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
778,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
779,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
780,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
781,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
782,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
783,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
785,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
787,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
788,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
789,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
790,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
791,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
792,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
793,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
794,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
795,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
796,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
797,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
798,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
799,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
800,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
802,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
804,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
805,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
806,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
809,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
811,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
812,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
813,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
814,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
817,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
819,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
820,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
821,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
822,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
824,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
825,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
827,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
828,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
829,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
830,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
831,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
832,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
833,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
839,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
840,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
841,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
843,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
845,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
848,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
850,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
851,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
852,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
853,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
854,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
855,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
856,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
857,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
858,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
859,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
860,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
861,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
862,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
863,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
864,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
865,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
866,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
867,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
868,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
869,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
870,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
873,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
875,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
876,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
878,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
879,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
880,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
881,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
882,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
883,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
885,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
886,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
887,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
888,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
889,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
890,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
893,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
894,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
895,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
896,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
897,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
898,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
899,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
900,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
901,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
902,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
903,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
904,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
905,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
906,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
908,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
909,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
910,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
911,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
912,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
913,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
914,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
916,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
917,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
918,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
919,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
920,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
922,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
924,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
926,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
928,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
931,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
932,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
933,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
935,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
936,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
943,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
944,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
945,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
948,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
949,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
950,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
951,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
952,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
953,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
954,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
955,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
956,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
957,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
958,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
959,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
960,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
961,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
962,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
963,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
964,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
965,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
966,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
967,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
969,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
970,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
971,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
972,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
973,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
974,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
975,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
976,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
977,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
981,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
982,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
984,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
985,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
986,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
987,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
988,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
989,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
990,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
991,Bareland,Water,Water,Water,Water,NULL,NULL,Water
992,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
993,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
994,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
996,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
997,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
998,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
999,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1000,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1005,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1006,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
