Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVM_M_R
28608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
28609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
28610,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
28611,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
28612,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
28613,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
28614,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
28615,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
28616,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
28617,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
28618,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
28619,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
28620,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
28621,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
28622,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
28623,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
28624,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
28625,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
28626,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
28627,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
28628,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
28629,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
28630,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
28631,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
28632,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
28633,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
28634,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
28635,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
28636,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
28637,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
28638,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
28639,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
28640,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
28641,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
28642,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
28643,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
28644,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
28645,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
28646,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
28647,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
28648,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28649,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
28650,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
28651,Forest,Forest,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
28652,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
28653,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
28654,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
28655,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
28656,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
28657,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
28658,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
28659,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
28660,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
28661,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
28662,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
28663,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Water
28664,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
28665,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
28666,Forest,Forest,NULL,Water,Non_Wetland,NULL,Bareland,Forest
28667,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
28668,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Wetland
28669,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
28670,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
28671,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
28672,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
28673,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
28674,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
28675,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
28676,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
28677,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
28678,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
28679,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
28680,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Water
28681,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Grassland
28682,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Wetland
28683,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
28684,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
28685,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
28686,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
28687,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
28688,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
28689,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
28690,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
28691,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
28692,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
28693,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
28694,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
28695,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
28696,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
28697,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
28698,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
28699,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
28700,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
28701,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
28702,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
28703,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
28704,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
28705,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
28706,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
28707,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
28708,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
28709,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
28710,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
28711,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
28712,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
28713,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
28714,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
28715,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
28716,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
28717,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
28718,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
28719,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
28720,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
28721,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
28722,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28723,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28724,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
28725,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
28726,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28727,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
28728,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28729,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28730,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
28731,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
28732,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
28733,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
28734,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
28735,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
28736,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
28737,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
28738,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
28739,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
28740,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
28741,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
28742,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
28743,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
28744,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
28745,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
28746,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
28747,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
28748,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
28749,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
28750,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28751,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28752,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
28753,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
28754,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
28755,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
28756,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
28757,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
28758,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
28759,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
28760,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
28761,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
28762,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
28763,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
28764,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
28765,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
28766,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
28767,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
28768,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
28769,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
28770,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
28771,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
28772,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
28773,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
28774,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
28775,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
28776,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
28777,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
28778,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
28779,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
28780,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
28781,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
28782,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
28783,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
28784,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
28785,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
28786,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
28787,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
28788,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
28789,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
28790,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
28791,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
28792,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
28793,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
28794,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
28795,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
28796,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
28797,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
28798,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
28799,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
28800,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
28801,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
28802,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
28803,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
28804,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
28805,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
28806,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
28807,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
28808,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
28809,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
28810,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
28811,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
28812,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
28813,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
28814,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
28815,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
28816,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
28817,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
28818,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
28819,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
28820,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
28821,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
28822,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
28823,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
28824,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
28825,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
28826,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
28827,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
28828,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
28829,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
28830,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
28831,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
28832,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
28833,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
28834,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
28835,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
28836,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
28837,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
28838,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
28839,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
28840,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
28841,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
28842,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
28843,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
28844,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28845,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
28846,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
28847,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Cropland
28848,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
28849,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
28850,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
28851,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
28852,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
28853,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
28854,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
28855,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
28856,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
28857,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
28858,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
28859,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
28860,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
28861,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
28862,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
28863,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
28864,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
28865,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
28866,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Water
28867,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
28868,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
28869,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
28870,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
28871,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
28872,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
28873,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
28874,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
28875,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
28876,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
28877,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
28878,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
28879,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
28880,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
28881,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
28882,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
28883,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
28884,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
28885,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
28886,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
28887,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
28888,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
28889,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
28890,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
28891,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
28892,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
28893,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
28894,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
28895,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28896,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28897,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
28898,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
28899,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
28900,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28901,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
28902,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28903,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28904,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
28905,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
28906,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
28907,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
28908,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
28909,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
28910,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
28911,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
28912,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
28913,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
28914,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
28915,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
28916,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
28917,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
28918,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
28919,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
28920,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28921,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28922,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
28923,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
28924,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
28925,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
28926,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
28927,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
28928,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
