Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKC_M_R
2936,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
2937,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2938,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
2939,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
2940,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
2941,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
2942,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
2943,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
2944,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
2945,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
2946,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
2947,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
2948,Wetland,Wetland,Water,Water,Water,Water,Water,Water
2949,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
2950,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2951,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2952,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2953,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2954,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2955,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2956,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2957,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2958,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2959,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2960,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2961,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2962,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2963,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2964,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2965,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2966,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2967,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2968,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2969,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2970,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2971,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2972,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2973,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2974,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2975,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2976,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2977,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2978,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2979,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2980,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2981,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
2982,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
2983,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2984,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2985,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2986,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
2987,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
2988,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
2989,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
2990,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
2991,Wetland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Forest
2992,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2993,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
2994,Wetland,Bareland,Water,Water,Water,Water,Water,Water
2995,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2996,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2997,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2998,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2999,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3000,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3001,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3002,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3003,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3004,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3005,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3006,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3007,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3008,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3009,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3010,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3011,Wetland,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3012,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3013,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3014,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3015,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3016,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3017,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3018,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3019,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3020,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3021,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3022,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
3023,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3024,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3025,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3026,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3027,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3028,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3029,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3030,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3031,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3032,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3033,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3034,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3035,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3036,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3037,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3038,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3039,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3040,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3041,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3042,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3043,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3044,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3045,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Water
3046,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3047,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3048,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
3049,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3050,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3051,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3052,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
3053,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3054,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3055,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3056,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3057,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3058,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3059,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3060,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3061,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3062,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3063,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3064,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3065,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3066,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3067,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3068,Wetland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3069,Wetland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3070,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3071,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
3072,Wetland,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3073,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3074,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3075,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Water
3076,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
3077,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
3078,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
3079,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
3080,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
3081,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
3082,Wetland,Water,Water,Water,Water,Wetland,Water,Water
3083,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
3084,Wetland,Water,Water,Water,Water,Water,Water,Grassland
3085,Wetland,Water,Water,Water,Water,Water,Water,Wetland
3086,Wetland,Water,Water,Water,Water,Water,Water,Water
3087,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3088,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3089,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3090,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3091,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3092,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3093,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3094,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3095,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
3096,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3097,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3098,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3099,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3100,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3101,Wetland,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3102,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3103,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3104,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3105,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3106,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3107,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3108,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3109,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3110,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3111,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3112,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3113,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3114,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3115,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3116,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3117,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3118,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3119,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3120,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3121,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3122,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3123,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3124,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3125,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3126,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3127,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3128,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3129,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3130,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3131,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3132,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3133,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3134,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3135,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
3136,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3137,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3138,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3139,Wetland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3140,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3141,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3142,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3143,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3144,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3145,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3146,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3147,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3148,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3149,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
3150,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3151,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3152,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
3153,Wetland,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3154,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3155,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3156,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
3157,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
3158,Wetland,Forest,Water,Water,Water,Water,Wetland,Wetland
3159,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
3160,Wetland,Forest,Water,Water,Water,Water,Water,Water
3161,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3162,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3163,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3164,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3165,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3166,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3167,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3168,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3169,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3170,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3171,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3172,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3173,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3174,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3175,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3176,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3177,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3178,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3179,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3180,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3181,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3182,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
3183,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3184,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3185,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3186,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
3187,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3188,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
3189,Bareland,NULL,Water,Water,Water,Wetland,Water,Grassland
3190,Bareland,NULL,Water,Water,Water,Water,Water,Water
3191,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3192,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3193,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3194,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3195,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3196,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3197,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3198,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3199,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3200,Bareland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
3201,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
3202,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
3203,Bareland,Wetland,Water,Water,Water,Water,Water,Water
3204,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3205,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3206,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3207,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
3208,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3209,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
3210,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
3211,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3212,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3213,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3214,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
3215,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
3216,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3217,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3218,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
3219,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
3220,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3221,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3222,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
3223,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3224,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3225,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
3226,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
3227,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
3228,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
3229,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
3230,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
3231,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
3232,Bareland,Bareland,Water,Water,Water,Water,Water,Water
3233,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3234,Bareland,Built-up,Wetland,Water,Wetland,Water,Water,Water
3235,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3236,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3237,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3238,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3239,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
3240,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3241,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3242,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3243,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3244,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3245,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3246,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3247,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
3248,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3249,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
3250,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
3251,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
3252,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
3253,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3254,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3255,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3256,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3257,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
3258,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3259,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
3260,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
3261,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
3262,Bareland,Water,Water,Water,Water,Water,Water,Grassland
3263,Bareland,Water,Water,Water,Water,Water,Water,Water
3264,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
3265,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3266,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3267,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3268,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3269,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3270,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3271,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3272,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3273,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3274,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3275,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3276,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3277,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3278,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3279,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3280,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
3281,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3282,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3283,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
3284,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3285,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3286,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3287,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
