Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWA_M_R
37703,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
37704,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
37705,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
37706,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
37707,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
37708,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
37709,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
37710,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Built-up
37711,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
37712,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
37713,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
37714,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
37715,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
37716,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
37717,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
37718,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
37719,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
37720,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
37721,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
37722,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
37723,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
37724,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Water
37725,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
37726,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
37727,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
37728,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
37729,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
37730,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
37731,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
37732,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
37733,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
37734,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
37735,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
37736,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
37737,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
37738,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
37739,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
37740,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
37741,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
37742,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
37743,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Wetland
37744,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
37745,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
37746,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Water
37747,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
37748,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
37749,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
37750,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
37751,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Wetland
37752,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
37753,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Water
37754,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
37755,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,NULL
37756,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Grassland
37757,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Built-up
37758,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
37759,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
37760,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
37761,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
37762,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
37763,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
37764,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
37765,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Water
37766,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
37767,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
37768,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
37769,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
37770,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Built-up
37771,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
37772,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
37773,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Built-up
37774,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
37775,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
37776,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
37777,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
37778,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
37779,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
37780,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
37781,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
37782,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
37783,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
37784,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
37785,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
37786,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
37787,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
37788,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
37789,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
37790,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Forest
37791,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
37792,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
37793,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
37794,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
37795,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
37796,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
37797,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
37798,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
37799,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
37800,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
37801,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,NULL
37802,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
37803,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,Wetland
37804,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
37805,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,NULL
37806,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Grassland
37807,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Water
37808,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
37809,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
37810,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Water
37811,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
37812,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
37813,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
37814,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Cropland
37815,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
37816,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
37817,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Grassland
37818,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,Built-up,Grassland
37819,Forest,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
37820,Forest,Built-up,Forest,Water,Non_Wetland,Water,Forest,Cropland
37821,Forest,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Grassland
37822,Forest,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Forest
37823,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
37824,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
37825,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Bareland,Grassland
37826,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Bareland,Forest
37827,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Built-up,Grassland
37828,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Built-up,Cropland
37829,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Built-up,Forest
37830,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Water,Cropland
37831,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Forest,Grassland
37832,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Forest,Cropland
37833,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Forest,Forest
37834,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
37835,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
37836,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
37837,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
37838,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
37839,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
37840,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
37841,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
37842,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
37843,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
37844,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
37845,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Water
37846,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
37847,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
37848,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
37849,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
37850,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
37851,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
37852,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
37853,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
37854,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
37855,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
37856,Forest,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
37857,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
37858,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
37859,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
37860,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
37861,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
37862,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
37863,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
37864,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
37865,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
37866,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
37867,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
37868,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
37869,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
37870,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
37871,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
37872,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
37873,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
37874,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
37875,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
37876,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
37877,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
37878,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
37879,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Water
37880,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
37881,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
37882,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
37883,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
37884,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
37885,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
37886,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
37887,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
37888,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
37889,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
37890,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
37891,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
37892,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
37893,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
37894,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
37895,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
37896,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
37897,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
37898,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
37899,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
37900,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
37901,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
37902,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
37903,Forest,Water,NULL,Non_Water,Non_Wetland,Cropland,NULL,Bareland
37904,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
37905,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
37906,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
37907,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
37908,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
37909,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
37910,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
37911,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
37912,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
37913,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
37914,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
37915,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
37916,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
37917,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
37918,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
37919,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
37920,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
37921,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
37922,Forest,Water,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
37923,Forest,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
37924,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
37925,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
37926,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
37927,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
37928,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
37929,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
37930,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
37931,Forest,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Bareland
37932,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
37933,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
37934,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Grassland
37935,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
37936,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
37937,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
37938,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Wetland
37939,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
37940,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
37941,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Grassland
37942,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Cropland
37943,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
37944,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
37945,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
37946,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
37947,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
37948,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
37949,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
37950,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
37951,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
37952,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
37953,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
37954,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
37955,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
37956,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
37957,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
37958,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
37959,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
37960,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
37961,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
37962,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
37963,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
37964,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
37965,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
37966,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
37967,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
37968,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
37969,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
37970,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
37971,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
37972,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
37973,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
37974,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
37975,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
37976,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
37977,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
37978,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
37979,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
37980,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
37981,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
37982,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
37983,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
37984,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
37985,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
37986,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
37987,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
37988,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
37989,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
37990,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
37991,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
37992,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
37993,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
37994,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
37995,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Water
37996,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
37997,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
37998,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
37999,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
38000,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
38001,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
38002,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
38003,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
38004,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
38005,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
38006,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
38007,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
38008,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
38009,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
38010,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
38011,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
38012,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
38013,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
38014,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
38015,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
38016,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
38017,Forest,Water,Grassland,Water,Non_Wetland,Shrubland,Bareland,Grassland
38018,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
38019,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
38020,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
38021,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
38022,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
38023,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
38024,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
38025,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
38026,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
38027,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
38028,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
38029,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
38030,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
38031,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
38032,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
38033,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
38034,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
