Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R
19124,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
19125,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19126,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
19127,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
19128,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19129,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19130,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
19131,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
19132,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
19133,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
19134,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
19135,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
19136,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
19137,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
19138,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19139,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
19140,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
19141,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
19142,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
19143,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
19144,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
19145,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
19146,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
19147,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
19148,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
19149,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
19150,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19151,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
19152,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
19153,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
19154,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
19155,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
19156,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19157,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
19158,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19159,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19160,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19161,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19162,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19163,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
19164,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
19165,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
19166,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
19167,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19168,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
19169,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
19170,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
19171,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19172,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
19173,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19174,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19175,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
19176,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
19177,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19178,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
19179,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
19180,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
19181,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
19182,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
19184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19191,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19192,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19193,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19194,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19195,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19196,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19197,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
19199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
19204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19205,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
19206,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19207,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19210,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19211,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19212,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19213,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19214,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19215,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19216,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19217,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
19218,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19219,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
19220,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19221,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19222,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19224,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19225,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19226,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
19227,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19228,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
19229,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
19230,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
19231,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
19232,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19233,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19234,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
19235,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19236,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19237,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
19238,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19239,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
19240,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
19241,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
19242,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19243,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19244,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19245,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
19246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
19247,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
19248,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19249,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19250,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
19251,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19252,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
19253,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
19254,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19255,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19256,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
19257,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19258,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19259,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19260,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19261,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19262,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19263,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19264,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19265,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19266,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19267,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19268,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19269,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19270,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19271,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19272,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19273,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19274,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19275,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
19276,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19277,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19278,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
19279,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19280,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19281,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19282,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19283,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19284,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19285,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19286,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19287,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19288,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19289,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19290,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19291,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19292,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19293,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19294,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19295,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19296,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19297,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
19298,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
19299,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
19300,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19301,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19302,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19303,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19304,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19305,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19306,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19307,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19308,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19309,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19310,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19311,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19312,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19313,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19314,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19315,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19316,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
19317,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19318,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19319,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19320,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
19321,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19322,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19323,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19324,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19325,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
19326,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19327,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19328,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
19329,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
19330,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19331,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
19332,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19333,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19334,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19335,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
19336,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19337,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19338,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19339,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
19340,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19341,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
19342,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
19343,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19344,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
19345,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
19346,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
19347,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
19348,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19349,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19350,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
19351,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19352,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19353,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
19354,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19355,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
19356,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
19357,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
19358,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
19359,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
19360,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19361,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19362,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19363,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
19364,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
19365,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
19366,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
19367,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Water
19368,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
19369,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
19370,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Built-up
19371,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
19372,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19373,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19374,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
19375,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
19376,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19377,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
19378,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19379,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19380,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19381,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19382,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
19383,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
19384,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
19385,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
19386,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19387,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19388,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19389,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19390,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19391,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
19392,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19393,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
19394,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
19395,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
19396,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19397,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19398,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19399,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19400,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19401,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19402,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19403,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
19404,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
19405,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19406,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
19407,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
19408,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Forest
19409,Forest,Built-up,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
19410,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
19411,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
19412,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
19413,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
19414,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
19415,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
19416,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
19417,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
19418,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
19419,Forest,Built-up,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
19420,Forest,Built-up,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
19421,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
19422,Forest,Built-up,Wetland,Water,Wetland,Cropland,Bareland,Grassland
19423,Forest,Built-up,Wetland,Water,Wetland,Cropland,Water,NULL
19424,Forest,Built-up,Wetland,Water,Wetland,Cropland,Water,Grassland
19425,Forest,Built-up,Wetland,Water,Wetland,Bareland,Shrubland,Forest
19426,Forest,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
19427,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Forest
19428,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
19429,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
19430,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
19431,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
19432,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19433,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
19434,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
19435,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
19436,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
19437,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
