Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRN_M_R
666,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
667,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
668,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
669,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
670,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
671,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
672,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
673,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
674,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
675,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
676,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
677,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
678,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
679,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
680,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
681,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
682,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
683,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
684,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
685,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
686,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
687,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
688,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
689,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
690,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
691,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
692,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
693,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
694,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
695,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
696,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
697,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
698,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
699,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
700,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
701,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
702,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
703,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
704,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
705,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
706,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
707,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
708,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
709,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
710,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
711,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
712,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
713,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
714,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
715,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
716,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
717,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
718,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
719,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
720,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
721,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
722,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
723,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
724,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
725,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
726,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
727,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
728,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
729,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
730,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
731,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
732,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
733,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
734,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
735,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
736,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
737,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
738,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
739,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
740,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
741,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
742,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
743,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
744,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
745,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
746,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
747,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
748,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
749,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
750,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
751,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
752,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
753,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
754,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
755,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
756,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
757,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
758,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
759,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
760,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
761,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
762,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
763,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
764,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
765,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
766,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
767,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
768,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
769,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
770,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
771,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
772,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
773,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
774,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
775,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
776,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
777,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
778,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
779,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
780,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
781,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
782,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
783,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
784,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
785,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
786,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
787,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
788,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
789,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
790,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
791,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
792,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
793,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
794,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
795,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
796,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
797,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
798,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
799,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
800,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
801,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
802,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
803,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
804,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
805,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
806,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
807,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
808,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
809,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
810,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
811,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
812,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
813,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
814,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
815,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
816,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
817,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
818,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
819,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
820,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
821,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
822,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
823,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
824,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
825,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
826,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
827,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
828,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
829,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
830,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
831,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
832,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
833,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
834,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
835,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
836,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
837,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
838,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
839,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
840,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
841,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
842,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
843,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
844,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
845,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
846,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
847,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
848,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
849,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
850,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
851,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
857,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
858,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
859,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
860,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
861,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
862,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
863,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
864,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
865,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
866,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
867,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
868,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
869,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
870,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
871,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
872,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
873,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
874,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
875,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
876,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
877,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
878,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
879,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
880,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
881,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
882,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
883,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
884,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
885,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
886,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
887,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
888,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
889,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
890,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
891,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
892,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
893,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
894,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
895,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
896,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
897,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
898,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
899,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
900,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
901,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
902,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
903,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
904,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
905,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
906,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
907,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
908,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
909,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
910,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
911,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
912,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
913,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
914,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
915,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
916,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
917,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
918,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
919,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
920,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
921,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
922,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
923,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
924,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
925,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
926,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
927,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
928,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
929,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
930,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
931,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
932,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
933,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
934,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
935,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
936,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
937,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
938,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
939,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
940,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
941,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
942,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
943,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
944,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
945,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
946,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
947,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
948,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
949,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
950,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
951,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
952,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
953,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
954,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
955,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
956,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
957,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Bareland
958,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
959,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
960,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
961,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
962,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
963,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
964,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
965,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
966,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
967,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
968,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
969,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
970,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
971,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
972,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
973,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
974,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
975,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
976,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
977,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
978,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
979,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
980,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
981,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
982,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
983,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
984,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
985,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
986,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
987,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
988,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
989,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
990,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
991,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
992,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
993,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
994,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
995,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
996,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
997,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
998,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
999,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1000,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1001,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1002,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1003,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1004,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1005,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1006,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1007,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1008,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1009,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1010,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1011,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1012,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1013,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1014,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1015,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1016,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1017,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
