Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRS_M_R
905,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
906,Water,Water,Bareland,Water,Non_Wetland,Grassland
907,Water,Water,Bareland,Water,Non_Wetland,Bareland
908,Water,Water,Bareland,Water,Non_Wetland,Water
909,Water,Water,Bareland,Water,Non_Wetland,Forest
910,Water,Water,Built-up,NULL,Non_Wetland,Grassland
911,Water,Water,Built-up,NULL,Non_Wetland,Built-up
912,Water,Water,Built-up,Water,Non_Wetland,Grassland
913,Water,Water,Water,NULL,Water,Grassland
914,Water,Water,Water,NULL,Water,Bareland
915,Water,Water,Water,NULL,Water,Water
916,Water,Water,Water,NULL,Water,Forest
917,Water,Water,Water,Non_Water,Water,Grassland
918,Water,Water,Water,Non_Water,Water,Bareland
919,Water,Water,Water,Non_Water,Water,Water
920,Water,Water,Water,Non_Water,Water,Forest
921,Water,Water,Water,Water,Water,Grassland
922,Water,Water,Water,Water,Water,Wetland
923,Water,Water,Water,Water,Water,Bareland
924,Water,Water,Water,Water,Water,Water
925,Water,Water,Water,Water,Water,Forest
926,Water,Water,Forest,NULL,Non_Wetland,Grassland
927,Water,Water,Forest,NULL,Non_Wetland,Bareland
928,Water,Water,Forest,NULL,Non_Wetland,Built-up
929,Water,Water,Forest,NULL,Non_Wetland,Water
930,Water,Water,Forest,NULL,Non_Wetland,Forest
931,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
932,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
933,Water,Water,Forest,Non_Water,Non_Wetland,Water
934,Water,Water,Forest,Non_Water,Non_Wetland,Forest
935,Water,Water,Forest,Water,Non_Wetland,Grassland
936,Water,Water,Forest,Water,Non_Wetland,Bareland
937,Water,Water,Forest,Water,Non_Wetland,Water
938,Water,Water,Forest,Water,Non_Wetland,Forest
939,Water,Forest,NULL,NULL,Non_Wetland,NULL
940,Water,Forest,NULL,NULL,Non_Wetland,Grassland
941,Water,Forest,NULL,NULL,Non_Wetland,Bareland
942,Water,Forest,NULL,NULL,Non_Wetland,Forest
943,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
944,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
945,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
946,Water,Forest,Shrubland,NULL,Non_Wetland,Water
947,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
948,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
949,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
950,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
951,Water,Forest,Shrubland,Water,Non_Wetland,Water
952,Water,Forest,Shrubland,Water,Non_Wetland,Forest
953,Water,Forest,Grassland,NULL,Non_Wetland,NULL
954,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
955,Water,Forest,Grassland,NULL,Non_Wetland,Forest
956,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
957,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
958,Water,Forest,Cropland,NULL,Non_Wetland,Water
959,Water,Forest,Cropland,NULL,Non_Wetland,Forest
960,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
961,Water,Forest,Cropland,Water,Non_Wetland,Water
962,Water,Forest,Cropland,Water,Non_Wetland,Forest
963,Water,Forest,Wetland,NULL,Wetland,Grassland
964,Water,Forest,Wetland,NULL,Wetland,Bareland
965,Water,Forest,Wetland,NULL,Wetland,Water
966,Water,Forest,Wetland,NULL,Wetland,Forest
967,Water,Forest,Wetland,Non_Water,Wetland,Grassland
968,Water,Forest,Wetland,Non_Water,Wetland,Water
969,Water,Forest,Wetland,Non_Water,Wetland,Forest
970,Water,Forest,Wetland,Water,Wetland,Grassland
971,Water,Forest,Wetland,Water,Wetland,Water
972,Water,Forest,Wetland,Water,Wetland,Forest
973,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
974,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
975,Water,Forest,Bareland,NULL,Non_Wetland,Water
976,Water,Forest,Bareland,NULL,Non_Wetland,Forest
977,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
978,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
979,Water,Forest,Bareland,Water,Non_Wetland,Water
980,Water,Forest,Bareland,Water,Non_Wetland,Forest
981,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
982,Water,Forest,Water,NULL,Water,Water
983,Water,Forest,Water,NULL,Water,Forest
984,Water,Forest,Water,Non_Water,Water,Water
985,Water,Forest,Water,Non_Water,Water,Forest
986,Water,Forest,Water,Water,Water,Grassland
987,Water,Forest,Water,Water,Water,Water
988,Water,Forest,Water,Water,Water,Forest
989,Water,Forest,Forest,NULL,Non_Wetland,NULL
990,Water,Forest,Forest,NULL,Non_Wetland,Grassland
991,Water,Forest,Forest,NULL,Non_Wetland,Bareland
992,Water,Forest,Forest,NULL,Non_Wetland,Water
993,Water,Forest,Forest,NULL,Non_Wetland,Forest
994,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
995,Water,Forest,Forest,Non_Water,Non_Wetland,Water
996,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
997,Water,Forest,Forest,Water,Non_Wetland,Grassland
998,Water,Forest,Forest,Water,Non_Wetland,Water
999,Water,Forest,Forest,Water,Non_Wetland,Forest
1000,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1001,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1002,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1003,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1004,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1005,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1006,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1007,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1008,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1009,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1010,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1011,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1012,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest
1013,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1014,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1015,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1016,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1017,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1018,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1019,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1020,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1021,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1022,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1024,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1025,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1026,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1027,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1028,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1029,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1030,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1031,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1032,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1033,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1034,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1035,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1036,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1037,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1038,Forest,NULL,Grassland,Water,Non_Wetland,Water
1039,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1040,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1041,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1042,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1043,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1044,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1045,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1046,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1047,Forest,NULL,Cropland,Water,Non_Wetland,Water
1048,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1049,Forest,NULL,Wetland,NULL,Wetland,NULL
1050,Forest,NULL,Wetland,NULL,Wetland,Grassland
1051,Forest,NULL,Wetland,NULL,Wetland,Water
1052,Forest,NULL,Wetland,NULL,Wetland,Forest
1053,Forest,NULL,Wetland,Non_Water,Wetland,Water
1054,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1055,Forest,NULL,Wetland,Water,Wetland,Grassland
1056,Forest,NULL,Wetland,Water,Wetland,Water
1057,Forest,NULL,Wetland,Water,Wetland,Forest
1058,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1059,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1060,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1061,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1062,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1063,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1064,Forest,NULL,Bareland,Water,Non_Wetland,Water
1065,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1066,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1067,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1068,Forest,NULL,Water,NULL,Water,Grassland
1069,Forest,NULL,Water,NULL,Water,Bareland
1070,Forest,NULL,Water,NULL,Water,Water
1071,Forest,NULL,Water,NULL,Water,Forest
1072,Forest,NULL,Water,Non_Water,Water,Grassland
1073,Forest,NULL,Water,Non_Water,Water,Bareland
1074,Forest,NULL,Water,Non_Water,Water,Water
1075,Forest,NULL,Water,Non_Water,Water,Forest
1076,Forest,NULL,Water,Water,Water,Grassland
1077,Forest,NULL,Water,Water,Water,Bareland
1078,Forest,NULL,Water,Water,Water,Water
1079,Forest,NULL,Water,Water,Water,Forest
1080,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1081,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1082,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1083,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1084,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1085,Forest,NULL,Forest,NULL,Non_Wetland,Water
1086,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1087,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1088,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1089,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1090,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1091,Forest,NULL,Forest,Water,Non_Wetland,Water
1092,Forest,NULL,Forest,Water,Non_Wetland,Forest
1093,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1094,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1095,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1096,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1097,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1098,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1099,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1100,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1101,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1102,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1103,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1104,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1105,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1106,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1107,Forest,Wetland,Wetland,NULL,Wetland,Forest
1108,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1109,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1110,Forest,Wetland,Water,NULL,Water,Water
1111,Forest,Wetland,Water,Non_Water,Water,Forest
1112,Forest,Wetland,Water,Water,Water,Bareland
1113,Forest,Wetland,Water,Water,Water,Water
1114,Forest,Wetland,Water,Water,Water,Forest
1115,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1116,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1117,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1118,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1119,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1120,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1121,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1122,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1123,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1124,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1125,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
1126,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1127,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water
1128,Forest,Bareland,Wetland,Non_Water,Wetland,Water
1129,Forest,Bareland,Wetland,Water,Wetland,Water
1130,Forest,Bareland,Wetland,Water,Wetland,Forest
1131,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1132,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1133,Forest,Bareland,Bareland,Water,Non_Wetland,Forest
1134,Forest,Bareland,Built-up,Water,Non_Wetland,Grassland
1135,Forest,Bareland,Water,NULL,Water,Water
1136,Forest,Bareland,Water,Non_Water,Water,Water
1137,Forest,Bareland,Water,Non_Water,Water,Forest
1138,Forest,Bareland,Water,Water,Water,Water
1139,Forest,Bareland,Water,Water,Water,Forest
1140,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1141,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1142,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1143,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1144,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
1145,Forest,Bareland,Forest,Water,Non_Wetland,Water
1146,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1150,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1151,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1152,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1153,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1154,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1155,Forest,Built-up,Wetland,NULL,Wetland,Forest
1156,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1157,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1158,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1159,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1160,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1161,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1162,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water
1163,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1164,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1165,Forest,Water,NULL,NULL,Non_Wetland,Forest
1166,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1167,Forest,Water,NULL,Water,Non_Wetland,Water
1168,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1169,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1170,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1171,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1172,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1173,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1174,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1175,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1176,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1177,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1178,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1179,Forest,Water,Shrubland,Water,Non_Wetland,Water
1180,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1181,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1182,Forest,Water,Grassland,NULL,Non_Wetland,Water
1183,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1184,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1185,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1186,Forest,Water,Grassland,Water,Non_Wetland,Water
1187,Forest,Water,Grassland,Water,Non_Wetland,Forest
1188,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1189,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1190,Forest,Water,Cropland,NULL,Non_Wetland,Water
1191,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1192,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1193,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1194,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1195,Forest,Water,Cropland,Water,Non_Wetland,Water
1196,Forest,Water,Cropland,Water,Non_Wetland,Forest
1197,Forest,Water,Wetland,NULL,Wetland,Grassland
1198,Forest,Water,Wetland,NULL,Wetland,Water
1199,Forest,Water,Wetland,NULL,Wetland,Forest
1200,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1201,Forest,Water,Wetland,Non_Water,Wetland,Bareland
1202,Forest,Water,Wetland,Non_Water,Wetland,Water
1203,Forest,Water,Wetland,Non_Water,Wetland,Forest
1204,Forest,Water,Wetland,Water,Wetland,Grassland
1205,Forest,Water,Wetland,Water,Wetland,Bareland
1206,Forest,Water,Wetland,Water,Wetland,Water
1207,Forest,Water,Wetland,Water,Wetland,Forest
1208,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1209,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1210,Forest,Water,Bareland,NULL,Non_Wetland,Water
1211,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1212,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1213,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1214,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1215,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1216,Forest,Water,Bareland,Water,Non_Wetland,Water
1217,Forest,Water,Bareland,Water,Non_Wetland,Forest
1218,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1219,Forest,Water,Water,NULL,Water,Grassland
1220,Forest,Water,Water,NULL,Water,Bareland
1221,Forest,Water,Water,NULL,Water,Water
1222,Forest,Water,Water,NULL,Water,Forest
1223,Forest,Water,Water,Non_Water,Water,Grassland
1224,Forest,Water,Water,Non_Water,Water,Bareland
1225,Forest,Water,Water,Non_Water,Water,Water
1226,Forest,Water,Water,Non_Water,Water,Forest
1227,Forest,Water,Water,Water,Water,Grassland
1228,Forest,Water,Water,Water,Water,Bareland
1229,Forest,Water,Water,Water,Water,Water
1230,Forest,Water,Water,Water,Water,Forest
1231,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1232,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1233,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1234,Forest,Water,Forest,NULL,Non_Wetland,Water
1235,Forest,Water,Forest,NULL,Non_Wetland,Forest
1236,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1237,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1238,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1239,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1240,Forest,Water,Forest,Water,Non_Wetland,Grassland
1241,Forest,Water,Forest,Water,Non_Wetland,Bareland
1242,Forest,Water,Forest,Water,Non_Wetland,Water
1243,Forest,Water,Forest,Water,Non_Wetland,Forest
1244,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1245,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1246,Forest,Forest,NULL,NULL,Non_Wetland,Water
1247,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1248,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1249,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1250,Forest,Forest,NULL,Water,Non_Wetland,Water
1251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1252,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1253,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1254,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1255,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1256,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1257,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1258,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1259,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1260,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1261,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1262,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1263,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1264,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1265,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1266,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1267,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1268,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1269,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1270,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1271,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1272,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1273,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1274,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1275,Forest,Forest,Grassland,Water,Non_Wetland,Water
1276,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1277,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1278,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1279,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1280,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1281,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1282,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1283,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1284,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1285,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1286,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1287,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1288,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1289,Forest,Forest,Cropland,Water,Non_Wetland,Water
1290,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1291,Forest,Forest,Wetland,NULL,Wetland,Grassland
1292,Forest,Forest,Wetland,NULL,Wetland,Water
1293,Forest,Forest,Wetland,NULL,Wetland,Forest
1294,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1295,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1296,Forest,Forest,Wetland,Non_Water,Wetland,Water
1297,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1298,Forest,Forest,Wetland,Water,Wetland,Grassland
1299,Forest,Forest,Wetland,Water,Wetland,Water
1300,Forest,Forest,Wetland,Water,Wetland,Forest
1301,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1302,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1303,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1304,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1305,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1306,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1307,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1308,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1309,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1310,Forest,Forest,Bareland,Water,Non_Wetland,Water
1311,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1312,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1313,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1314,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1315,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1316,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1317,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1318,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1319,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
1320,Forest,Forest,Water,NULL,Water,Grassland
1321,Forest,Forest,Water,NULL,Water,Bareland
1322,Forest,Forest,Water,NULL,Water,Water
1323,Forest,Forest,Water,NULL,Water,Forest
1324,Forest,Forest,Water,Non_Water,Water,Grassland
1325,Forest,Forest,Water,Non_Water,Water,Bareland
1326,Forest,Forest,Water,Non_Water,Water,Water
1327,Forest,Forest,Water,Non_Water,Water,Forest
1328,Forest,Forest,Water,Water,Water,NULL
1329,Forest,Forest,Water,Water,Water,Grassland
1330,Forest,Forest,Water,Water,Water,Bareland
1331,Forest,Forest,Water,Water,Water,Water
1332,Forest,Forest,Water,Water,Water,Forest
1333,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1334,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1335,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1336,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1337,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1338,Forest,Forest,Forest,NULL,Non_Wetland,Water
1339,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1340,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1341,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1342,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1343,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1344,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1345,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1346,Forest,Forest,Forest,Water,Non_Wetland,Water
1347,Forest,Forest,Forest,Water,Non_Wetland,Forest
