Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQJ_M_R
15649,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
15650,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,NULL,Bareland
15651,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
15652,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15653,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
15654,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
15655,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
15656,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
15657,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
15658,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
15659,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
15660,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
15661,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
15662,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
15663,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
15664,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15665,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
15666,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
15667,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
15668,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
15669,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
15670,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15671,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
15672,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
15673,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
15674,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
15675,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
15676,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
15677,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
15678,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
15679,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
15680,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
15681,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
15682,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
15683,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
15684,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
15685,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
15686,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
15687,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
15688,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
15689,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
15690,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15691,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
15692,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
15693,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
15694,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
15695,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
15696,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
15697,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,NULL,Water
15698,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
15699,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
15700,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
15701,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
15702,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
15703,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
15704,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
15705,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
15706,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,NULL,Water
15707,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
15708,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
15709,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Water
15710,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
15711,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Wetland
15712,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
15713,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
15714,Bareland,Bareland,Water,NULL,Water,Grassland,Grassland,Bareland
15715,Bareland,Bareland,Water,NULL,Water,Grassland,Bareland,Bareland
15716,Bareland,Bareland,Water,NULL,Water,Cropland,Grassland,Grassland
15717,Bareland,Bareland,Water,NULL,Water,Cropland,Grassland,Bareland
15718,Bareland,Bareland,Water,NULL,Water,Cropland,Bareland,Bareland
15719,Bareland,Bareland,Water,NULL,Water,Bareland,NULL,Grassland
15720,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
15721,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
15722,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
15723,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Grassland
15724,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
15725,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Grassland
15726,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Bareland
15727,Bareland,Bareland,Water,NULL,Water,Built-up,Bareland,Bareland
15728,Bareland,Bareland,Water,NULL,Water,Built-up,Built-up,Grassland
15729,Bareland,Bareland,Water,NULL,Water,Built-up,Built-up,Bareland
15730,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Grassland
15731,Bareland,Bareland,Water,NULL,Water,Water,Grassland,Water
15732,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
15733,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Forest
15734,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Bareland
15735,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
15736,Bareland,Bareland,Water,NULL,Water,Water,Water,Wetland
15737,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
15738,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
15739,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
15740,Bareland,Bareland,Water,Non_Water,Water,Grassland,Wetland,Forest
15741,Bareland,Bareland,Water,Non_Water,Water,Cropland,Water,Forest
15742,Bareland,Bareland,Water,Non_Water,Water,Wetland,Water,Forest
15743,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
15744,Bareland,Bareland,Water,Non_Water,Water,Water,Grassland,Water
15745,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
15746,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Forest
15747,Bareland,Bareland,Water,Non_Water,Water,Water,Bareland,Bareland
15748,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
15749,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
15750,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
15751,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
15752,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
15753,Bareland,Bareland,Water,Non_Water,Water,Forest,Wetland,Forest
15754,Bareland,Bareland,Water,Water,Water,NULL,Water,Forest
15755,Bareland,Bareland,Water,Water,Water,Grassland,Wetland,Grassland
15756,Bareland,Bareland,Water,Water,Water,Grassland,Wetland,Forest
15757,Bareland,Bareland,Water,Water,Water,Grassland,Water,Grassland
15758,Bareland,Bareland,Water,Water,Water,Grassland,Water,Wetland
15759,Bareland,Bareland,Water,Water,Water,Grassland,Water,Bareland
15760,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
15761,Bareland,Bareland,Water,Water,Water,Grassland,Water,Forest
15762,Bareland,Bareland,Water,Water,Water,Cropland,Wetland,Grassland
15763,Bareland,Bareland,Water,Water,Water,Cropland,Water,Water
15764,Bareland,Bareland,Water,Water,Water,Wetland,Grassland,Wetland
15765,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Grassland
15766,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Wetland
15767,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Forest
15768,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
15769,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
15770,Bareland,Bareland,Water,Water,Water,Wetland,Water,Forest
15771,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Grassland
15772,Bareland,Bareland,Water,Water,Water,Bareland,Grassland,Bareland
15773,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Grassland
15774,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Wetland
15775,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Bareland
15776,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
15777,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
15778,Bareland,Bareland,Water,Water,Water,Bareland,Water,Wetland
15779,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
15780,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
15781,Bareland,Bareland,Water,Water,Water,Water,NULL,Bareland
15782,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
15783,Bareland,Bareland,Water,Water,Water,Water,Grassland,Grassland
15784,Bareland,Bareland,Water,Water,Water,Water,Grassland,Bareland
15785,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
15786,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
15787,Bareland,Bareland,Water,Water,Water,Water,Wetland,Wetland
15788,Bareland,Bareland,Water,Water,Water,Water,Wetland,Bareland
15789,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
15790,Bareland,Bareland,Water,Water,Water,Water,Wetland,Forest
15791,Bareland,Bareland,Water,Water,Water,Water,Bareland,Grassland
15792,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
15793,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
15794,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
15795,Bareland,Bareland,Water,Water,Water,Water,Water,Water
15796,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
15797,Bareland,Bareland,Water,Water,Water,Forest,Water,Forest
15798,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15799,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15800,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
15801,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland,Water,Forest
15802,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
15803,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
15804,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
15805,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
15806,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
15807,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
15808,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
15809,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
15810,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
15811,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
15812,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
15813,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
15814,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
15815,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
15816,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
15817,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
15818,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
15819,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
15820,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15821,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
15822,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15823,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
15824,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
15825,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
15826,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
15827,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15828,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
15829,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
15830,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
15831,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
15832,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland,Wetland,Cropland
15833,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland,Water,Forest
15834,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
15835,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
15836,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
15837,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
15838,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Forest
15839,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Wetland
15840,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Bareland
15841,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
15842,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Forest
15843,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Forest
15844,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15845,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
15846,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15847,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15848,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15849,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15850,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
15851,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
15852,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
15853,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15854,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
15855,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
15856,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15857,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
15858,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
15859,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
15860,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
15861,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15862,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
15863,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
15864,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
15865,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15866,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
15867,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
15868,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
15869,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
15870,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
15871,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15872,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
15873,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15874,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
15875,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15876,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15877,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
15878,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
15879,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
15880,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15881,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
15882,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
15883,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15884,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
15885,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15886,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15887,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15888,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
15889,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
15891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
15893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15897,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
15898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15899,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
15900,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15901,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15902,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
15903,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
15904,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
15905,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
15906,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
15907,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15908,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15909,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15910,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15911,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
15912,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
15913,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
15914,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
15915,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
15916,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
15917,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
15918,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
15919,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15920,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
15921,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15922,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
15923,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
15924,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
15925,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15926,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
15927,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15928,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15929,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15930,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
15931,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
15932,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15933,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
15934,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
15935,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
15936,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
15937,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15938,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
15939,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15940,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
15941,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
15942,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
15943,Bareland,Built-up,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
15944,Bareland,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
15945,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
15946,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
15947,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
15948,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
15949,Bareland,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
15950,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
15951,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Wetland
15952,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
15953,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15954,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
15955,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
15956,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
15957,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15958,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15959,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15960,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
15961,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15962,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
15963,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15964,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
15965,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15966,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
15967,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15968,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
15969,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
15970,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
15971,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
15972,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
15973,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
15974,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
