Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYH_M_R
686,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
688,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
690,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
691,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
692,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
693,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
694,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
695,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
696,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
697,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
698,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
699,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
700,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
701,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
702,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
703,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
704,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
705,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
706,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
707,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
708,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
709,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
710,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
711,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
712,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
713,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
714,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
715,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
716,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
717,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
718,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
719,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
720,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
721,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
723,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
724,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
725,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
726,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
727,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
728,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
729,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
730,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
731,Bareland,Water,Water,Water,Water,NULL,NULL,Water
732,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
733,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
735,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
736,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
738,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
739,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
740,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
741,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
742,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
743,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
744,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
745,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
747,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
749,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
750,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
752,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
753,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
754,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
756,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
758,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
759,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
761,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
762,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
763,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
764,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
766,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
767,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
768,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
769,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
770,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
771,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
772,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
773,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
774,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
775,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
776,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
777,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
778,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
779,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
780,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
781,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
782,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
783,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
784,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
785,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
786,Water,NULL,Water,NULL,Water,NULL,NULL,Water
787,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
788,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
789,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
790,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
791,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
792,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
793,Water,NULL,Water,Water,Water,NULL,NULL,Water
794,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
795,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
796,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
797,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
798,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
799,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
800,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
801,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
803,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
804,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
805,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
806,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
808,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
809,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
811,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
814,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
815,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
817,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
818,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
819,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
820,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
821,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
822,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
823,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
824,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
825,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
826,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
827,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
828,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
829,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
830,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
831,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
832,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
833,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
834,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
836,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
838,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
839,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
840,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
841,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
842,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
843,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
844,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
845,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
846,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
847,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
848,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
849,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
850,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
851,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
852,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
853,Water,Wetland,Water,Water,Water,NULL,NULL,Water
854,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
855,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
856,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
857,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
858,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
859,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
860,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
861,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
862,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
863,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
864,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
865,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
866,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
867,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
868,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
869,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
870,Water,Bareland,Water,Water,Water,NULL,NULL,Water
871,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
872,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
874,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
875,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
876,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
877,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
878,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
880,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
881,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
882,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
883,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
884,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
885,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
886,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
887,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
888,Water,Built-up,Water,Water,Water,NULL,NULL,Built-up
889,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
890,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
891,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
892,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
893,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
894,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
896,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
897,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
898,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
900,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
901,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
902,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
903,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
905,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
906,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
907,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
908,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
909,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
910,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
911,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
912,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
913,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
914,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
916,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
917,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
918,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
919,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
921,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
922,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
923,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
925,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
926,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
927,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
928,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
929,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
932,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
933,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
935,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
937,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
939,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
940,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
941,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
942,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
943,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
944,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
945,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
946,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
947,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
948,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
949,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
950,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
951,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
952,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
953,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
954,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
955,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
956,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
957,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
958,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
962,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
963,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
964,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
965,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
966,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
967,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
968,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
969,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
970,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
971,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
972,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
973,Water,Water,Water,NULL,Water,NULL,NULL,Water
974,Water,Water,Water,NULL,Water,NULL,NULL,Forest
975,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
976,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
977,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
978,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
979,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
980,Water,Water,Water,Water,Water,NULL,NULL,Grassland
981,Water,Water,Water,Water,Water,NULL,NULL,Wetland
982,Water,Water,Water,Water,Water,NULL,NULL,Bareland
983,Water,Water,Water,Water,Water,NULL,NULL,Water
984,Water,Water,Water,Water,Water,NULL,NULL,Forest
985,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
986,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
987,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
988,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
989,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
990,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
992,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
993,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
994,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
995,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
996,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
997,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
998,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
999,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1000,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1002,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1003,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1005,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1007,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1009,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1010,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1011,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1012,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1013,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1014,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1015,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1016,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1017,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1018,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1019,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1020,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1021,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1022,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1023,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1024,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1025,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1026,Water,Forest,Water,Water,Water,NULL,NULL,Water
1027,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1028,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1029,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1031,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1032,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1034,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1035,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1036,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1037,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1038,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1039,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1042,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1045,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1047,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1048,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1050,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1051,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1052,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
