Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R
11239,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11240,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11241,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
11242,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
11243,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11244,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
11245,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11246,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11247,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
11248,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
11249,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
11250,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
11251,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11252,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
11253,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
11254,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
11255,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Water,Forest
11256,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11257,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Water
11258,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11259,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11260,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
11261,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11262,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11263,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11264,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
11265,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11266,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11267,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11268,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
11269,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
11270,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
11271,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
11272,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
11273,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11274,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11275,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11276,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
11277,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11278,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11279,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11280,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11281,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11282,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
11283,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11284,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11285,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11286,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11287,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
11288,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11289,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
11290,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
11291,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
11292,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11293,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
11294,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11295,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11296,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11297,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11298,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11299,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11300,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11301,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11302,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11303,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11304,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11305,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11306,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11308,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11309,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11310,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11311,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11312,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11313,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11314,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11315,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11316,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11317,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11318,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11319,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11320,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11321,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11322,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11323,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11324,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
11325,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11326,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11327,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
11328,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11329,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11330,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11331,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11332,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11333,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11334,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11335,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11336,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
11337,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11338,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11339,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11340,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11341,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11342,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11343,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11344,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11345,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
11346,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11347,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11348,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11349,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11350,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11351,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
11352,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
11353,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11354,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11355,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
11356,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11357,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
11358,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11359,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11360,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
11361,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
11362,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
11363,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11364,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11365,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11366,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11367,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11368,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
11369,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11370,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11371,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
11372,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11373,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
11374,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11375,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11376,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
11377,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
11378,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11379,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11380,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11381,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11382,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11383,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11384,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11385,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11386,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11387,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11388,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11389,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11390,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11391,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
11392,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11393,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11394,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
11395,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11396,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11397,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11398,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11399,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11400,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11401,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11402,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11403,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11404,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11405,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11406,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11407,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11408,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11409,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11410,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11411,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11412,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11413,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11414,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11415,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11416,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11417,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11418,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11419,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11420,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11421,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11422,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11423,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11424,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11425,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11426,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11427,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11428,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11429,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11430,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11431,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11432,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11433,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11434,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11435,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11436,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11437,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11438,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11439,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11440,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
11441,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11442,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11443,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11444,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
11445,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11446,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11447,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11448,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
11449,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
11450,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11451,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11452,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11453,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11454,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11455,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11456,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11457,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
11458,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
11459,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11460,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11461,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11462,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11463,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11464,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11465,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11466,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
11467,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11468,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11469,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
11470,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
11471,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
11472,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
11473,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
11474,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
11475,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
11476,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
11477,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
11478,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11479,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11480,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Built-up
11481,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
11482,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
11483,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11484,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
11485,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11486,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
11487,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11488,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
11489,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
11490,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Forest,Forest
11491,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11492,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11493,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
11494,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
11495,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
11496,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11497,Forest,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
11498,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
11499,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11500,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11501,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11502,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
11503,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
11504,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11505,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11506,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
11507,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11508,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
11509,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
11510,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
11511,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11512,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11513,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11514,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11515,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11516,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11517,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
11518,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11519,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11520,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11521,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
11522,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11523,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11524,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11525,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11526,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11527,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11528,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11529,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
11530,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
11531,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11532,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11533,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11534,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11535,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11536,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11537,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
11538,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
11539,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
11540,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11541,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11542,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11543,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11544,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11545,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11546,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11547,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11548,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
11549,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
11550,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11551,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11552,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11553,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
11554,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
11555,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
11556,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
11557,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
11558,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11559,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
