Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDA_M_R
1793,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
1794,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
1795,Water,Water,Water,NULL,Water,Bareland,Water,Water
1796,Water,Water,Water,NULL,Water,Bareland,Water,Forest
1797,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1798,Water,Water,Water,NULL,Water,Water,Grassland,Water
1799,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1800,Water,Water,Water,NULL,Water,Water,Wetland,Water
1801,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1802,Water,Water,Water,NULL,Water,Water,Water,Grassland
1803,Water,Water,Water,NULL,Water,Water,Water,Bareland
1804,Water,Water,Water,NULL,Water,Water,Water,Water
1805,Water,Water,Water,NULL,Water,Water,Water,Forest
1806,Water,Water,Water,NULL,Water,Water,Forest,Water
1807,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
1808,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1809,Water,Water,Water,NULL,Water,Forest,Water,Water
1810,Water,Water,Water,NULL,Water,Forest,Water,Forest
1811,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1812,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1813,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1814,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1815,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1816,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
1817,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1818,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1819,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1820,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1821,Water,Water,Water,Non_Water,Water,Water,Water,Water
1822,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1823,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1824,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1825,Water,Water,Water,Water,Water,NULL,Wetland,Water
1826,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1827,Water,Water,Water,Water,Water,NULL,Water,Water
1828,Water,Water,Water,Water,Water,NULL,Water,Forest
1829,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1830,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1831,Water,Water,Water,Water,Water,Grassland,Water,Water
1832,Water,Water,Water,Water,Water,Grassland,Water,Forest
1833,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
1834,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1835,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
1836,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1837,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1838,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1839,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1840,Water,Water,Water,Water,Water,Wetland,Water,Water
1841,Water,Water,Water,Water,Water,Wetland,Water,Forest
1842,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
1843,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
1844,Water,Water,Water,Water,Water,Bareland,Water,Bareland
1845,Water,Water,Water,Water,Water,Bareland,Water,Water
1846,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1847,Water,Water,Water,Water,Water,Water,Grassland,Bareland
1848,Water,Water,Water,Water,Water,Water,Grassland,Water
1849,Water,Water,Water,Water,Water,Water,Grassland,Forest
1850,Water,Water,Water,Water,Water,Water,Wetland,Water
1851,Water,Water,Water,Water,Water,Water,Wetland,Forest
1852,Water,Water,Water,Water,Water,Water,Water,Grassland
1853,Water,Water,Water,Water,Water,Water,Water,Bareland
1854,Water,Water,Water,Water,Water,Water,Water,Water
1855,Water,Water,Water,Water,Water,Water,Water,Forest
1856,Water,Water,Water,Water,Water,Water,Forest,Water
1857,Water,Water,Water,Water,Water,Forest,Water,Water
1858,Water,Water,Water,Water,Water,Forest,Water,Forest
1859,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1860,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1861,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1862,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1863,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1864,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1865,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1866,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1867,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1868,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1869,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1870,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1871,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1872,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1873,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1874,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1875,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1876,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1877,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1878,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1879,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1880,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1881,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1882,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1883,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1884,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1885,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1886,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1887,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1888,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1889,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1890,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1891,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1892,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1893,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1894,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1895,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1896,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1897,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1898,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1899,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1900,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1901,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1902,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1903,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1904,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1905,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1906,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1907,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1908,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1909,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1910,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
1911,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1912,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1913,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1914,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1915,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1916,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1917,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1918,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1919,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1920,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1921,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1922,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1923,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1924,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1925,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1926,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
1927,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1928,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1929,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Bareland
1930,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1931,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1932,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1933,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1934,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1935,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1936,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1937,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1938,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1939,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1940,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1941,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1942,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1943,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1944,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1945,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1946,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1947,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1948,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1949,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1950,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1951,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1952,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1953,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1954,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1955,Water,Forest,Water,NULL,Water,Bareland,Water,Bareland
1956,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1957,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1958,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1959,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1960,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1961,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1962,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1963,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1964,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1965,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1966,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1967,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1968,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1969,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1970,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1971,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1972,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1973,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1974,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1975,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1976,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1977,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1978,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1979,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1980,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1981,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1982,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1983,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1984,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1985,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1986,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1987,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1988,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1989,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1990,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1991,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1992,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1993,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
1994,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1995,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1996,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1997,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1998,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1999,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2000,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2001,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2002,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2003,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2004,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2005,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2006,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
2007,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2008,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2009,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2010,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2011,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
2012,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2013,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2014,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2015,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2016,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2017,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2018,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2019,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2020,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2021,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2022,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2023,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2024,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
2025,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
2026,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2027,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
2028,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2029,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
2030,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2031,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2032,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2033,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2034,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2035,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2036,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2037,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2038,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2039,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2040,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2041,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2042,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2043,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2044,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2045,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2046,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2047,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2048,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2049,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2050,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2051,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2052,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2053,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2054,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
2055,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
2056,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2057,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2058,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2059,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2060,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2061,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2062,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2063,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2064,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2065,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2066,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2067,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2068,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2069,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2070,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2071,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2072,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
2073,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2074,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2075,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2076,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2077,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2078,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2079,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2080,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2081,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2082,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2083,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2084,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2085,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2086,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2087,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
2088,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2089,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2090,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
2091,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
2092,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2093,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2094,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
2095,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2096,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2097,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2098,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2099,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2100,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2101,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2102,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2103,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2104,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2105,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2106,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2107,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2108,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2109,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2110,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2111,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2112,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2113,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2114,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2115,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2116,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2117,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2118,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2119,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2120,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2121,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2122,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2123,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2124,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2125,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2126,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2127,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2128,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2129,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2130,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2131,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2132,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2133,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2134,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2135,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2136,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2137,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2138,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2139,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2140,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2141,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2142,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2143,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2144,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2145,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
