Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRR_M_R
713,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
714,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
715,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
716,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
717,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
718,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
719,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
720,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
721,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
722,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
723,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
724,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
725,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
726,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
727,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
728,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
729,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
730,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
731,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
732,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
733,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
734,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
735,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
736,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
737,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
738,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
739,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
740,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
741,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
742,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
743,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
744,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
745,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
746,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
747,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
748,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
749,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
750,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
751,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
752,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
753,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
754,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
755,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
756,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
757,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
758,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
759,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
760,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
761,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
762,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
763,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
764,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
765,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
766,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
767,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
768,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
769,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
770,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
771,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
772,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
773,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
774,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
775,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
776,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
777,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
778,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
779,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
780,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
781,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
782,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
783,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
784,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
785,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
786,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
787,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
788,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
789,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
790,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
791,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
792,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
793,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
794,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
795,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
796,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
797,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
798,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
799,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
800,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
801,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
802,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
803,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
804,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
805,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
806,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
807,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
808,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
809,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
810,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
811,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
812,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
813,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
814,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
815,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
816,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
817,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
818,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
819,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
820,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
821,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
822,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
823,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
824,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
825,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
826,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
827,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
828,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
829,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
830,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
831,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
832,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
833,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
834,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
835,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
836,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
837,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
838,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
839,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
840,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
841,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Built-up
842,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
843,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
844,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
845,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
846,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
847,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
848,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
849,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
850,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
851,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
852,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
853,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
854,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
855,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
856,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
857,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
858,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
859,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
860,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
861,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
862,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
863,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
864,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
865,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
866,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
867,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
868,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
869,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
870,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
871,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
872,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
873,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
874,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
875,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
876,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
877,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
878,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
879,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
880,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
882,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
883,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
884,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
885,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
886,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
887,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
888,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
889,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
890,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
891,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
892,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
893,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
894,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
895,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
896,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
897,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
898,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
899,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
900,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
901,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
902,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
903,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
904,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
905,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
906,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
907,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
908,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
909,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
910,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
911,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
912,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
913,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
914,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
915,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
916,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
917,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
918,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
919,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
920,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
921,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
922,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
923,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
924,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
925,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
926,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
927,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
928,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
929,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
930,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
931,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
932,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
933,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
934,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
935,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
936,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
937,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
938,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
939,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
940,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
941,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
942,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
943,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
944,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
945,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
946,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
947,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
948,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
949,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
950,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
951,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
952,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
953,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
954,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
955,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
956,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
957,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
958,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
959,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
960,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
961,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
962,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
963,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
964,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
965,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
966,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
967,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
968,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
969,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
970,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
971,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
972,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
973,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
974,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
975,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
976,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
977,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
978,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
979,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
980,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
981,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
982,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
983,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
984,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
985,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
986,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
987,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
988,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
989,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
990,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
991,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
992,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
993,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
994,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
995,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
996,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
997,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
998,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
999,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
1000,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1001,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1002,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1003,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1004,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
1005,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1006,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1007,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1008,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1009,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1010,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1011,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1012,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1013,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1014,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1015,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1016,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1017,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
1018,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1019,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
1020,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1021,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1022,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1023,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1024,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1025,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1026,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
1027,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1028,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1029,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1030,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1031,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1032,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1033,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1034,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1035,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
1036,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1037,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1038,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1039,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1040,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1041,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1042,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1043,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1044,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1045,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1046,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1047,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1048,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1049,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1050,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1051,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1052,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1053,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
1054,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1055,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
1056,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1057,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1058,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
