Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBA_M_R
2271,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2272,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2273,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2274,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2275,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2276,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2277,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2278,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2279,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2280,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2281,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2282,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2283,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Built-up
2284,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2285,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2286,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
2287,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2288,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2289,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2290,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2291,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2292,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2293,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2294,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2295,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2296,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2297,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2298,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2299,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2300,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2301,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
2302,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2303,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2304,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2305,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
2306,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2307,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2308,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2309,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2310,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2311,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2312,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2313,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2314,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2315,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2316,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2317,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2318,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2319,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2320,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2321,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2322,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2323,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2324,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2325,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2326,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2327,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2328,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2329,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2330,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2331,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2332,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2333,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2334,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2335,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2336,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2337,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2338,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2339,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2340,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2341,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2342,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2343,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2344,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2345,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2346,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2347,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2348,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
2349,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2350,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2351,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2352,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2353,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2354,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2355,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
2356,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2357,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2358,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2359,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2360,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2361,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2362,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2363,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2364,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
2365,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2366,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2367,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2368,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2369,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2370,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2371,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
2372,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2373,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2374,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2375,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2376,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2377,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2378,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2379,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2380,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2381,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2382,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2383,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2384,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2385,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2386,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2387,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2388,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2389,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2390,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2391,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
2392,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2393,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2394,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2395,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2396,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2397,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2398,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2399,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2400,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2401,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2402,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2403,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2404,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2405,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2406,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2407,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2408,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2409,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2410,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2411,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2412,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2413,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2414,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2415,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
2416,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2417,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2418,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2419,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
2420,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2421,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2422,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2423,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
2424,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2425,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2426,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2427,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2428,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2429,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2430,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2431,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2432,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2433,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
2434,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2435,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2436,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2437,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2438,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2439,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2440,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2441,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2442,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2443,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2444,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2445,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2446,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2447,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2448,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2449,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2450,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2451,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Water
2452,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
2453,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
2454,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2455,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2456,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2457,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2458,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2459,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2460,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2461,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2462,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
2463,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2464,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2465,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2466,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2467,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2468,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2469,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2470,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2471,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2472,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
2473,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2474,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2475,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2476,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2477,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2478,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2479,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2480,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2481,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2482,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2483,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
2484,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2485,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2486,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2487,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2488,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
2489,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2490,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2491,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2492,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2493,Water,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
2494,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2495,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2496,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2497,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2498,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2499,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2500,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2501,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2502,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2503,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2504,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2505,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2506,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2507,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2508,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2509,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2510,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2511,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2512,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2513,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2514,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2515,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2516,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
2517,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
2518,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2519,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2520,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2521,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2522,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2523,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2524,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2525,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2526,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
2527,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2528,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2529,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2530,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2531,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2532,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2533,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2534,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2535,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2536,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2537,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2538,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
2539,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
2540,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2541,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2542,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2543,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2544,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2545,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
2546,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2547,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
2548,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2549,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
2550,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2551,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2552,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2553,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2554,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2555,Water,Water,Water,NULL,Water,NULL,Water,Water
2556,Water,Water,Water,NULL,Water,NULL,Water,Forest
2557,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2558,Water,Water,Water,NULL,Water,Grassland,Water,Water
2559,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2560,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2561,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2562,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2563,Water,Water,Water,NULL,Water,Wetland,Water,Water
2564,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2565,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2566,Water,Water,Water,NULL,Water,Water,Grassland,Water
2567,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2568,Water,Water,Water,NULL,Water,Water,Wetland,Water
2569,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2570,Water,Water,Water,NULL,Water,Water,Water,Grassland
2571,Water,Water,Water,NULL,Water,Water,Water,Wetland
2572,Water,Water,Water,NULL,Water,Water,Water,Bareland
2573,Water,Water,Water,NULL,Water,Water,Water,Water
2574,Water,Water,Water,NULL,Water,Water,Water,Forest
2575,Water,Water,Water,NULL,Water,Water,Forest,Water
2576,Water,Water,Water,NULL,Water,Water,Forest,Forest
2577,Water,Water,Water,NULL,Water,Forest,Wetland,Water
2578,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
2579,Water,Water,Water,NULL,Water,Forest,Water,Water
2580,Water,Water,Water,NULL,Water,Forest,Water,Forest
2581,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
2582,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2583,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2584,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2585,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2586,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2587,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2588,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2589,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2590,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2591,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2592,Water,Water,Water,Non_Water,Water,Water,Water,Water
2593,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2594,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2595,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2596,Water,Water,Water,Water,Water,NULL,Wetland,Water
2597,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2598,Water,Water,Water,Water,Water,NULL,Water,Water
2599,Water,Water,Water,Water,Water,NULL,Water,Forest
2600,Water,Water,Water,Water,Water,NULL,Forest,Forest
2601,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
2602,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
2603,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2604,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2605,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2606,Water,Water,Water,Water,Water,Grassland,Water,Water
2607,Water,Water,Water,Water,Water,Grassland,Water,Forest
2608,Water,Water,Water,Water,Water,Cropland,Water,Water
2609,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2610,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2611,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2612,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2613,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2614,Water,Water,Water,Water,Water,Wetland,Water,Water
2615,Water,Water,Water,Water,Water,Wetland,Water,Forest
2616,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
2617,Water,Water,Water,Water,Water,Water,NULL,Water
2618,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2619,Water,Water,Water,Water,Water,Water,Grassland,Water
2620,Water,Water,Water,Water,Water,Water,Grassland,Forest
2621,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2622,Water,Water,Water,Water,Water,Water,Wetland,Water
2623,Water,Water,Water,Water,Water,Water,Wetland,Forest
2624,Water,Water,Water,Water,Water,Water,Bareland,Water
2625,Water,Water,Water,Water,Water,Water,Water,Grassland
2626,Water,Water,Water,Water,Water,Water,Water,Wetland
2627,Water,Water,Water,Water,Water,Water,Water,Bareland
2628,Water,Water,Water,Water,Water,Water,Water,Built-up
2629,Water,Water,Water,Water,Water,Water,Water,Water
2630,Water,Water,Water,Water,Water,Water,Water,Forest
2631,Water,Water,Water,Water,Water,Water,Forest,Water
2632,Water,Water,Water,Water,Water,Water,Forest,Forest
2633,Water,Water,Water,Water,Water,Forest,Water,Water
2634,Water,Water,Water,Water,Water,Forest,Water,Forest
2635,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2636,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2637,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2638,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2639,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2640,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2641,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2642,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2643,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2644,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2645,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2646,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2647,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2648,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2649,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2650,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2651,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2652,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2653,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2654,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2655,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2656,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
