Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFV_M_R
11502,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11503,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11504,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11505,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11506,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11507,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
11508,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
11509,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Bareland
11510,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11511,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
11512,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
11513,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Bareland,Cropland
11514,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
11515,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Built-up,Bareland
11516,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
11517,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
11518,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11519,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11520,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11521,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11522,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11523,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
11524,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
11525,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11526,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11527,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11528,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11529,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11530,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
11531,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11532,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
11533,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11534,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11535,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
11536,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
11537,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11538,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11539,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Bareland
11540,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
11541,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11542,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
11543,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
11544,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
11545,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
11546,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
11547,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11548,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11549,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11550,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11551,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11552,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11553,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11554,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11555,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11556,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11557,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11558,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11559,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Water
11560,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11561,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11562,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11563,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11564,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11565,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11566,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11567,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11568,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11569,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11570,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11571,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11572,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
11573,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
11574,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
11575,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11576,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11577,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11578,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11579,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11580,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11581,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
11582,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11583,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11584,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
11585,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11586,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11587,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11588,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
11589,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
11590,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11591,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11592,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
11593,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11594,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11595,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
11596,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11597,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Built-up
11598,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11599,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11600,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11601,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
11602,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
11603,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11604,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
11605,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11606,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Built-up,Bareland
11607,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11608,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
11609,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11610,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
11611,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Bareland
11612,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Water
11613,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
11614,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
11615,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
11616,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
11617,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water,Bareland
11618,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
11619,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
11620,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
11621,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Grassland
11622,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
11623,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11624,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
11625,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
11626,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
11627,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
11628,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Built-up,Bareland
11629,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11630,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
11631,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
11632,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
11633,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
11634,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Built-up,Bareland
11635,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
11636,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
11637,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
11638,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11639,Bareland,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Cropland
11640,Bareland,Bareland,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
11641,Bareland,Bareland,Wetland,Non_Water,Wetland,Built-up,Water,Bareland
11642,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11643,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
11644,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
11645,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
11646,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
11647,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
11648,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
11649,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,NULL
11650,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11651,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Cropland
11652,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
11653,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
11654,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Bareland
11655,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Grassland
11656,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Bareland
11657,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Bareland
11658,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
11659,Bareland,Bareland,Wetland,Water,Wetland,Water,Built-up,Bareland
11660,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
11661,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
11662,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
11663,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11664,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
11665,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
11666,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11667,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Forest,Bareland
11668,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
11669,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
11670,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
11671,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11672,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11673,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11674,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
11675,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11676,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
11677,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
11678,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Forest,Bareland
11679,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
11680,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11681,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11682,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11683,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11684,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11685,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
11686,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
11687,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11688,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11689,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Built-up,Grassland
11690,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Built-up,Bareland
11691,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11692,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
11693,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
11694,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland,Bareland
11695,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
11696,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
11697,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11698,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11699,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11700,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11701,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11702,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
11703,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11704,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
11705,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
11706,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11707,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11708,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11709,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11710,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11711,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11712,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11713,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
11714,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
11715,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11716,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11717,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
11718,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11719,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
11720,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11721,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11722,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11723,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
11724,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
11725,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
11726,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Forest,Bareland
11727,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
11728,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11729,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11730,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11731,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
11732,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
11733,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11734,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11735,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up,Water,Bareland
11736,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
11737,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
11738,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
11739,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
11740,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
11741,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
11742,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
11743,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
11744,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water,Bareland
11745,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
11746,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
11747,Bareland,Bareland,Water,NULL,Water,NULL,Water,Bareland
11748,Bareland,Bareland,Water,NULL,Water,NULL,Water,Water
11749,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland,Bareland
11750,Bareland,Bareland,Water,Non_Water,Water,NULL,Water,Cropland
11751,Bareland,Bareland,Water,Non_Water,Water,Water,Bareland,Bareland
11752,Bareland,Bareland,Water,Non_Water,Water,Water,Built-up,Bareland
11753,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Grassland
11754,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Bareland
11755,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
11756,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
11757,Bareland,Bareland,Water,Water,Water,NULL,Water,Cropland
11758,Bareland,Bareland,Water,Water,Water,NULL,Water,Water
11759,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
11760,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
11761,Bareland,Bareland,Water,Water,Water,Water,Water,Water
11762,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11763,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
11764,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11765,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11766,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11767,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
11768,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11769,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11770,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
11771,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Bareland
11772,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11773,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11774,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11775,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11776,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11777,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11778,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11779,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11780,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11781,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11782,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11783,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11784,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11785,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
11786,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11787,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11788,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11789,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11790,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11791,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
11792,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
11793,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11794,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
11795,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
11796,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11797,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11798,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11799,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11800,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11801,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11802,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11803,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11804,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11805,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11806,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11807,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11808,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11809,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11810,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11811,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11812,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11813,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11814,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11815,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11816,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11817,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
