Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMN_M_R
7958,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7959,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7960,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7961,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7962,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7963,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7964,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7965,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7966,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7967,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7968,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7969,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7970,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7971,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7972,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7973,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7974,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7975,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7976,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7977,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7978,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7979,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7980,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7981,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7982,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7983,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7984,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
7985,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7986,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7987,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7988,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7989,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7990,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
7991,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
7992,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
7993,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7994,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
7995,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7996,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
7997,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7998,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7999,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8000,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8001,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8002,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
8003,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8004,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8005,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8006,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8007,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8008,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8009,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8010,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8011,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8012,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8013,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8014,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8015,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8016,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8017,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8018,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8019,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8020,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8021,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8022,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8023,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8024,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8025,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8026,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8027,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8028,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8029,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8030,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8031,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8032,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8033,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8034,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8035,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8036,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8037,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8038,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8039,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8040,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8041,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8042,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8043,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8044,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8045,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8046,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8047,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8048,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8049,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8050,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8051,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8052,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8053,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8054,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
8055,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8056,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
8057,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8058,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8059,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
8060,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8061,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Water
8062,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8063,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8064,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8065,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8066,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8067,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8068,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8069,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8070,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8071,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8072,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8073,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8074,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8075,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8076,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8077,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8078,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8079,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8080,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8081,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8082,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8083,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8084,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8085,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8086,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8087,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8088,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8089,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8090,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8091,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8092,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8093,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8094,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8095,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8096,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8097,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8098,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8099,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8100,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8101,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8102,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8103,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8104,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8105,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8106,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8107,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8108,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8109,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8110,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8111,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8112,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8113,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8114,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8115,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8116,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
8117,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8118,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8119,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8120,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
8121,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8122,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8123,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8124,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8125,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8126,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8127,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8128,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8129,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8130,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8131,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8132,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8133,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8134,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8135,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8136,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
8137,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8138,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8139,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
8140,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8141,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8142,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8143,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8144,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8145,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8146,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8147,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
8148,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8149,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8150,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8151,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8152,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
8153,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8154,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8155,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8156,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
8157,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
8158,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8159,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8160,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8161,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8162,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8163,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8164,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8165,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
8166,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8167,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8168,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8169,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8170,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8171,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8172,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8173,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8174,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
8175,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
8176,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8177,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8178,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8179,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8180,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8181,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8182,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8183,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8184,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8185,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8186,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8187,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8188,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8189,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8190,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
8191,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8192,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8193,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8194,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8195,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8196,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8197,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8205,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8206,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8207,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8210,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8211,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8212,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8213,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8214,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8215,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8216,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8217,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8218,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8219,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8220,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8221,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8222,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
8224,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8225,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8226,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8227,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8228,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8229,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8230,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8231,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8232,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8233,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8234,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
8235,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
8236,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
8237,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8238,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8239,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8240,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8241,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8242,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
8243,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8244,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8245,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8247,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8248,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8249,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8250,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8251,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8252,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8253,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8254,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8255,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8256,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8257,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8258,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8259,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8260,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8261,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8262,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8263,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
8264,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8265,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8266,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8267,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8268,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8269,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8270,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8271,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8272,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
8273,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8274,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
