Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWM_M_R
3098,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
3099,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
3100,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Water
3101,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
3102,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
3103,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
3104,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
3105,Water,Wetland,Water,Non_Water,Water,Water,Bareland,Forest
3106,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
3107,Water,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
3108,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
3109,Water,Wetland,Water,Water,Water,Bareland,Bareland,Forest
3110,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
3111,Water,Wetland,Water,Water,Water,Water,Bareland,Water
3112,Water,Wetland,Water,Water,Water,Water,Bareland,Forest
3113,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3114,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3115,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3116,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3117,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3118,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3119,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3120,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3121,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3122,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3123,Water,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3124,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
3125,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3126,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3127,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3128,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3129,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3130,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Water
3131,Water,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3132,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3133,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3134,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3135,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3136,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3137,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3138,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3139,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3140,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3141,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3142,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3143,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3144,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3145,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3146,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3147,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3148,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3149,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3150,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3151,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3152,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3153,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3154,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
3155,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3156,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3157,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3158,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
3159,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3160,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3161,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3162,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3163,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
3164,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3165,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3166,Water,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
3167,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3168,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
3169,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
3170,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
3171,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
3172,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3173,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3174,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3175,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3176,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3177,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3178,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
3179,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3180,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3181,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3182,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3183,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3184,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3185,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3186,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3187,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3188,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3189,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
3190,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
3191,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
3192,Water,Bareland,Water,NULL,Water,Water,Bareland,Forest
3193,Water,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
3194,Water,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
3195,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
3196,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
3197,Water,Bareland,Water,Water,Water,Bareland,Water,Water
3198,Water,Bareland,Water,Water,Water,Water,Bareland,Water
3199,Water,Bareland,Water,Water,Water,Water,Bareland,Forest
3200,Water,Bareland,Water,Water,Water,Water,Water,Water
3201,Water,Bareland,Water,Water,Water,Water,Water,Forest
3202,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3203,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3204,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3205,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3206,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
3207,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3208,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3209,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3210,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
3211,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3212,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3213,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3214,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3215,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3216,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3217,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3218,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3219,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3220,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3221,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3222,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3223,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3224,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Forest,Water
3225,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3226,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3227,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3228,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3229,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3230,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3231,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3232,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3233,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3234,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3235,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3236,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3237,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3238,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3239,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3240,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3241,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3242,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
3243,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3244,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3245,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3246,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
3247,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
3248,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3249,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3250,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3251,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3252,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3253,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3254,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3255,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3256,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3257,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3258,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3259,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
3260,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
3261,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
3262,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
3263,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Water
3264,Water,Built-up,Water,Non_Water,Water,Bareland,Bareland,Forest
3265,Water,Built-up,Water,Non_Water,Water,Bareland,Water,Water
3266,Water,Built-up,Water,Water,Water,Bareland,Bareland,Water
3267,Water,Built-up,Water,Water,Water,Bareland,Water,Water
3268,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3269,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3270,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3271,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3272,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3273,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3274,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3275,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3276,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3277,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3278,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3279,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
3280,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3281,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3282,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3283,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3284,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3285,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3286,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3287,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3288,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3289,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3290,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3291,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3292,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3293,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3294,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3295,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3296,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3297,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3298,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3299,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3300,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3301,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3302,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3303,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
3304,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
3305,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3306,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3307,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3308,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
3309,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3310,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3311,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3312,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3313,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3314,Water,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3315,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3316,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
3317,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3318,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3319,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3320,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3321,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3322,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3323,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3324,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3325,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3326,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3327,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3328,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3329,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
3330,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
3331,Water,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
3332,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3333,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3334,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
3335,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
3336,Water,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Water
3337,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
3338,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3339,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3340,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3341,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3342,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3343,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
3344,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3345,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3346,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
3347,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
3348,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
3349,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
3350,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3351,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3352,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3353,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3354,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3355,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3356,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3357,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
3358,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3359,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3360,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3361,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3362,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3363,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3364,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3365,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3366,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
3367,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3368,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3369,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3370,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3371,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
3372,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3373,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3374,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3375,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3376,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3377,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3378,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3379,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3380,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3381,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3382,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3383,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3384,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
3385,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3386,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3387,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3388,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
3389,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
3390,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3391,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3392,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3393,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3394,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3395,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3396,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3397,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3398,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3399,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3400,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3401,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
3402,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
3403,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
3404,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3405,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3406,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
3407,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
3408,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3409,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3410,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3411,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3412,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3413,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3414,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3415,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3416,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3417,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
3418,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3419,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3420,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3421,Water,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3422,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3423,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3424,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3425,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
3426,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3427,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3428,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3429,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
3430,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3431,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3432,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
3433,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3434,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3435,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3436,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3437,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3438,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3439,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3440,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3441,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
3442,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3443,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3444,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3445,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
