Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLD_M_R
1011,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1012,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1013,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1014,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1015,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1016,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1017,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1018,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1019,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1020,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1021,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1022,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1023,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1024,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1025,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1026,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1027,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1028,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1029,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1030,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1031,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1032,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1033,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1034,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1035,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1036,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1037,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1038,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1040,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1042,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1043,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1045,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1048,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1049,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1050,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1051,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1052,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1053,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1055,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1057,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1058,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1060,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1061,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1062,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1063,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1067,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1068,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1069,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1071,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1072,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1073,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1075,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1076,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1080,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1081,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1084,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1085,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1087,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1088,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1090,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1091,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1092,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1094,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1095,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1096,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1097,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1098,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1099,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1100,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1101,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1102,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1104,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1105,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1106,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1107,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1110,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1111,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1112,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1113,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1114,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1115,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1117,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1118,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1119,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1121,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1122,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1123,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1124,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1125,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1127,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1129,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1130,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1131,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1132,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1134,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1135,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1136,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1137,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1138,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1140,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1141,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1142,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1144,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1146,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1147,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1148,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1149,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1150,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1151,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1152,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1153,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1154,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1156,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1157,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1158,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1159,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1161,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1162,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1163,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1164,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1166,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1168,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1170,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1172,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1177,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1178,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1179,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1180,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1181,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1182,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1183,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1184,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1185,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1186,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1187,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1188,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1191,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1192,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1194,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1196,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1197,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1198,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1199,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1201,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1202,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1203,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1204,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1205,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1207,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1208,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1209,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1210,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1211,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1213,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1214,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1215,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1216,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1217,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1218,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1219,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1220,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1221,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1222,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1223,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1224,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1225,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1226,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1227,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1228,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1229,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1230,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1231,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1232,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1233,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1234,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1235,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1237,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1238,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1239,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1240,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1241,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1242,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1243,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1244,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1245,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1248,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1249,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1250,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1251,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1252,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1253,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1254,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1256,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1258,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1260,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1261,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1263,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1265,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1266,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1267,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1269,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1270,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1271,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1272,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1274,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1275,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1276,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1277,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1278,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1279,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1280,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1281,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1282,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1283,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1285,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1287,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1288,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1289,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1290,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1291,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1292,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1293,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1294,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1295,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1296,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1297,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1298,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1299,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1301,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1302,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1303,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1304,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1305,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1306,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1307,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1308,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1309,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1310,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1311,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1312,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1313,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1316,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1317,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1318,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1319,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1320,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1321,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1322,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1323,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1324,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1325,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1326,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1327,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1328,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1329,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1330,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1331,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1332,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1333,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1335,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1336,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1337,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1338,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1339,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1340,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1341,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1342,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
