Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMP_M_R
767,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
768,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
769,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
770,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
771,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
772,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
773,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
774,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
775,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
776,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
777,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
778,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
779,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
780,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
781,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
782,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
783,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest
784,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
785,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
786,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
787,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
788,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
789,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
790,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
791,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
792,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
793,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
794,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
795,Cropland,Wetland,Wetland,Water,Wetland,NULL,Grassland
796,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
797,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
798,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
799,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
800,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
801,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
802,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
803,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
804,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
805,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
806,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
807,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
808,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
809,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
810,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
811,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
812,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
813,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
814,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
815,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
816,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
817,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up
818,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
819,Cropland,Built-up,Wetland,Water,Wetland,NULL,Grassland
820,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
821,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Grassland
822,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
823,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
824,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
825,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
826,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
827,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
828,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland
829,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up
830,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
831,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
832,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
833,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
834,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
835,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
836,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
837,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
838,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
839,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
840,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
841,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
842,Cropland,Water,Wetland,Water,Wetland,NULL,Wetland
843,Cropland,Water,Wetland,Water,Wetland,NULL,Water
844,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
845,Cropland,Water,Forest,Water,Non_Wetland,NULL,Forest
846,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
847,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
848,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
849,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
850,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
851,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
852,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
853,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
854,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
855,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
856,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
857,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
858,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
859,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
860,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland
861,Cropland,Forest,Wetland,Water,Wetland,NULL,Forest
862,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
863,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
864,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
865,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
866,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
867,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
868,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
869,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
870,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
871,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
872,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
873,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
874,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
875,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
876,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
877,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
878,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
879,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
880,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
881,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
882,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
883,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
884,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
885,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
886,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
887,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
888,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
889,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
890,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
891,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
892,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
893,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
894,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
895,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
896,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
897,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
898,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
899,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
900,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
901,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
902,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
903,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
904,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
905,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
906,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
907,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
908,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
909,Wetland,NULL,Water,NULL,Water,NULL,Wetland
910,Wetland,NULL,Water,NULL,Water,NULL,Forest
911,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
912,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
913,Wetland,NULL,Water,Non_Water,Water,NULL,Water
914,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
915,Wetland,NULL,Water,Water,Water,NULL,Grassland
916,Wetland,NULL,Water,Water,Water,NULL,Cropland
917,Wetland,NULL,Water,Water,Water,NULL,Wetland
918,Wetland,NULL,Water,Water,Water,NULL,Water
919,Wetland,NULL,Water,Water,Water,NULL,Forest
920,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
921,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
922,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
923,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
924,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
925,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
926,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
927,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
928,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
929,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
930,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
931,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL
932,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Wetland
933,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
934,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
935,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
936,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
937,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
938,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
939,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
940,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
941,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
942,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
943,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
944,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
945,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
946,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
947,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
948,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
949,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
950,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
951,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
952,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
953,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
954,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
955,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
956,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
957,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
958,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
959,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
960,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
961,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
962,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
963,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
964,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
965,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Built-up
966,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Forest
967,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
968,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
969,Wetland,Wetland,Water,NULL,Water,NULL,Water
970,Wetland,Wetland,Water,NULL,Water,NULL,Forest
971,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
972,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
973,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
974,Wetland,Wetland,Water,Water,Water,NULL,Grassland
975,Wetland,Wetland,Water,Water,Water,NULL,Wetland
976,Wetland,Wetland,Water,Water,Water,NULL,Water
977,Wetland,Wetland,Water,Water,Water,NULL,Forest
978,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
979,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
980,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
981,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
982,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
983,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
984,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
985,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
986,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
987,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
988,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
989,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
990,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
991,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
992,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
993,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
994,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
995,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
996,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
997,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
998,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
999,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1000,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1001,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
1002,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1003,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1004,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1005,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1006,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1007,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1008,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1009,Wetland,Water,Water,NULL,Water,NULL,Wetland
1010,Wetland,Water,Water,NULL,Water,NULL,Water
1011,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
1012,Wetland,Water,Water,Non_Water,Water,NULL,Water
1013,Wetland,Water,Water,Non_Water,Water,NULL,Forest
1014,Wetland,Water,Water,Water,Water,NULL,Grassland
1015,Wetland,Water,Water,Water,Water,NULL,Wetland
1016,Wetland,Water,Water,Water,Water,NULL,Water
1017,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1018,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
1019,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1020,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland
1021,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
1022,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1023,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
1024,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1025,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1026,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1027,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1028,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
1029,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1030,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1031,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1032,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1033,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1034,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1035,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1036,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
1037,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
1038,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1039,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1040,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1041,Wetland,Forest,Wetland,Water,Wetland,NULL,Grassland
1042,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
1043,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest
1044,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1045,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1046,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1047,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1048,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1049,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1050,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL
1051,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1052,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1053,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water
1054,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1055,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
1056,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
1057,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL
1058,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1059,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
1060,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1061,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
1062,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Forest
1063,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1064,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1065,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1066,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1067,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1068,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1069,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1070,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
1071,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1072,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1073,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
1074,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1075,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1076,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
1077,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1078,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1079,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1080,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up
1081,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1082,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1083,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1084,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1085,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1086,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
1087,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1088,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1089,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1090,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1091,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1092,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1093,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1094,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1095,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1096,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1097,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1098,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1099,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
1100,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1101,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1102,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1103,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
1104,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1105,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
1106,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
1107,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL
1108,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1109,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1110,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1111,Bareland,NULL,Wetland,NULL,Wetland,NULL,Built-up
1112,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1113,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1114,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
1115,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
1116,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
1117,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
1118,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL
1119,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
1120,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
1121,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
1122,Bareland,NULL,Wetland,Water,Wetland,NULL,Built-up
1123,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
1124,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
1125,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
1126,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1127,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
1128,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
1129,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
1130,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1131,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1132,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1133,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1134,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1135,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1136,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1137,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1138,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1139,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1140,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1141,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water
1142,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1143,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL
1144,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1145,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
