Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYP_M_R
33416,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
33417,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
33418,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
33419,Water,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
33420,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
33421,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
33422,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
33423,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
33424,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
33425,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
33426,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
33427,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
33428,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
33429,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
33430,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
33431,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
33432,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
33433,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
33434,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
33435,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,NULL
33436,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
33437,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
33438,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
33439,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
33440,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
33441,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
33442,Water,Water,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
33443,Water,Water,Wetland,Non_Water,Wetland,Cropland,Bareland,Grassland
33444,Water,Water,Wetland,Non_Water,Wetland,Cropland,Bareland,Cropland
33445,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
33446,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
33447,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
33448,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
33449,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
33450,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
33451,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
33452,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
33453,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
33454,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
33455,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
33456,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
33457,Water,Water,Wetland,Non_Water,Wetland,Wetland,Built-up,Water
33458,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
33459,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
33460,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
33461,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Built-up
33462,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
33463,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
33464,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
33465,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
33466,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
33467,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
33468,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
33469,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
33470,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
33471,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
33472,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
33473,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
33474,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
33475,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
33476,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
33477,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
33478,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
33479,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
33480,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
33481,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
33482,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
33483,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Wetland
33484,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
33485,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
33486,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
33487,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
33488,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
33489,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
33490,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
33491,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
33492,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
33493,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Cropland
33494,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
33495,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
33496,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
33497,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
33498,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
33499,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
33500,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
33501,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
33502,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
33503,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
33504,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
33505,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
33506,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
33507,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
33508,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,NULL
33509,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
33510,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
33511,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
33512,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
33513,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
33514,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,NULL
33515,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
33516,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Cropland
33517,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
33518,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
33519,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
33520,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
33521,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
33522,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
33523,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
33524,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
33525,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
33526,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
33527,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
33528,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
33529,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
33530,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Cropland
33531,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
33532,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
33533,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
33534,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,NULL
33535,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
33536,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
33537,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
33538,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
33539,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
33540,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
33541,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
33542,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
33543,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
33544,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
33545,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
33546,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
33547,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
33548,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
33549,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
33550,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
33551,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
33552,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
33553,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
33554,Water,Water,Wetland,Water,NULL,NULL,NULL,Built-up
33555,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
33556,Water,Water,Wetland,Water,NULL,NULL,Water,Bareland
33557,Water,Water,Wetland,Water,NULL,NULL,Water,Water
33558,Water,Water,Wetland,Water,NULL,Bareland,NULL,Water
33559,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Wetland
33560,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Bareland
33561,Water,Water,Wetland,Water,NULL,Bareland,Bareland,Water
33562,Water,Water,Wetland,Water,NULL,Bareland,Built-up,Water
33563,Water,Water,Wetland,Water,NULL,Bareland,Water,Wetland
33564,Water,Water,Wetland,Water,NULL,Bareland,Water,Bareland
33565,Water,Water,Wetland,Water,NULL,Bareland,Water,Water
33566,Water,Water,Wetland,Water,NULL,Water,NULL,Water
33567,Water,Water,Wetland,Water,NULL,Water,Bareland,Water
33568,Water,Water,Wetland,Water,NULL,Water,Built-up,Water
33569,Water,Water,Wetland,Water,NULL,Water,Water,Bareland
33570,Water,Water,Wetland,Water,NULL,Water,Water,Water
33571,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
33572,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
33573,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
33574,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
33575,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
33576,Water,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
33577,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
33578,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
33579,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
33580,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Wetland
33581,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
33582,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
33583,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
33584,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Cropland
33585,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Wetland
33586,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
33587,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
33588,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
33589,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Cropland
33590,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
33591,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Bareland
33592,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
33593,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
33594,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Grassland
33595,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Cropland
33596,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Wetland
33597,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
33598,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
33599,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
33600,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Wetland
33601,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Bareland
33602,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
33603,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Forest
33604,Water,Water,Wetland,Water,Wetland,NULL,Water,NULL
33605,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
33606,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
33607,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
33608,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
33609,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
33610,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
33611,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
33612,Water,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
33613,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
33614,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
33615,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
33616,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
33617,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
33618,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
33619,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
33620,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
33621,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
33622,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
33623,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
33624,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
33625,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
33626,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
33627,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
33628,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
33629,Water,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
33630,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
33631,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
33632,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
33633,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
33634,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Grassland
33635,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Cropland
33636,Water,Water,Wetland,Water,Wetland,Cropland,Bareland,Cropland
33637,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
33638,Water,Water,Wetland,Water,Wetland,Cropland,Water,Cropland
33639,Water,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
33640,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
33641,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
33642,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
33643,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
33644,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Cropland
33645,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
33646,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
33647,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
33648,Water,Water,Wetland,Water,Wetland,Wetland,Built-up,Wetland
33649,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
33650,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
33651,Water,Water,Wetland,Water,Wetland,Wetland,Water,Built-up
33652,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
33653,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
33654,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
33655,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
33656,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
33657,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
33658,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
33659,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
33660,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
33661,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
33662,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
33663,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
33664,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Cropland
33665,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
33666,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
33667,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Built-up
33668,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
33669,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
33670,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Wetland
33671,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
33672,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Water
33673,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
33674,Water,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
33675,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
33676,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
33677,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
33678,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
33679,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
33680,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Bareland
33681,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
33682,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
33683,Water,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
33684,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
33685,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
33686,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
33687,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
33688,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
33689,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
33690,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
33691,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
33692,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
33693,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
33694,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
33695,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
33696,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
33697,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
33698,Water,Water,Wetland,Water,Wetland,Water,Wetland,Cropland
33699,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
33700,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
33701,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
33702,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
33703,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
33704,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
33705,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
33706,Water,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
33707,Water,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
33708,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
33709,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
33710,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
33711,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
33712,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
33713,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
33714,Water,Water,Wetland,Water,Wetland,Water,Water,Built-up
33715,Water,Water,Wetland,Water,Wetland,Water,Water,Water
33716,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
33717,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
33718,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
33719,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
33720,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
33721,Water,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
33722,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
33723,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
33724,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
33725,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
33726,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
33727,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
33728,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
33729,Water,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
33730,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
33731,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
33732,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
33733,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
33734,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
33735,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
33736,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
33737,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
33738,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
33739,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
33740,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
33741,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Cropland
33742,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
33743,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
33744,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
33745,Water,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
33746,Water,Water,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
33747,Water,Water,Bareland,NULL,Non_Wetland,NULL,Built-up,Wetland
33748,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
33749,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
33750,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
33751,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
33752,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
33753,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
33754,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
33755,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
33756,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
33757,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
33758,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
33759,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
33760,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
33761,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
33762,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
33763,Water,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
33764,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
33765,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
33766,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
33767,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
33768,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
33769,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
33770,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
33771,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
33772,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
33773,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
33774,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
33775,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
33776,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Cropland
33777,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
33778,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
33779,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
33780,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
33781,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
33782,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
33783,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Cropland
33784,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
33785,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
33786,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
33787,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
33788,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
33789,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
