Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBQ_M_R
758,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
759,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
760,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
761,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
762,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
763,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
764,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
765,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
766,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
767,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
768,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
769,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
770,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
771,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
772,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
773,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
774,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
775,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
776,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
777,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
778,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
779,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
780,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
781,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
782,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
783,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
784,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
785,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
786,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
787,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
788,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
789,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
790,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
791,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
792,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
793,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
794,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
795,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
796,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
797,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
798,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
799,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
800,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
801,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
802,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
803,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
804,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
805,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
806,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
807,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
808,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
809,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
810,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
811,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
812,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
813,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
814,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
815,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
816,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
817,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
818,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
819,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
820,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
821,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
822,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
823,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
824,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
825,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
826,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
827,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
828,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
829,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
830,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Water
831,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
832,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
833,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
834,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
835,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
836,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
837,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
838,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
839,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
840,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
841,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
842,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
843,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
844,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
845,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
846,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
847,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
848,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
849,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
850,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
851,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
852,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
853,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
854,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
855,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
856,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
857,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
858,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
859,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
860,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
861,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
862,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
863,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
864,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
865,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
866,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
867,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
868,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
869,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
870,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
871,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
872,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
873,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
874,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
875,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
876,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
877,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
878,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
879,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
880,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
881,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
882,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
883,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
884,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
885,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
886,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
887,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
888,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
889,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
890,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
891,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
892,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
893,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
894,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
895,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
896,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
897,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
898,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
899,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
900,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
901,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
902,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
903,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
904,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
905,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
906,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
907,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
908,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
909,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
910,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
911,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
912,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
913,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
914,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
915,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
916,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
917,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
918,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
919,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
920,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
921,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
922,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
923,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
924,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
925,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
926,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
927,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
928,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
929,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
930,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
931,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
932,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
933,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
934,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
935,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
936,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
937,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
938,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
947,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
948,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
949,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
950,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
951,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
952,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
953,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
954,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
955,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
956,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
957,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
958,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
959,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
960,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
961,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
962,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
963,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
964,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Grassland
965,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
966,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
967,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
968,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
969,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
970,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
971,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
972,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
973,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Water
974,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
975,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
976,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
977,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
978,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
979,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
980,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
981,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
982,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
983,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
984,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
985,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
986,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
987,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
988,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
989,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
990,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
991,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
992,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
993,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
994,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
995,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
996,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
997,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
998,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
999,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1000,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1001,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1002,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1003,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1004,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1005,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1006,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1007,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1008,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1009,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1010,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1011,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1012,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
1013,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1014,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1015,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1016,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1017,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Water
1018,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1019,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1020,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1021,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1022,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Grassland
1023,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Water
1024,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
1025,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1026,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1027,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1028,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1029,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1030,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1031,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1032,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1033,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1034,Forest,Forest,Grassland,Water,Non_Wetland,Water,Bareland,Forest
1035,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
1036,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1037,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1038,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1039,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
1040,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1041,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
1042,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1043,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1044,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1045,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1046,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1047,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
1048,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
1049,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Water
1050,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1051,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1052,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1053,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1054,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
1055,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1056,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1057,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1058,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1059,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
1060,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
1061,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
1062,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
1063,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
1064,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1065,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1066,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1067,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1068,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1069,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1070,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1071,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1072,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1073,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1074,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1075,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1076,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
1077,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
1078,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1079,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1080,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1081,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1082,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1083,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1084,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1085,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1086,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1087,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1088,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1089,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
1090,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1091,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1092,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1093,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1094,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
1095,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1096,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1097,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1098,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1099,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1100,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1101,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1102,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1103,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1104,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1105,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1106,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1107,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1108,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1109,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
