Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDR_M_R
3478,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3479,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3480,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3481,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3482,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3483,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3484,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3485,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3486,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
3487,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3488,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3489,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3490,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
3491,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3492,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3493,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3494,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3495,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3496,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3497,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3498,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3499,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
3500,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3501,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3502,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3503,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3504,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3505,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3506,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3507,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3508,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3509,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3510,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3511,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3512,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
3513,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3514,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3515,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3516,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3517,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3518,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3519,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3520,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3521,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3522,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3523,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3524,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3525,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
3526,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3527,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3528,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3529,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3530,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3531,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3532,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3533,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3534,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3535,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
3536,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3537,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3538,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3539,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3540,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
3541,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3542,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3543,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3544,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3545,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3546,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3547,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3548,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3549,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3550,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3551,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3552,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3553,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3554,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3555,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Water
3556,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3557,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3558,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3559,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3560,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3561,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3562,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
3563,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3564,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3565,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3566,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3567,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3568,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3569,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
3570,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3571,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
3572,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3573,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3574,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3575,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
3576,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3577,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3578,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
3579,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3580,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3581,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3582,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3583,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3584,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3585,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3586,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3587,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3588,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3589,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3590,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3591,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3592,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
3593,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3594,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3595,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3596,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3597,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3598,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3599,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3600,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
3601,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
3602,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3603,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3604,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
3605,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
3606,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3607,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
3608,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
3609,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3610,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
3611,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
3612,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
3613,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3614,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
3615,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3616,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3617,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3618,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3619,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3620,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
3621,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3622,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3623,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
3624,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3625,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3626,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3627,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3628,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3629,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3630,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3631,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
3632,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
3633,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3634,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3635,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3636,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3637,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3638,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
3639,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3640,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3641,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3642,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3643,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
3644,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3645,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3646,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3647,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3648,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3649,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
3650,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3651,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3652,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
3653,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3654,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3655,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3656,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3657,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3658,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3659,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3660,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3661,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3662,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
3663,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3664,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3665,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
3666,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
3667,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3668,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3669,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3670,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
3671,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
3672,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3673,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
3674,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
3675,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
3676,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
3677,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3678,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3679,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
3680,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
3681,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
3682,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3683,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3684,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3685,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3686,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3687,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
3688,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3689,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3690,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
3691,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
3692,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
3693,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
3694,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3695,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
3696,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3697,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
3698,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3699,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3700,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3701,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3702,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3703,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
3704,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
3705,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3706,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3707,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3708,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3709,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3710,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3711,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3712,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3713,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3714,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3715,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3716,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3717,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3718,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3719,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3720,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3721,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3722,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3723,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3724,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3725,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
3726,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
3727,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
3728,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3729,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
3730,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3731,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3732,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3733,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3734,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
3735,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3736,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3737,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3738,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3739,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3740,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3741,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3742,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
3743,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
3744,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
3745,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3746,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3747,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3748,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3749,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3750,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3751,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
3752,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3753,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3754,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3755,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3756,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
3757,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3758,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3759,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3760,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3761,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3762,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3763,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3764,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3765,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3766,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Grassland
3767,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3768,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3769,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3770,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3771,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3772,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3773,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3774,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3775,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3776,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3777,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3778,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3779,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3780,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
3781,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
3782,Water,Water,Bareland,Water,Non_Wetland,Cropland,Water,Water
3783,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3784,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3785,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3786,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3787,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3788,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3789,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3790,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3791,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3792,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3793,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3794,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3795,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3796,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
3797,Water,Water,Water,NULL,Water,NULL,Grassland,Water
3798,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
3799,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
3800,Water,Water,Water,NULL,Water,NULL,Wetland,Water
3801,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3802,Water,Water,Water,NULL,Water,NULL,Water,Forest
3803,Water,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
3804,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
3805,Water,Water,Water,NULL,Water,Shrubland,Water,Water
3806,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3807,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
3808,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
3809,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3810,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3811,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
3812,Water,Water,Water,NULL,Water,Grassland,Water,Water
3813,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3814,Water,Water,Water,NULL,Water,Grassland,Forest,Water
3815,Water,Water,Water,NULL,Water,Cropland,Grassland,Water
3816,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3817,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3818,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
3819,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
3820,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3821,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
3822,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3823,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3824,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
3825,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3826,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
3827,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3828,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
3829,Water,Water,Water,NULL,Water,Bareland,Water,Water
3830,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3831,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
3832,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3833,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
3834,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
3835,Water,Water,Water,NULL,Water,Water,Grassland,Water
3836,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3837,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
3838,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
3839,Water,Water,Water,NULL,Water,Water,Wetland,Water
3840,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3841,Water,Water,Water,NULL,Water,Water,Water,Grassland
3842,Water,Water,Water,NULL,Water,Water,Water,Wetland
3843,Water,Water,Water,NULL,Water,Water,Water,Bareland
3844,Water,Water,Water,NULL,Water,Water,Water,Water
3845,Water,Water,Water,NULL,Water,Water,Water,Forest
3846,Water,Water,Water,NULL,Water,Water,Forest,Grassland
3847,Water,Water,Water,NULL,Water,Water,Forest,Water
3848,Water,Water,Water,NULL,Water,Water,Forest,Forest
3849,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
