Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMG_M_R
685,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
686,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
687,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
688,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
689,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
690,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
691,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
692,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
693,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
694,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
695,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
696,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
697,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
698,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
699,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
700,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
701,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
702,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
703,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
704,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
705,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
706,Water,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
707,Water,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
708,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
709,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
710,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
711,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
712,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
713,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Bareland
714,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
715,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Bareland
716,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
717,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
718,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Water
719,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
720,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
721,Water,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
722,Water,NULL,Water,NULL,Water,Shrubland,Water,Bareland
723,Water,NULL,Water,NULL,Water,Grassland,NULL,Forest
724,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
725,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
726,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
727,Water,NULL,Water,NULL,Water,Grassland,Wetland,Bareland
728,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
729,Water,NULL,Water,NULL,Water,Grassland,Water,Bareland
730,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
731,Water,NULL,Water,NULL,Water,Grassland,Forest,Grassland
732,Water,NULL,Water,NULL,Water,Grassland,Forest,Forest
733,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
734,Water,NULL,Water,NULL,Water,Wetland,Water,Bareland
735,Water,NULL,Water,NULL,Water,Wetland,Forest,Grassland
736,Water,NULL,Water,NULL,Water,Wetland,Forest,Wetland
737,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
738,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
739,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
740,Water,NULL,Water,NULL,Water,Water,Water,Grassland
741,Water,NULL,Water,NULL,Water,Water,Water,Wetland
742,Water,NULL,Water,NULL,Water,Water,Water,Water
743,Water,NULL,Water,NULL,Water,Water,Forest,NULL
744,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
745,Water,NULL,Water,NULL,Water,Water,Forest,Water
746,Water,NULL,Water,NULL,Water,Water,Forest,Forest
747,Water,NULL,Water,NULL,Water,Forest,NULL,Forest
748,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
749,Water,NULL,Water,NULL,Water,Forest,Water,Grassland
750,Water,NULL,Water,NULL,Water,Forest,Water,Forest
751,Water,NULL,Water,NULL,Water,Forest,Forest,Forest
752,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
753,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
754,Water,NULL,Water,Non_Water,Water,Water,Forest,Grassland
755,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
756,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
757,Water,NULL,Water,Water,Water,Wetland,Water,Forest
758,Water,NULL,Water,Water,Water,Wetland,Forest,Wetland
759,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
760,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
761,Water,NULL,Water,Water,Water,Water,Water,Grassland
762,Water,NULL,Water,Water,Water,Water,Water,Wetland
763,Water,NULL,Water,Water,Water,Water,Water,Bareland
764,Water,NULL,Water,Water,Water,Water,Water,Water
765,Water,NULL,Water,Water,Water,Water,Forest,Grassland
766,Water,NULL,Water,Water,Water,Water,Forest,Wetland
767,Water,NULL,Water,Water,Water,Water,Forest,Water
768,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
769,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
770,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
771,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
772,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
773,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
774,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
775,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
776,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
777,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
778,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
779,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
780,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
781,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
782,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
783,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
784,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
785,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
786,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
787,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
788,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
789,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
790,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
791,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
792,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
793,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
794,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
795,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
796,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
797,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
798,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
799,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
800,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
801,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
802,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
803,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
804,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
805,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
806,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
807,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
808,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
809,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Bareland
810,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
811,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
812,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
813,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
814,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
815,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
816,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
817,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
818,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
819,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
820,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
821,Water,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
822,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Water
823,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
824,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
825,Water,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
826,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
827,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
828,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
829,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
830,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
831,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
832,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Grassland
833,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
834,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
835,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
836,Water,Wetland,Water,Water,Water,Water,Water,Wetland
837,Water,Wetland,Water,Water,Water,Water,Water,Forest
838,Water,Wetland,Water,Water,Water,Water,Forest,Grassland
839,Water,Wetland,Water,Water,Water,Water,Forest,Wetland
840,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
841,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
842,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
843,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
844,Water,Bareland,Water,Water,Water,Wetland,Water,Water
845,Water,Bareland,Water,Water,Water,Water,Water,Water
846,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
847,Water,Bareland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
848,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
849,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
850,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
851,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
852,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
853,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
854,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
855,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
856,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
857,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
858,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
859,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
860,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
861,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
862,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
863,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
864,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
865,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
866,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
867,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
868,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
869,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
870,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
871,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
872,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
873,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
874,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
875,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
876,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
877,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
878,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
879,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
880,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
881,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
882,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
883,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
884,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
885,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
886,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
887,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
888,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
889,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
890,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
891,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
892,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
893,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
894,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
895,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
896,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
897,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
898,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
899,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
900,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
901,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
902,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
903,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
904,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
905,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
906,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
907,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
908,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
909,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
910,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
911,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
912,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
913,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
914,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
915,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
916,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
917,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
918,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
919,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
920,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
921,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
922,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
923,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
924,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
925,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
926,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
927,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
928,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
929,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
930,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
931,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
932,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
933,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
934,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
935,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
936,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
937,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
938,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
939,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
940,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
941,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
942,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
943,Water,Water,Wetland,Water,Wetland,Water,Water,Water
944,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
945,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
946,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
947,Water,Water,Water,NULL,Water,NULL,Wetland,Water
948,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
949,Water,Water,Water,NULL,Water,NULL,Water,Forest
950,Water,Water,Water,NULL,Water,NULL,Forest,Forest
951,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
952,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
953,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
954,Water,Water,Water,NULL,Water,Grassland,Water,Water
955,Water,Water,Water,NULL,Water,Grassland,Water,Forest
956,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
957,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
958,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
959,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
960,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
961,Water,Water,Water,NULL,Water,Water,Grassland,Water
962,Water,Water,Water,NULL,Water,Water,Grassland,Forest
963,Water,Water,Water,NULL,Water,Water,Wetland,Water
964,Water,Water,Water,NULL,Water,Water,Wetland,Forest
965,Water,Water,Water,NULL,Water,Water,Water,Water
966,Water,Water,Water,NULL,Water,Water,Water,Forest
967,Water,Water,Water,NULL,Water,Water,Forest,Grassland
968,Water,Water,Water,NULL,Water,Water,Forest,Water
969,Water,Water,Water,NULL,Water,Water,Forest,Forest
970,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
971,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
972,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
973,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
974,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
975,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
976,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
977,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
978,Water,Water,Water,Non_Water,Water,Water,Water,Water
979,Water,Water,Water,Non_Water,Water,Water,Water,Forest
980,Water,Water,Water,Non_Water,Water,Water,Forest,Water
981,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
982,Water,Water,Water,Water,Water,Grassland,Wetland,Water
983,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
984,Water,Water,Water,Water,Water,Grassland,Water,Water
985,Water,Water,Water,Water,Water,Grassland,Water,Forest
986,Water,Water,Water,Water,Water,Wetland,Wetland,Water
987,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
988,Water,Water,Water,Water,Water,Wetland,Water,Water
989,Water,Water,Water,Water,Water,Wetland,Water,Forest
990,Water,Water,Water,Water,Water,Water,Wetland,Grassland
991,Water,Water,Water,Water,Water,Water,Wetland,Water
992,Water,Water,Water,Water,Water,Water,Wetland,Forest
993,Water,Water,Water,Water,Water,Water,Water,Grassland
994,Water,Water,Water,Water,Water,Water,Water,Wetland
995,Water,Water,Water,Water,Water,Water,Water,Water
996,Water,Water,Water,Water,Water,Water,Water,Forest
997,Water,Water,Water,Water,Water,Water,Forest,Grassland
998,Water,Water,Water,Water,Water,Water,Forest,Water
999,Water,Water,Water,Water,Water,Water,Forest,Forest
1000,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1001,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1002,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1003,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1004,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1005,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1006,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1007,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1008,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1009,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1010,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1011,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1012,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1013,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1014,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1015,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1016,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1017,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1018,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1019,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1020,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1021,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1022,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1023,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1024,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1025,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1026,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1027,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1028,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1029,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1030,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1031,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1032,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1033,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1034,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1035,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1036,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1037,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
1038,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1039,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1040,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1041,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1042,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1043,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1044,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1045,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1046,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1047,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1048,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1049,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1050,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1051,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1052,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1053,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1054,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1055,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1056,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1057,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1058,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1059,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1060,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1061,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1062,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1063,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1064,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1065,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1066,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1067,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1068,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1069,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1070,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1071,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1072,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1073,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1074,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
