Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXA_M_R
702,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
703,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
704,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
705,Water,Wetland,Water,NULL,Water,Water,Water,Water
706,Water,Wetland,Water,NULL,Water,Water,Water,Forest
707,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
708,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
709,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
710,Water,Wetland,Water,Water,Water,Wetland,Water,Water
711,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
712,Water,Wetland,Water,Water,Water,Water,Water,Wetland
713,Water,Wetland,Water,Water,Water,Water,Water,Bareland
714,Water,Wetland,Water,Water,Water,Water,Water,Water
715,Water,Wetland,Water,Water,Water,Water,Water,Forest
716,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
717,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
718,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
719,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
720,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
721,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
722,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
723,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
724,Water,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
725,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
726,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
727,Water,Bareland,Water,Water,Water,Grassland,Wetland,Water
728,Water,Bareland,Water,Water,Water,Wetland,Wetland,Water
729,Water,Bareland,Water,Water,Water,Water,Wetland,Water
730,Water,Bareland,Water,Water,Water,Water,Water,Bareland
731,Water,Bareland,Water,Water,Water,Water,Water,Water
732,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
733,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
734,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
735,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
736,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
737,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
738,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
739,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
740,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
741,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
742,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
743,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
744,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
745,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
746,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
747,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
748,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
749,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
750,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
751,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
752,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
753,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
754,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
755,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
756,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
757,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
758,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
759,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
760,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
761,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
762,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
763,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
764,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
765,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
766,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
767,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
768,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
769,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
770,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
771,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
772,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
773,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
774,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
775,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
776,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
777,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
778,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
779,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
780,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
781,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
782,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
783,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
784,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
785,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
786,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
787,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
788,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
789,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
790,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
791,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
792,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
793,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
794,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
795,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
796,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
797,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
798,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
799,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
800,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
801,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
802,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
803,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
804,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
805,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
806,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
807,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
808,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
809,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
810,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
811,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
812,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
813,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
814,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
815,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
816,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
817,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
818,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
819,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
820,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
821,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
822,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
823,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
824,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
825,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
826,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
827,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
828,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
829,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
830,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
831,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
832,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
833,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
834,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
835,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
836,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
837,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
838,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
839,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
840,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
841,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
842,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
843,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
844,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
845,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
846,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
847,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
848,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
849,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
850,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
851,Water,Water,Wetland,Water,Wetland,Water,Water,Water
852,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
853,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
854,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
855,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
856,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
857,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
858,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
859,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
860,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
861,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
862,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
863,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
864,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
865,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
866,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
867,Water,Water,Water,NULL,Water,NULL,Water,Water
868,Water,Water,Water,NULL,Water,NULL,Water,Forest
869,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
870,Water,Water,Water,NULL,Water,Wetland,Water,Water
871,Water,Water,Water,NULL,Water,Wetland,Water,Forest
872,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
873,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
874,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
875,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
876,Water,Water,Water,NULL,Water,Water,Wetland,Water
877,Water,Water,Water,NULL,Water,Water,Wetland,Forest
878,Water,Water,Water,NULL,Water,Water,Water,Grassland
879,Water,Water,Water,NULL,Water,Water,Water,Bareland
880,Water,Water,Water,NULL,Water,Water,Water,Water
881,Water,Water,Water,NULL,Water,Water,Water,Forest
882,Water,Water,Water,NULL,Water,Water,Forest,Grassland
883,Water,Water,Water,NULL,Water,Water,Forest,Water
884,Water,Water,Water,NULL,Water,Water,Forest,Forest
885,Water,Water,Water,Non_Water,Water,NULL,Water,Water
886,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
887,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
888,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
889,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
890,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
891,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
892,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
893,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
894,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
895,Water,Water,Water,Non_Water,Water,Water,Water,Water
896,Water,Water,Water,Non_Water,Water,Water,Water,Forest
897,Water,Water,Water,Non_Water,Water,Water,Forest,Water
898,Water,Water,Water,Water,Water,NULL,Water,Water
899,Water,Water,Water,Water,Water,NULL,Water,Forest
900,Water,Water,Water,Water,Water,Grassland,Wetland,Water
901,Water,Water,Water,Water,Water,Grassland,Water,Grassland
902,Water,Water,Water,Water,Water,Grassland,Water,Bareland
903,Water,Water,Water,Water,Water,Grassland,Water,Water
904,Water,Water,Water,Water,Water,Grassland,Water,Forest
905,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
906,Water,Water,Water,Water,Water,Wetland,Wetland,Bareland
907,Water,Water,Water,Water,Water,Wetland,Wetland,Water
908,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
909,Water,Water,Water,Water,Water,Wetland,Water,Grassland
910,Water,Water,Water,Water,Water,Wetland,Water,Bareland
911,Water,Water,Water,Water,Water,Wetland,Water,Water
912,Water,Water,Water,Water,Water,Wetland,Water,Forest
913,Water,Water,Water,Water,Water,Water,Grassland,Water
914,Water,Water,Water,Water,Water,Water,Wetland,Grassland
915,Water,Water,Water,Water,Water,Water,Wetland,Bareland
916,Water,Water,Water,Water,Water,Water,Wetland,Water
917,Water,Water,Water,Water,Water,Water,Wetland,Forest
918,Water,Water,Water,Water,Water,Water,Water,NULL
919,Water,Water,Water,Water,Water,Water,Water,Grassland
920,Water,Water,Water,Water,Water,Water,Water,Wetland
921,Water,Water,Water,Water,Water,Water,Water,Bareland
922,Water,Water,Water,Water,Water,Water,Water,Water
923,Water,Water,Water,Water,Water,Water,Water,Forest
924,Water,Water,Water,Water,Water,Water,Forest,Bareland
925,Water,Water,Water,Water,Water,Water,Forest,Water
926,Water,Water,Water,Water,Water,Water,Forest,Forest
927,Water,Water,Water,Water,Water,Forest,Water,Water
928,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
929,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
930,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
931,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
932,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
933,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
934,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
935,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
936,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
937,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
938,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
939,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
940,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
941,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
942,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
943,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
944,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
945,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
946,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
947,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
948,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
949,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
950,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
951,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
952,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
953,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
954,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
955,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
956,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
957,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
958,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
959,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
960,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
961,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
962,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
963,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
964,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
965,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
966,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
967,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
968,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
969,Water,Forest,Water,NULL,Water,Water,Water,Forest
970,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
971,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
972,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
973,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
974,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
975,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
976,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
977,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
978,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
979,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
980,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
981,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
982,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
983,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
984,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
985,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
986,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
987,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
988,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
989,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
990,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
991,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
992,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
993,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
994,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
995,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
996,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
997,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
998,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
999,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1001,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1002,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1003,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1004,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1005,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1006,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1007,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1008,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1009,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1012,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1013,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1014,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1015,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1016,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1017,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1018,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1019,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1020,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1021,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1022,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1023,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1024,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1025,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1026,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1027,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1028,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1029,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1030,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1031,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1032,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1033,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1034,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1035,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1036,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1037,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1038,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1039,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1040,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1041,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1042,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1043,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1044,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1045,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1046,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1047,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1048,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1049,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1050,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1051,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1052,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1053,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1054,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1055,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1056,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1057,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1058,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
1059,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1060,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1061,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1062,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1063,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1064,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1065,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1066,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1067,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1068,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1069,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1070,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1071,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1072,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1073,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1074,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1075,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1076,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1077,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1078,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1079,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1080,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1081,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1082,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
