Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTP_M_R
6757,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6758,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6759,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6760,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6761,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
6762,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6763,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6764,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
6765,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
6766,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
6767,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6768,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6769,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6770,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6771,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6772,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6773,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6774,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6775,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6776,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6777,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6778,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6779,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6780,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6781,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6782,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6783,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6784,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6785,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6786,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6787,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
6788,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6789,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
6790,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
6791,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6792,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
6793,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6794,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
6795,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6796,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6797,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6798,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6799,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6800,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6801,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6802,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6803,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6804,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6805,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6806,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6807,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6808,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6809,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6810,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6811,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6812,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6813,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6814,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6815,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6816,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6817,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6818,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6819,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6820,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6821,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6822,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6823,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6824,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6825,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6826,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6827,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6828,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6829,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6830,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6831,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6832,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6833,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6834,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6835,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6836,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6837,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6838,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6839,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6840,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6841,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6842,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6843,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6844,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6845,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6846,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6847,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6848,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6849,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6850,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6851,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
6852,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6853,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6854,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6855,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6856,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6857,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
6858,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6859,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6860,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6861,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6862,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6863,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6864,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6865,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6866,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6867,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6868,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6869,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6870,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6871,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6872,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6873,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6874,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6875,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6876,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6877,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6878,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6879,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6880,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6881,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6882,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
6883,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6884,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6885,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6886,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6887,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6888,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6889,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6890,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6891,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6892,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6893,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6894,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6895,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6896,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6897,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6898,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6899,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6900,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6901,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6902,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6903,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6904,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6905,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6906,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6907,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6908,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6909,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6910,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6911,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6912,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6913,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6914,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6915,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6916,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6917,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6918,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6919,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6920,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6921,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6922,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6923,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6924,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6925,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6926,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6927,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6928,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
6929,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6930,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
6931,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6932,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6933,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
6934,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6935,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6936,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
6937,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6938,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6939,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6940,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6941,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6942,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6943,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6944,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6945,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6946,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6947,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
6948,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6949,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6950,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6951,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6952,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6953,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6954,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6955,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6956,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6957,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
6958,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6959,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
6960,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
6961,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
6962,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
6963,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
6964,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
6965,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
6966,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6967,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
6968,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
6969,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6970,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6971,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6972,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
6973,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6974,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
6975,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6976,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6977,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
6978,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
6979,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
6980,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
6981,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
6982,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6983,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6984,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
6985,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6986,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6987,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6988,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
6989,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6990,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6991,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6992,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6993,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6994,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
6995,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6996,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6997,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6998,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6999,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7000,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7001,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7002,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
7003,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
7004,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7005,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7006,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
7007,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7008,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
7009,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
7010,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7011,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
7012,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7013,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7014,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7015,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7016,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
7017,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
7018,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7019,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7020,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7021,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7022,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7023,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7024,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
7025,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7026,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7027,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7028,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7029,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
7030,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7031,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
7032,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
7033,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Forest
7034,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
7035,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
7036,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
7037,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
7038,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
7039,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
7040,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
7041,Forest,NULL,Water,NULL,Water,Shrubland,Forest,NULL
7042,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
7043,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
7044,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
7045,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
7046,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
7047,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
7048,Forest,NULL,Water,Water,Water,NULL,Water,Water
7049,Forest,NULL,Water,Water,Water,NULL,Forest,Grassland
7050,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
7051,Forest,NULL,Water,Water,Water,Shrubland,Forest,Grassland
7052,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7053,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7054,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7055,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7056,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7057,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
7058,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
7059,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7060,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7061,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7062,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7063,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
7064,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
7065,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
7066,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7067,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7068,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7069,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7070,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
7071,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
7072,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7073,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
7074,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
7075,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7076,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7077,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7078,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7079,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7080,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
7081,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7082,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7083,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7084,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7085,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
