Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R
11810,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11811,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11812,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11813,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11814,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
11815,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11816,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
11817,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11818,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
11819,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
11820,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
11821,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11822,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
11823,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11824,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
11825,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11826,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
11827,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11828,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11829,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11830,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11831,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11832,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11833,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
11834,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11835,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11836,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11837,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11838,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
11839,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11840,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11841,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
11842,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11843,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11844,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11845,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11846,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11847,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
11848,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11849,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11850,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11851,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
11852,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11853,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11854,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11855,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
11856,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11857,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
11858,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11859,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11860,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11861,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11862,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
11863,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11864,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11865,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11866,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11867,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11868,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
11869,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11870,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
11871,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11872,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11873,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11874,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
11875,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
11876,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
11877,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
11878,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11879,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
11880,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11881,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
11882,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11883,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11884,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11885,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11886,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11887,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
11888,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
11889,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11890,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11891,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11892,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11893,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11894,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11895,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11896,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
11897,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
11898,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
11899,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
11900,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11901,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11902,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,NULL
11903,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11904,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
11905,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
11906,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
11907,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
11908,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
11909,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
11910,Forest,Wetland,Wetland,Water,Wetland,Bareland,Forest,Water
11911,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
11912,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
11913,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
11914,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
11915,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
11916,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
11917,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
11918,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
11919,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
11920,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
11921,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
11922,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
11923,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
11924,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
11925,Forest,Wetland,Water,Water,Water,Water,Water,Water
11926,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11927,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
11928,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
11929,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
11930,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11931,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11932,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11933,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11934,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11935,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11936,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11937,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
11938,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11939,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11940,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
11941,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
11942,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11943,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
11944,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11945,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11946,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
11947,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
11948,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
11949,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
11950,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
11951,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11952,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
11953,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
11954,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
11955,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
11956,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11957,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11958,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11959,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11960,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11961,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
11962,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11963,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11964,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11965,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
11966,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11967,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11968,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11969,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11970,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11971,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11972,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11973,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11974,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11975,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11976,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11977,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11978,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11979,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11980,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11981,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11982,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11983,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11984,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11985,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11986,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11987,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11988,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11989,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11990,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11991,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11992,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
11993,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
11994,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11995,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11996,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
11997,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11998,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
11999,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12000,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
12001,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12002,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12003,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12004,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12005,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12006,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12007,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12008,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12009,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12010,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12011,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12012,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12013,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12014,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12015,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12016,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12017,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12018,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12019,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12020,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12021,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12022,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12023,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12024,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12025,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12026,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12027,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12028,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12029,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
12030,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12031,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12032,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12033,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12034,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12035,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12036,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12037,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12038,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12039,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12040,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12041,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12042,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12043,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12044,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12045,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12046,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12047,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12049,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12050,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12051,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12052,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12053,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12054,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12055,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12056,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12057,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12058,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12059,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12060,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12061,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12062,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
12063,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12064,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12065,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12066,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12067,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12068,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
12069,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12070,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12071,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12072,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12073,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12074,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12075,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12076,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12077,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12078,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12079,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12080,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12081,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12082,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
12083,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
12084,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12085,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12086,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12087,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12088,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12089,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12090,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12091,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12092,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
12093,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
12094,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12095,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12096,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12097,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12098,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12099,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12100,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12101,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12102,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12103,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12104,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12105,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12106,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12107,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12108,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12109,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12110,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12111,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12112,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12113,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12114,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12115,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12116,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12117,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12118,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12119,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12120,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12121,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12122,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12123,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12124,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
12125,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12126,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12127,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12128,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12129,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12130,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12131,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12132,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
