Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKS_M_R
7678,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
7679,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
7680,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7681,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7682,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
7683,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
7684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
7686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
7687,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
7688,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
7689,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7690,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7691,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7692,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7693,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7694,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7695,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7696,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7697,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7698,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7702,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7703,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7704,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7705,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7706,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
7707,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7708,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7709,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
7710,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7711,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
7712,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7713,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
7714,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
7715,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7716,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7717,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7718,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
7719,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7720,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
7721,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7722,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
7723,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
7724,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
7725,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
7726,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
7727,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
7728,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
7729,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
7730,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
7731,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7732,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7733,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7734,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7735,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
7736,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
7737,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
7738,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
7739,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
7740,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
7741,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7742,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
7743,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
7744,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
7745,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
7746,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7747,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7748,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7749,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7750,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7751,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7752,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7753,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7754,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
7755,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
7756,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
7757,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7758,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7759,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7760,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7761,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7762,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7763,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
7764,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
7765,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Water
7766,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
7767,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
7768,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
7769,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
7770,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Bareland,Water
7771,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
7772,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
7773,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Water
7774,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
7775,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7776,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7777,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7778,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7779,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7780,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7781,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7782,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7783,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
7784,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7785,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7786,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7787,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7788,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7789,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7790,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7791,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7792,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7793,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7794,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7795,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7796,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7797,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7798,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7799,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7800,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7801,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
7802,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7803,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7804,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7805,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7806,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7807,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7808,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7809,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7810,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
7811,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
7812,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7813,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7814,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7815,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7816,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7817,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
7818,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7819,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Water
7820,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7821,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7822,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
7823,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Water
7824,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7825,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7826,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
7827,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
7828,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7829,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
7830,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
7831,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
7832,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
7833,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
7834,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Water,Water
7835,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Water,Forest
7836,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
7837,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7838,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7839,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7840,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7841,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7842,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7843,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7844,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7845,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7846,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7847,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7848,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7849,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7850,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7851,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7852,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7853,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7854,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7855,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7856,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7857,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7858,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
7859,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7860,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7861,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7862,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7863,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
7864,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7865,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7866,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7867,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7868,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7869,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
7870,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7871,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7872,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7873,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7874,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7875,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7876,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7877,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
7878,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7879,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7880,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7881,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7882,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7883,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
7884,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7885,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7886,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7887,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7888,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7889,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
7890,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
7891,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
7892,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7893,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7894,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7895,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7896,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7897,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7898,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7899,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7900,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7901,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7902,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7903,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7904,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7905,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7906,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7907,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
7908,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7909,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
7910,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7911,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7912,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7913,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7914,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7915,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7916,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
7917,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7918,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7919,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7920,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7921,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
7922,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
7923,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7924,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7925,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7926,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7927,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7928,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7929,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7930,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7931,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7932,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7933,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7934,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7935,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7936,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7937,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7938,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7939,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7940,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7941,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7942,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7943,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7944,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7945,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7946,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7947,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7948,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7949,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7950,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7951,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7952,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7953,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7954,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7955,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7956,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7957,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7958,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7959,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7960,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
7961,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
7962,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7963,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7964,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7965,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
7966,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7967,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7968,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7969,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
7970,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7971,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
7972,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Water
7973,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
7974,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7975,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7976,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
7977,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7978,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7979,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
7980,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
7981,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
7982,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
7983,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
7984,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
7985,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7986,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
7987,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Water
7988,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
7989,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7990,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7991,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7992,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7993,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
7994,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7995,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7996,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7997,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7998,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
7999,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
8000,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8001,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8002,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8003,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
