Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQN_M_R
11351,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
11352,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11353,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
11354,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11355,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
11356,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11357,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11358,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
11359,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11360,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
11361,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
11362,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11363,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11364,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
11365,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
11366,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
11367,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11368,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11369,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
11370,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
11371,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11372,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11373,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
11374,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11375,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11376,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11377,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11378,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
11379,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11380,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
11381,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
11382,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
11383,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
11384,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
11385,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11386,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11387,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11388,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
11389,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11390,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
11391,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
11392,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11393,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11394,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11395,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11396,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
11397,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
11398,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11399,Water,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
11400,Water,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
11401,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11402,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11403,Water,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11404,Water,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11405,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11406,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Cropland
11407,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11408,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
11409,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11410,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11411,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11412,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11413,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11414,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11415,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
11416,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
11417,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
11418,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11419,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11420,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11421,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11422,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11423,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
11424,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Built-up,Water
11425,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
11426,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
11427,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
11428,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
11429,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
11430,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
11431,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
11432,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11433,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
11434,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11435,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
11436,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11437,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
11438,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
11439,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11440,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11441,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11442,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
11443,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Cropland
11444,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
11445,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
11446,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
11447,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11448,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11449,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11450,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11451,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
11452,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11453,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Water
11454,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11455,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11456,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
11457,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11458,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11459,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11460,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11461,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
11462,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
11463,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
11464,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11465,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
11466,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,NULL
11467,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,NULL
11468,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
11469,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
11470,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
11471,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
11472,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
11473,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11474,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
11475,Water,Water,Grassland,Water,Non_Wetland,NULL,Shrubland,Forest
11476,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Grassland
11477,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
11478,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11479,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
11480,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
11481,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
11482,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
11483,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Bareland
11484,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Water
11485,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Forest
11486,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
11487,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
11488,Water,Water,Grassland,Water,Non_Wetland,Forest,NULL,Forest
11489,Water,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
11490,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11491,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11492,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11493,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11494,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11495,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11496,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11497,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11498,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11499,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11500,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11501,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11502,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11503,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11504,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11505,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11506,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11507,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11508,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11509,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
11510,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11511,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
11512,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11513,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11514,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11515,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11516,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11517,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11518,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11519,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11520,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11521,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11522,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11523,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11524,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11525,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11526,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11527,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11528,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11529,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
11530,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11531,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11532,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11533,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11534,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11535,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11536,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
11537,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
11538,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
11539,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
11540,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11541,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
11542,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11543,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
11544,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
11545,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11546,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
11547,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11548,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11549,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
11550,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11551,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11552,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11553,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11554,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11555,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11556,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11557,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11558,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11559,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11560,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11561,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
11562,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11563,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
11564,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
11565,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11566,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11567,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11568,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11569,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11570,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
11571,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11572,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11573,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11574,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11575,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11576,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
11577,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11578,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
11579,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11580,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11581,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Wetland
11582,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11583,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11584,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11585,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
11586,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11587,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11588,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11589,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
11590,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
11591,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11592,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
11593,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11594,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11595,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11596,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11597,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11598,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
11599,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11600,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
11601,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11602,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11603,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11604,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11605,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11606,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
11607,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
11608,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11609,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
11610,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
11611,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
11612,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
11613,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
11614,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11615,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11616,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
11617,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11618,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
11619,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11620,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11621,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
11622,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
11623,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
11624,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11625,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
11626,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
11627,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
11628,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11629,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
11630,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
11631,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
11632,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
11633,Water,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
11634,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11635,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11636,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11637,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
11638,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
11639,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
11640,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
11641,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
11642,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
11643,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
11644,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
11645,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11646,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
11647,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
11648,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
11649,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Wetland
11650,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
11651,Water,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
11652,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11653,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
11654,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
11655,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11656,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11657,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
11658,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
11659,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
11660,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
11661,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
11662,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
11663,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
11664,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
11665,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
11666,Water,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
11667,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
11668,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
11669,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
11670,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
11671,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
11672,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
11673,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
11674,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
11675,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11676,Water,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
11677,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11678,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
11679,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
11680,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
11681,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
11682,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
11683,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Cropland
11684,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
11685,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
11686,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
11687,Water,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
11688,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11689,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11690,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11691,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
11692,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11693,Water,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11694,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11695,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
11696,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11697,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,NULL
11698,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
11699,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
