Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTM_M_R
680,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
681,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
682,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
683,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
684,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
685,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
686,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
687,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
688,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
689,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
690,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
691,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
692,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
693,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
694,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
695,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
696,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
697,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
698,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
699,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
700,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
701,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
702,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
703,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
704,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
705,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
706,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
707,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
708,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
709,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
710,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
711,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
712,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
713,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
714,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
715,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
716,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
717,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
718,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
719,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
720,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
721,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
722,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
723,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
724,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
725,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
726,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
727,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
728,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
729,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
730,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
731,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
732,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
733,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
734,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
735,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
736,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
737,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
738,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
739,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
740,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
741,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
742,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
743,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
744,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
745,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
746,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
747,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
748,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
749,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
750,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
751,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
752,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
753,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
754,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
755,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
756,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
757,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
758,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
759,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
760,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
761,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
762,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
763,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
764,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
765,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
766,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
767,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
768,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
769,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
770,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
771,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
772,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
773,Forest,NULL,Wetland,Water,Wetland,Shrubland,Forest,Forest
774,Forest,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
775,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
776,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
777,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
778,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
779,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
780,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
781,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
782,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
783,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
784,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
785,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
786,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,NULL
787,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
788,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
789,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
790,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
791,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
792,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
793,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
794,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
795,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
796,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
797,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
798,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
799,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
800,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
801,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
802,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
803,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
804,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
805,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
806,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
807,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
808,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
809,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
810,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
811,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
812,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
813,Forest,NULL,Built-up,Water,Non_Wetland,Shrubland,Forest,Forest
814,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
815,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
816,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
817,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
818,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
819,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
820,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
821,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
822,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
823,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
824,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
825,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
826,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
827,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
828,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
829,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
830,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
831,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
832,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
833,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
834,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
835,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
836,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
837,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
838,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
839,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
840,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
841,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
842,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
843,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
844,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
845,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
846,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
847,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
848,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
849,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
850,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
851,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
852,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
853,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
854,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
855,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
856,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
857,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
858,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
859,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
860,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
861,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
862,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
863,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
864,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
865,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
866,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
867,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
868,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
869,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
870,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
871,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
872,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
873,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
874,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
875,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
876,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
877,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
878,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
879,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
880,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
881,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
882,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
883,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
884,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
885,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
886,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
887,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
888,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
889,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
890,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
891,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
892,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
893,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
894,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
895,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
896,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
897,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
898,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
899,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
900,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
901,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
902,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
903,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
904,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
905,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
906,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
907,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
908,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
909,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
910,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
911,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
912,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
913,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
914,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
915,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
916,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
917,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
918,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
919,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
920,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
921,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
922,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
923,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
924,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
925,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
926,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
927,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
928,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
929,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
930,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
931,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
932,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
933,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
934,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
935,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
936,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
937,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
938,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
939,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
940,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
941,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
942,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
943,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
944,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
945,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
946,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
947,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
948,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
949,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
950,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
951,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
952,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
953,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
954,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
955,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
956,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
957,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
958,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
959,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
960,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
961,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
962,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
963,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
964,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
965,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
966,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
967,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
968,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
969,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
970,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
971,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
972,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
973,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
974,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
975,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
976,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
977,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
978,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
979,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
980,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
981,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
982,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
983,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
984,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
985,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
986,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
987,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
988,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
989,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
990,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
991,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
992,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
993,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
994,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
995,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
996,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
997,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
998,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
999,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1000,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1001,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1002,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1003,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1004,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1005,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1006,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1007,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1008,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1009,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1010,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1011,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
1012,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
1013,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1014,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1015,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1016,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1017,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1018,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1019,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1020,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1021,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1022,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1023,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1024,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1025,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1026,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1027,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1028,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1029,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1030,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1031,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1032,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1033,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1034,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1035,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
