Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R
21259,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
21260,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
21261,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
21262,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
21263,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
21264,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
21265,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
21266,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
21267,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
21268,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
21269,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Built-up
21270,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
21271,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
21272,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
21273,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
21274,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
21275,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
21276,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
21277,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
21278,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
21279,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
21280,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
21281,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
21282,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
21283,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
21284,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
21285,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
21286,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
21287,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
21288,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
21289,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
21290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
21291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
21292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
21293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
21294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
21295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,NULL
21296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
21297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
21298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
21299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
21300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
21301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
21302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Cropland
21303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
21304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
21305,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
21306,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,NULL
21307,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
21308,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
21309,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
21310,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
21311,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
21312,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
21313,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
21314,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
21315,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
21316,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
21317,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
21318,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,NULL
21319,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
21320,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
21321,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Water
21322,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
21323,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
21324,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
21325,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
21326,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
21327,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
21328,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
21329,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21330,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
21331,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
21332,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
21333,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
21334,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
21335,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
21336,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
21337,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
21338,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
21339,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
21340,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
21341,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
21342,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21343,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
21344,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
21345,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
21346,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
21347,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
21348,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
21349,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
21350,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
21351,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
21352,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
21353,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
21354,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
21355,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
21356,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
21357,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
21358,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
21359,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
21360,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
21361,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
21362,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
21363,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
21364,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
21365,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
21366,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
21367,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
21368,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
21369,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
21370,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
21371,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
21372,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
21373,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21374,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
21375,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
21376,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
21377,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
21378,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21379,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21380,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
21381,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
21382,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21383,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
21384,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21385,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
21386,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
21387,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
21388,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
21389,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
21390,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
21391,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
21392,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
21393,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
21394,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
21395,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
21396,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21397,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
21398,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
21399,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
21400,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
21401,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
21402,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
21403,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
21404,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
21405,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
21406,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
21407,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
21408,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
21409,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21410,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21411,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
21412,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
21413,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21414,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
21415,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
21416,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
21417,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
21418,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
21419,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
21420,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
21421,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
21422,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
21423,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
21424,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
21425,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
21426,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
21427,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
21428,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
21429,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
21430,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
21431,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
21432,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
21433,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
21434,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
21435,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
21436,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
21437,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
21438,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
21439,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
21440,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
21441,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
21442,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
21443,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
21444,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
21445,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
21446,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
21447,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
21448,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
21449,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
21450,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
21451,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
21452,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
21453,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
21454,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
21455,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
21456,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
21457,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
21458,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
21459,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
21460,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
21461,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
21462,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
21463,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
21464,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
21465,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
21466,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
21467,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
21468,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
21469,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
21470,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
21471,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
21472,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
21473,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
21474,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
21475,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
21476,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
21477,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
21478,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
21479,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
21480,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
21481,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
21482,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
21483,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
21484,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
21485,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
21486,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
21487,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
21488,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
21489,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
21490,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21491,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
21492,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
21493,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
21494,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
21495,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21496,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
21497,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
21498,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
21499,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
21500,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
21501,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
21502,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
21503,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
21504,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
21505,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
21506,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
21507,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
21508,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
21509,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
21510,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
21511,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
21512,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
21513,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
21514,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
21515,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
21516,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
21517,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,NULL
21518,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
21519,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
21520,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
21521,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
21522,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
21523,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
21524,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
21525,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
21526,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
21527,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
21528,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
21529,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
21530,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
21531,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
21532,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
21533,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
21534,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
21535,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
21536,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
21537,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
21538,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
21539,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
21540,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
21541,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
21542,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
21543,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
21544,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
21545,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
21546,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
21547,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,NULL
21548,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
21549,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Built-up
21550,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
21551,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
21552,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
21553,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
21554,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
21555,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
21556,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
21557,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
21558,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
21559,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
21560,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
21561,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
21562,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
21563,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
21564,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
21565,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
21566,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
21567,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
21568,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
21569,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
21570,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
21571,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
21572,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
21573,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
21574,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
21575,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
21576,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
21577,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
21578,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
21579,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
21580,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
21581,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
21582,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
