Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZJ_M_R
1067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1070,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1071,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1073,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1074,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1077,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1079,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1081,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1083,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1085,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1087,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1088,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1089,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1091,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1093,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1094,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1096,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1097,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1098,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1099,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1100,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1101,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1102,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1103,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1104,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1105,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1106,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1107,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1108,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1109,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1110,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1111,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1112,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1113,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1114,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1116,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1118,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1119,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1120,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1121,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1123,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1124,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1125,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1126,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1127,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1128,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1129,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1130,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1131,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1132,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1133,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
1134,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1135,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1136,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1137,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1138,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1140,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1141,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1142,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1143,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1144,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1146,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1147,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1148,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1149,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1150,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1151,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1152,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1153,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
