Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R
6005,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
6006,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6007,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6008,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6009,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6010,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6011,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6012,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6013,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6014,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6015,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6016,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6017,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6018,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
6019,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
6020,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6021,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6022,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6023,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
6024,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
6025,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6026,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6027,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6028,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
6029,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6030,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6031,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6032,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6033,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6034,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
6035,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6036,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6037,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6038,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
6039,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6040,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6041,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6042,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6043,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
6044,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6045,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6046,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6047,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6048,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6049,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6050,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6051,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6052,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
6053,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6054,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
6055,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6056,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
6057,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
6058,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
6059,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Grassland
6060,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water,Forest
6061,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
6062,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6063,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6064,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
6065,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
6066,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
6067,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
6068,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Forest
6069,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
6070,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
6071,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6072,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6073,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
6074,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6075,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
6076,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6077,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6078,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6079,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
6080,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6081,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
6082,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
6083,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
6084,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Grassland
6085,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
6086,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
6087,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
6088,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
6089,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Water,Forest
6090,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
6091,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6092,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6093,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6094,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6095,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6096,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6097,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6098,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6099,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6100,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6101,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6102,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6103,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6104,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6105,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6106,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6107,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6108,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6109,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6110,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6111,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6112,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6113,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6114,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6115,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6116,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6117,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6118,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6119,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6120,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6121,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
6122,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6123,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6124,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6125,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6126,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6127,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6128,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6129,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
6130,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6131,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
6132,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
6133,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
6134,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
6135,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6136,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6137,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6138,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6139,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6140,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6141,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6142,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6143,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6144,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6145,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
6146,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6147,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
6148,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6149,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6150,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6151,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6152,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
6153,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
6154,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6155,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
6156,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
6157,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6158,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
6159,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
6160,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6161,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6162,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
6163,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
6164,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6165,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6166,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
6167,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6168,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
6169,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
6170,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
6171,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
6172,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6173,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
6174,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
6175,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6176,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6177,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
6178,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6179,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6180,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6181,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
6182,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6183,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6184,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
6185,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6186,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
6187,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
6188,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
6189,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
6190,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
6191,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
6192,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
6193,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
6194,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
6195,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6196,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
6197,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6198,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6199,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6200,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6201,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6202,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6203,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
6204,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6205,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6206,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6207,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6208,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
6209,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
6210,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
6211,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
6212,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6213,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6214,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
6215,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
6216,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6217,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6218,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6219,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
6220,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6221,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6222,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6223,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
6224,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
6225,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
6226,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
6227,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
6228,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6229,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
6230,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6231,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
6232,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
6233,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
6234,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
6235,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6236,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
6237,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6238,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
6239,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6240,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
6241,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
6242,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
6243,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6244,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
6245,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
6246,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6247,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
6248,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6249,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6250,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6251,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6252,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6253,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6254,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6255,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6256,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6257,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
6258,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
6259,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6260,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6261,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6262,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6263,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6264,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6265,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6266,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6267,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
6268,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6269,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
6270,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
6271,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6272,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6273,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
6274,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6275,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
6276,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6277,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6278,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6279,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6280,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6281,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6282,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6283,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
6284,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
6285,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6286,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6287,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
6288,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6289,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6290,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6291,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6292,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6293,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6294,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6295,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6296,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6297,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6298,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6299,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
6300,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6301,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
6302,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
6303,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
6304,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6305,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
6306,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
6307,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
6308,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6309,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6310,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6311,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6312,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
6313,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6314,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
6315,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
6316,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
6317,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
6318,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
6319,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6320,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
6321,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
6322,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
6323,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
6324,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6325,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
6326,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6327,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6328,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
6329,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6330,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6331,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
6332,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
6333,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
6334,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
6335,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
6336,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
6337,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
6338,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
6339,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
6340,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
6341,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
6342,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6343,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6344,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
6345,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6346,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6347,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
