Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R
33833,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
33834,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
33835,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
33836,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
33837,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
33838,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
33839,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
33840,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
33841,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
33842,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
33843,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
33844,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
33845,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
33846,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
33847,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Built-up
33848,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
33849,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
33850,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
33851,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
33852,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
33853,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
33854,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
33855,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
33856,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
33857,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
33858,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
33859,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
33860,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
33861,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
33862,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
33863,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
33864,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
33865,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
33866,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
33867,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
33868,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
33869,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
33870,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
33871,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
33872,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
33873,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
33874,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
33875,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Wetland
33876,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
33877,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
33878,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
33879,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
33880,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
33881,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
33882,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
33883,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
33884,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
33885,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
33886,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
33887,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
33888,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
33889,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
33890,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
33891,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
33892,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
33893,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
33894,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
33895,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
33896,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
33897,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
33898,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
33899,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
33900,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
33901,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
33902,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
33903,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
33904,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
33905,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
33906,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
33907,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
33908,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
33909,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
33910,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
33911,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
33912,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
33913,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
33914,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
33915,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
33916,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
33917,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
33918,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
33919,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
33920,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
33921,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
33922,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
33923,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
33924,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
33925,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Grassland
33926,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
33927,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
33928,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
33929,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
33930,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
33931,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
33932,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
33933,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
33934,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
33935,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
33936,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Built-up
33937,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
33938,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
33939,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
33940,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
33941,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
33942,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,NULL
33943,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
33944,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
33945,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Built-up
33946,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
33947,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
33948,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
33949,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
33950,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
33951,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Built-up
33952,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
33953,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
33954,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
33955,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
33956,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
33957,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
33958,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
33959,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
33960,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
33961,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
33962,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
33963,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
33964,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Forest
33965,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
33966,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Built-up
33967,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
33968,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
33969,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Forest
33970,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,NULL
33971,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
33972,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
33973,Forest,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
33974,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
33975,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
33976,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,NULL
33977,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
33978,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Cropland
33979,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Wetland
33980,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
33981,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
33982,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Wetland,Forest
33983,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,NULL
33984,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
33985,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
33986,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
33987,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,Water,Forest
33988,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
33989,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
33990,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Water
33991,Forest,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
33992,Forest,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Forest
33993,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
33994,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
33995,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
33996,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
33997,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
33998,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
33999,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
34000,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
34001,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
34002,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
34003,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
34004,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
34005,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
34006,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
34007,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
34008,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
34009,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
34010,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
34011,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
34012,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
34013,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
34014,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
34015,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
34016,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
34017,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
34018,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
34019,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
34020,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
34021,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
34022,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
34023,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
34024,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
34025,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
34026,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
34027,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
34028,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
34029,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
34030,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
34031,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
34032,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
34033,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
34034,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
34035,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
34036,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
34037,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
34038,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
34039,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
34040,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
34041,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
34042,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
34043,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
34044,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
34045,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
34046,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
34047,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
34048,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
34049,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
34050,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
34051,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
34052,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
34053,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
34054,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
34055,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
34056,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
34057,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
34058,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
34059,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
34060,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
34061,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
34062,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
34063,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
34064,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
34065,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
34066,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
34067,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
34068,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
34069,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
34070,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
34071,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
34072,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
34073,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
34074,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
34075,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
34076,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
34077,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
34078,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
34079,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
34080,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
34081,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
34082,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
34083,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
34084,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
34085,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
34086,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
34087,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
34088,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
34089,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
34090,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
34091,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
34092,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
34093,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
34094,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
34095,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
34096,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
34097,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
34098,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
34099,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
34100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
34101,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
34102,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
34103,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
34104,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
34105,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
34106,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
34107,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
34108,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
34109,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
34110,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
34111,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
34112,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
34113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
34114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
34115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
34116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
34117,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
34118,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
34119,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
34120,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
34121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
34122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
34123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
34124,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
34125,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
34126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
34127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
34128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
34129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
34130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
34131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
34132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
34133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
34134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
34135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
34136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
34137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
34138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
34139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
34140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
34141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
34142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
34143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
34144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
34145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
34146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
34147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
