Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R
15139,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
15140,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
15141,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
15142,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
15143,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
15144,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
15145,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
15146,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
15147,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
15148,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
15149,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
15150,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
15151,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15152,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15153,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
15154,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15155,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15156,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15157,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
15158,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15159,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15160,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15161,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15162,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
15163,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
15164,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
15165,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15166,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15167,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15168,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
15169,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
15170,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15171,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15172,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15173,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15174,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15175,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
15176,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15177,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15178,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
15179,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15180,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
15181,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
15182,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
15183,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15184,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
15185,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
15186,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
15187,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15188,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15189,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15190,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15191,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15192,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15193,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15194,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15195,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
15196,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15197,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15198,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15199,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15200,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15201,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
15202,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
15203,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
15204,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
15205,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
15206,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
15207,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
15208,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15209,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15210,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15211,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
15212,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
15213,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
15214,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Cropland
15215,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
15216,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
15217,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
15218,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
15219,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
15220,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15221,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
15222,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15223,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15224,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
15225,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
15226,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
15227,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
15228,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,NULL
15229,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Cropland
15230,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
15231,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15232,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
15233,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
15234,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
15235,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
15236,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
15237,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
15238,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
15239,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
15240,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
15241,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15242,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
15243,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
15244,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
15245,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
15246,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
15247,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
15248,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
15249,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
15250,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
15251,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15252,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
15253,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
15254,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
15255,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
15256,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
15257,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
15258,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
15259,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
15260,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
15261,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
15262,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
15263,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
15264,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
15265,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
15266,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15267,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
15268,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
15269,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
15270,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Forest
15271,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
15272,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
15273,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
15274,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
15275,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
15276,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
15277,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
15278,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
15279,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
15280,Forest,NULL,NULL,Water,Non_Wetland,Bareland,NULL,NULL
15281,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
15282,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
15283,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
15284,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
15285,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
15286,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
15287,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
15288,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
15289,Forest,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Wetland
15290,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Wetland
15291,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Water
15292,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Forest
15293,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15294,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15295,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
15296,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
15297,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
15298,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
15299,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
15300,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15301,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
15302,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15303,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15304,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
15305,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15306,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
15307,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
15308,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15309,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
15310,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15311,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
15312,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
15313,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
15314,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
15315,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15316,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
15317,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
15318,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
15319,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
15320,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
15321,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
15322,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
15323,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
15324,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
15325,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
15326,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
15327,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
15328,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
15329,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
15330,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
15331,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
15332,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15333,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
15334,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15335,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15336,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
15337,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15338,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
15339,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
15340,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15341,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15342,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15343,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15344,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15345,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15346,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15347,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15348,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15349,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15350,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15351,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15352,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15353,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15354,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15355,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
15356,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15357,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15358,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15359,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15360,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
15361,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15362,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15363,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15364,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
15365,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
15366,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15367,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
15368,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15369,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
15370,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
15371,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15372,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
15373,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15374,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
15375,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
15376,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15377,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
15378,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15379,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
15380,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
15381,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15382,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15383,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15384,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15385,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15386,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15387,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15388,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15389,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15390,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15391,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15392,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
15393,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
15394,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15395,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
15396,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15397,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
15398,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
15399,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
15400,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15401,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
15402,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15403,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
15404,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
15405,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15406,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15407,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
15408,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15409,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
15410,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
15411,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15412,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
15413,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
15414,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
15415,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15416,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
15417,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15418,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15419,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
15420,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
15421,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
15422,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
15423,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
15424,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
15425,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
15426,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
15427,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15428,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
15429,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
15430,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
15431,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
15432,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15433,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15434,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15435,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
15436,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15437,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15438,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15439,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
15440,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15441,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15442,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
15443,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
15444,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15445,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
15446,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
15447,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
15448,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15449,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15450,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
15451,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15452,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
15453,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
15454,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
15455,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15456,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15457,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
15458,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15459,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
15460,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
15461,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
