Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLG_M_R
4091,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4092,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4093,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4094,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4095,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4096,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4097,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
4098,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4099,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
4100,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
4101,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
4102,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
4103,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
4104,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
4105,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
4106,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
4107,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
4108,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
4109,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
4110,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4111,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
4112,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
4113,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
4114,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
4115,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
4116,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
4117,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
4118,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
4119,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
4120,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
4121,Forest,NULL,Water,Water,Water,NULL,NULL,Water
4122,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
4123,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4124,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4125,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4126,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4127,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4128,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4129,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4130,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4131,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4132,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4133,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4134,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4135,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
4136,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
4137,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4138,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4139,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
4140,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4141,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
4142,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4143,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
4144,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4145,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4146,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4147,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4148,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4149,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4150,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4151,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4152,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4153,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4154,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4155,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
4156,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4157,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4158,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4159,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4160,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4161,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4162,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4163,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4164,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4165,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4166,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4167,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4168,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4169,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4170,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4171,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4172,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4173,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4174,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4175,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4176,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4177,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4178,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4179,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4180,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4181,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4182,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4183,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4184,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4185,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4186,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4187,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4188,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4189,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4190,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4191,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4192,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4193,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4194,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4195,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4196,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4197,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4198,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4199,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4200,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4201,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4202,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4203,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4204,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4205,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4206,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4207,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4208,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
4209,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4210,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
4211,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4212,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4213,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
4214,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
4215,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4216,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4217,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4218,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4219,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4220,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4221,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4222,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
4223,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
4224,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
4225,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
4226,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
4227,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
4228,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
4229,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
4230,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4231,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4232,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4233,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4234,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4235,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4236,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4237,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4238,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4239,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4240,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4241,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
4242,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4243,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
4244,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
4245,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
4246,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
4247,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
4248,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
4249,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4250,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
4251,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
4252,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Water
4253,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
4254,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
4255,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
4256,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
4257,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
4258,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
4259,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4260,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4261,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4262,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4263,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4264,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4265,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4266,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4267,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4268,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4269,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
4270,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4271,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
4272,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4273,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4274,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4275,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
4276,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4277,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
4278,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4279,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4280,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4281,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4282,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4283,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4284,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4285,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4286,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4287,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4288,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4289,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
4290,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4291,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4292,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4293,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4294,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4295,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4296,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4297,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4298,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4299,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4300,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4301,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4302,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4303,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4304,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4305,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4306,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4307,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4308,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4309,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4310,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4311,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4312,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
4313,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4314,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4315,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4316,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4317,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4318,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4319,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
4320,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
4321,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4322,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
4323,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
4324,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4325,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
4326,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
4327,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4328,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4329,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4330,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4331,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4332,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
4333,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
4334,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
4335,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
4336,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
4337,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
4338,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
4339,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4340,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4341,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
4342,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4343,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4344,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4345,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
4346,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4347,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4348,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
4349,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
4350,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
4351,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
4352,Forest,Wetland,Water,NULL,Water,NULL,NULL,Cropland
4353,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
4354,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
4355,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
4356,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
4357,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
4358,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
4359,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
4360,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
4361,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
4362,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
4363,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
4364,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
4365,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
4366,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
4367,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4368,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4369,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4370,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4371,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4372,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4373,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4374,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4375,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4376,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4377,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4378,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4379,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4380,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4381,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
4382,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
4383,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4384,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4385,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4386,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4387,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4388,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4389,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
4390,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4391,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4392,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4393,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4394,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4395,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4396,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4397,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4398,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4399,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4400,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4401,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4402,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4403,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4404,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4405,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4406,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4407,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4408,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4409,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4410,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4411,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4412,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4413,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
4414,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4415,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
4416,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
4417,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
4418,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4419,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4420,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
4421,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
4422,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
4423,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
4424,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
4425,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4426,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4427,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4428,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4429,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4430,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4431,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
4432,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
