Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NBE_M_R
687,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
688,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
689,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
690,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
691,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
692,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
693,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
694,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
695,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
696,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
697,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
698,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
699,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
700,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
701,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
702,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
703,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
704,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
705,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
706,Water,NULL,Water,NULL,Water,NULL,NULL,Water
707,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
708,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
709,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
710,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
711,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
712,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
713,Water,NULL,Water,Water,Water,NULL,NULL,Water
714,Water,NULL,Water,Water,Water,NULL,NULL,Forest
715,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
716,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
717,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
718,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
719,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
720,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
721,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
722,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
723,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
724,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
725,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
726,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
728,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
729,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
730,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
731,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
733,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
734,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
735,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
737,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
738,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
739,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
740,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
741,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
742,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
743,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
744,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
745,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
746,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
747,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
748,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
749,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
750,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
751,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
752,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
753,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
754,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
755,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
756,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
757,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
758,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
759,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
760,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
761,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
762,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
763,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
764,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
765,Water,Wetland,Water,Water,Water,NULL,NULL,Water
766,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
767,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
768,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
769,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
770,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
771,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
773,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
774,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
775,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
776,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
777,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
778,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
779,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
780,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
781,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
782,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
783,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
784,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
785,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
786,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
787,Water,Bareland,Water,Water,Water,NULL,NULL,Water
788,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
790,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
792,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
793,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
794,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
795,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
796,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
797,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
798,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
799,Water,Built-up,Water,NULL,Water,NULL,NULL,Built-up
800,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
801,Water,Built-up,Water,Water,Water,NULL,NULL,Water
802,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
803,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
804,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
805,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
806,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
807,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
808,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
809,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
810,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
811,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
814,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
815,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
817,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
818,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
819,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
820,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
821,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
822,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
823,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
825,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
826,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
827,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
828,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
829,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
830,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
831,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
832,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
834,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
835,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
836,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
837,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
838,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
840,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
841,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
843,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
844,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
845,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
846,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
847,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
848,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
849,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
850,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
851,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
852,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
853,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
854,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
856,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
857,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
858,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
859,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
860,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
861,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
862,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
863,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
864,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
865,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
866,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
867,Water,Water,Water,NULL,Water,NULL,NULL,Water
868,Water,Water,Water,NULL,Water,NULL,NULL,Forest
869,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
870,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
871,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
872,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
873,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
874,Water,Water,Water,Water,Water,NULL,NULL,Grassland
875,Water,Water,Water,Water,Water,NULL,NULL,Wetland
876,Water,Water,Water,Water,Water,NULL,NULL,Bareland
877,Water,Water,Water,Water,Water,NULL,NULL,Water
878,Water,Water,Water,Water,Water,NULL,NULL,Forest
879,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
880,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
881,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
882,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
883,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
884,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
885,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
887,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
888,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
889,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
890,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
891,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
892,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
893,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
894,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
896,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
897,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
898,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
899,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
900,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
901,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
902,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
903,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
904,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
905,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
906,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
907,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
908,Water,Forest,Water,Water,Water,NULL,NULL,Forest
909,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
910,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
912,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
914,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
915,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
916,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
918,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
919,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
920,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
921,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
923,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
924,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
926,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
928,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
929,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
930,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
931,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
932,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
933,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
935,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
936,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
937,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
939,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
940,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
941,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
942,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
943,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
945,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
946,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
947,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
948,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
949,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
950,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
951,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
952,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
953,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
954,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
955,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
956,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
957,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
958,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
959,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
960,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
961,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
962,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
964,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
965,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
966,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
967,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
968,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
969,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
970,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
971,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
972,Forest,NULL,Water,Water,Water,NULL,NULL,Water
973,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
974,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
975,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
976,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
977,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
978,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
979,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
981,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
983,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
984,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
986,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
987,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
988,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
989,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
991,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
993,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
994,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
996,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
997,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
999,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1000,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1001,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1002,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1005,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1007,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1008,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1009,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1010,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1011,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1013,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1015,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1017,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1019,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1021,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1023,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1026,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1027,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1028,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1029,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1030,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1031,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1032,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1033,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1034,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1035,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1036,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1037,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1038,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1039,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1040,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1041,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1042,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1043,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1044,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1045,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1046,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1047,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1048,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1049,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1050,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1051,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1053,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1054,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
