Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGU_M_R
1590,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1591,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1592,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1593,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1594,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1595,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1596,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1597,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1598,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1599,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1600,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
1601,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1602,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1603,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1604,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
1605,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1606,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1607,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1608,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1609,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1610,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1611,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1612,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
1613,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
1614,Forest,NULL,Water,Water,Water,Water,Wetland,Water
1615,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1616,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1617,Forest,NULL,Water,Water,Water,Water,Water,Water
1618,Forest,NULL,Water,Water,Water,Water,Water,Forest
1619,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1620,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1621,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1622,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1623,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1624,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1625,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1626,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1627,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1628,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1629,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1630,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1631,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1632,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1633,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1634,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1635,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1636,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1637,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1638,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1639,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1640,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1641,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1642,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1643,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1644,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1645,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1646,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1647,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1648,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1649,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1650,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1651,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1652,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1653,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1654,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1655,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1656,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1657,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1658,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1659,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1660,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1661,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1662,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1663,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1664,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1665,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1666,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1667,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1668,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1669,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1670,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1671,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1672,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1673,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1674,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1675,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1676,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1677,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1678,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1679,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1680,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1681,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1682,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1683,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1684,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1685,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1686,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1687,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1688,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1689,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1690,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1691,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Bareland,Forest
1692,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1693,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1694,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1695,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1696,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1697,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1698,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1699,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1700,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1701,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1702,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1703,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1704,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1705,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1706,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1707,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1708,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1709,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1710,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1711,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1712,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1713,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1714,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1715,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1716,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1717,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1718,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
1719,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1720,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1721,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1722,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1723,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1724,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1725,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1726,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1727,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1728,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1729,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1730,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1731,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1732,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1733,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1734,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1735,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1736,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1737,Forest,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1738,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1739,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1740,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
1741,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1742,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
1743,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1744,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1745,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1746,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1747,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1748,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1749,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1750,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1751,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1752,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1753,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1754,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1755,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1756,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1757,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1758,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1759,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1760,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1761,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1762,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1763,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1764,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1765,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1766,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1767,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1768,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1769,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
1770,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
1771,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1772,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
1773,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1774,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1775,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1776,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1777,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
1778,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1779,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1780,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1781,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1782,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1783,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1784,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1785,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1786,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1787,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1788,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1789,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1790,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1791,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1792,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1793,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
1794,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1795,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1796,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1797,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1798,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1799,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
1800,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1801,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
1802,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1803,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
1804,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1805,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1806,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1807,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1808,Forest,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Forest
1809,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1810,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1811,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1812,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1813,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
1814,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
1815,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1816,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1817,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1818,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1819,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1820,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1821,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1822,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1823,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1824,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1825,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
1826,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1827,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1828,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1829,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1830,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1831,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1832,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1833,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1834,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1835,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1836,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1837,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1838,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1839,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1840,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1841,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1842,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1843,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1844,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1845,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1846,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1847,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1848,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1849,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1850,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1851,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1852,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1853,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1854,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1855,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1856,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1857,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1858,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1859,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1860,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1861,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1862,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1863,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1864,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1865,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1866,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1867,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1868,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1869,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1870,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1871,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1872,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1873,Forest,Wetland,Water,NULL,Water,NULL,Forest,Forest
1874,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
1875,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1876,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1877,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1878,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1879,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1880,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1881,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1882,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1883,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1884,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1885,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
1886,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1887,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1888,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
1889,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
1890,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1891,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1892,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1893,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1894,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1895,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1896,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Grassland
1897,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1898,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1899,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1900,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1901,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1902,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1903,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1904,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1905,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
1906,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1907,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
1908,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1909,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1910,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1911,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1912,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1913,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1914,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1915,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1916,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1917,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1918,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1919,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1920,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1921,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1922,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1923,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
1924,Forest,Wetland,Water,Water,Water,Water,Water,Water
1925,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1926,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
1927,Forest,Wetland,Water,Water,Water,Forest,Water,Grassland
1928,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1929,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1930,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1931,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1932,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1933,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1934,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1935,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1936,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1937,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1938,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1939,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
