Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R
1025,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1026,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1028,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1029,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1031,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1032,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1033,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1035,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1037,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1038,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1039,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1040,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1041,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1042,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1043,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1046,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1049,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1050,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1051,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1054,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1055,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1056,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1057,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1061,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1062,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1063,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1064,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1065,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1066,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1067,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1068,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1069,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1070,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1071,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1072,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1073,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1074,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1075,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1076,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1077,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1078,Wetland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1079,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1080,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1082,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1083,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1084,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1087,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1088,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1089,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1090,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1091,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1092,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1094,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1097,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1098,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1099,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1102,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1103,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1104,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1105,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1106,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1107,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1108,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1109,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1110,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1111,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1112,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1113,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1114,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1116,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1117,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1118,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1119,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1120,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1121,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1122,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1123,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1124,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1125,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1126,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1127,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1128,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1129,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1131,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1132,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1133,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1134,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1138,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1139,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1141,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1142,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1144,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1145,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1146,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1147,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1148,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1149,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1150,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1152,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1153,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1154,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1155,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1156,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1157,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1159,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1160,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1161,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1162,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1163,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1164,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1165,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1166,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1167,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1168,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1169,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1170,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1171,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1172,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1173,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1174,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1175,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1176,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1177,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1178,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1179,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1180,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1181,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1182,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1183,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1185,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1187,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1189,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1190,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1191,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1192,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1193,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1194,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1195,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1196,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1197,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1198,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1199,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1200,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1201,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1202,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1203,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1207,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1209,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1210,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1211,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1212,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1213,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1214,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1215,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1216,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1217,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1218,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1220,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1221,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1222,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1223,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1224,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1225,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1226,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1227,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1228,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1229,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1230,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1231,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1232,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1233,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1235,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1236,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1237,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1238,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1239,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1240,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1241,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1242,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1243,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1244,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1245,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1246,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1248,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1250,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1251,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1252,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1253,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1254,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1255,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1256,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1257,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1258,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1259,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1260,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1261,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1262,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1263,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1264,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1265,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1266,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1267,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1268,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1269,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1270,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1271,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1273,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1274,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1275,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1276,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1277,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1278,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1279,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1280,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1281,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1282,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1284,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1285,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1286,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1287,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1288,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1289,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1290,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1291,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1292,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1293,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1294,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1295,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1296,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1297,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1299,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1300,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1301,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1303,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1304,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1305,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1306,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1307,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1309,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1310,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1311,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1312,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1313,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1314,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1315,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1316,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1317,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1318,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1319,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1320,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1321,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1322,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1323,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1324,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1325,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1326,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1327,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1328,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1329,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1330,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1331,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1332,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1333,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1334,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1335,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1336,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1337,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1338,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1339,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1340,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1341,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1342,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1343,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1344,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1346,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1347,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1348,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1349,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1350,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1351,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1352,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1353,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1355,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1356,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1357,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1359,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
