Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTG_M_R
1649,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1650,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1651,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1652,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1653,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1654,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1655,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1656,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1657,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1658,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1659,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1660,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1661,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1662,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1663,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1664,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1665,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1666,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1667,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1668,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1669,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1670,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1671,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1672,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1673,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1674,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1675,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1676,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1678,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1679,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1680,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1681,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1682,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1683,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1684,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1685,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1686,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1687,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1688,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1689,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1690,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1691,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1692,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1693,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1694,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1695,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1696,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1697,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1698,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1699,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1700,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1701,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1702,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1703,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1704,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1705,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1706,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1707,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1708,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1709,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1710,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1711,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1712,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1713,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1714,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1715,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1717,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1718,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1719,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1720,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1721,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1722,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1723,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1724,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1725,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1726,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1727,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1728,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1729,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1730,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1731,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1732,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1733,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1734,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1735,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1736,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1737,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1738,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1739,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1740,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1742,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1743,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1744,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1745,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1746,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1747,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1748,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1750,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1751,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1752,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1753,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1754,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1755,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1756,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1757,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1758,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1759,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1761,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1762,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1764,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1765,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1766,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1767,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1768,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1769,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1770,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1771,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1772,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1773,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1774,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1775,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1776,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1777,Bareland,Built-up,Water,Water,Water,NULL,NULL,Wetland
1778,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1779,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1780,Bareland,Built-up,Water,Water,Water,NULL,NULL,Forest
1781,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1782,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1783,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1784,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1785,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1786,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1788,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1789,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1790,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1791,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1792,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1794,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1796,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1797,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1798,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1799,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1800,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1801,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1802,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1803,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1804,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1805,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1806,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1807,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1808,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1809,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1810,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1812,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1813,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1814,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1815,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1816,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1817,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1818,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1820,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1821,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1822,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1823,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1824,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1826,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1827,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1828,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1829,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1830,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1831,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1832,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1833,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1834,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1835,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1836,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1837,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1838,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1839,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1840,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1841,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1842,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1843,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1844,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1845,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1846,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1847,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1848,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1849,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1850,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1851,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1852,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1853,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1854,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1855,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1856,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1857,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1858,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1859,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1860,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1861,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1862,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1864,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1865,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1866,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1868,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1869,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1870,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1871,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1873,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1874,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1875,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1876,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1877,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1878,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1879,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1880,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1881,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1882,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1883,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1884,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1885,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1887,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1888,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1889,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1890,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1891,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1892,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1893,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1894,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1895,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1896,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1897,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1898,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1899,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1900,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1901,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1902,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1903,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1904,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1905,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1906,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1907,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1908,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1909,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1910,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1911,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1912,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1913,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1914,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1916,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1917,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1918,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1919,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1920,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1921,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1922,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1923,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1924,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1925,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1926,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1927,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1928,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1929,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1930,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1931,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1932,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1933,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1934,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1935,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1936,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1937,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1938,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1939,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1940,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1941,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1942,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1943,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1944,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1945,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1946,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1947,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1948,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1949,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1950,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1951,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1952,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1953,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1954,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1955,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1956,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1957,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1958,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1959,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1960,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1961,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1962,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1963,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1964,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1965,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1966,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1967,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1968,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1969,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1970,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1971,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1972,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1973,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1974,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1975,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1976,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1977,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1978,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1979,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1980,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1981,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1982,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1983,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1984,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1985,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1986,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1987,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1988,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
