Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYA_M_R
712,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
713,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
714,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
715,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
716,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
717,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
719,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
720,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
721,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
722,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
723,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
724,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
725,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
726,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
727,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
728,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
729,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
730,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
731,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
732,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
734,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
735,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
738,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
739,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
740,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
741,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
742,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
743,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
744,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
745,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
746,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
748,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
750,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
751,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
752,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
753,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
754,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
755,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
756,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
757,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
758,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
759,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
760,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
761,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
762,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
763,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
764,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
765,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
767,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
769,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
770,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
771,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
772,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
773,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
774,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
777,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
778,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
781,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
782,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
783,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
784,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
785,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
786,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
787,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
788,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
789,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
790,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
791,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
792,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
794,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
795,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
796,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
797,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
798,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
799,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
800,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
803,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
804,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
805,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
806,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
807,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
808,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
809,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
810,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
811,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
813,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
814,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
815,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
817,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
819,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
820,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
821,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
823,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
826,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
827,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
828,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
829,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
830,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
831,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
832,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
834,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
835,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
836,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
837,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
838,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
839,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
840,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
841,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
842,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
843,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
844,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
845,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
846,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
847,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
848,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
849,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
851,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
852,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
853,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
854,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
855,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
856,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
857,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
858,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
859,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
860,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
861,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
862,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
863,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
864,Forest,Water,Water,NULL,Water,NULL,NULL,Water
865,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
866,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
867,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
868,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
869,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
870,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
871,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
872,Forest,Water,Water,Water,Water,NULL,NULL,Water
873,Forest,Water,Water,Water,Water,NULL,NULL,Forest
874,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
875,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
876,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
877,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
878,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
879,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
880,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
881,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
882,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
883,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
884,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
885,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
886,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
887,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
888,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
890,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
891,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
893,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
894,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
895,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
896,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
897,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
898,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
899,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
900,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
901,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
902,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
903,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
904,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
906,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
907,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
908,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
909,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
911,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
912,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
913,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
915,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
917,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
918,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
919,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
920,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
922,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
923,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
924,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
926,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
927,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
928,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
929,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
930,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
931,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
932,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
933,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
934,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
935,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
936,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
937,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
938,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
939,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
940,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
941,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
942,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
943,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
944,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
945,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
946,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
947,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
948,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
949,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
951,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
952,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
953,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
956,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
958,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
959,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
960,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
961,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
962,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
963,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
964,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
965,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
966,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
968,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
969,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
970,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
971,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
972,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
973,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
974,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
975,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
976,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
977,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
978,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
979,Forest,Forest,Water,Water,Water,NULL,NULL,Water
980,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
981,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
982,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
983,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
984,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
985,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
986,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
987,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
989,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
990,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
991,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
992,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
