Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUF_M_R
1043,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1044,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1048,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1049,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1050,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1051,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1054,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1055,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1056,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1057,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1060,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1061,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1063,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1065,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1066,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1067,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1068,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1069,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1070,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1071,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1072,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1073,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1075,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1076,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1077,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1078,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1079,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1082,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1083,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1084,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1085,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1086,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1087,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1088,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1089,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1090,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1091,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1094,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1095,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1096,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1097,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1098,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1100,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1101,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1102,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1103,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1104,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1105,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1106,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1107,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1108,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1109,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1110,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1111,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1112,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1115,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1116,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1118,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1119,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1120,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1121,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1124,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1125,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1126,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1127,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1128,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1129,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1130,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1131,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1132,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1133,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1134,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1135,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1136,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1137,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1138,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1139,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1140,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1141,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1142,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1143,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1144,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1146,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1148,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1149,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1150,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1151,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1152,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1153,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1154,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1155,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1156,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1157,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1158,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1159,Water,NULL,Water,Water,Water,NULL,NULL,Water
1160,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1161,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1162,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1164,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1165,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1166,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1167,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1168,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1170,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1171,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1172,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1173,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1174,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1175,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1176,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1177,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1178,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1179,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1180,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1182,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1183,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1184,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1185,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1186,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1187,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1188,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1189,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1190,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1191,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1192,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1193,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1195,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1196,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1197,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1200,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1201,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1202,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1203,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1204,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1205,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1206,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1207,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1208,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1209,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1210,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1211,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1212,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1213,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1214,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1215,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1216,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1217,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1218,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1219,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1220,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1221,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1222,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1223,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1224,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1225,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1227,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1228,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1229,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1230,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1231,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1232,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1233,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1234,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1235,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1236,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1237,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1240,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1243,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1244,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1245,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1246,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1247,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1248,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1249,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1250,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1251,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1252,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1253,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1254,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1255,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1256,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1257,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1258,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1259,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1260,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1261,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1262,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1263,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1264,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1265,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1266,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1267,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1268,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1269,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1270,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1271,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1272,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1273,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1274,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1275,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1276,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1277,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1278,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1280,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1281,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1282,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1283,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1284,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1285,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1286,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1288,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1289,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1291,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1292,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1293,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1295,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1296,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1297,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1298,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1299,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1300,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1301,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1302,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1303,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1304,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1305,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1307,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1308,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1309,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1312,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1313,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1314,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1315,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1316,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1317,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1318,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1319,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1320,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1321,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1322,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1323,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1324,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1325,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1326,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1327,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1328,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1329,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1330,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1332,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1334,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1335,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1336,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1337,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1338,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1339,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1340,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1341,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1342,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1343,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1344,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1345,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1347,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1349,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1350,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1352,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1353,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1354,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1355,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1356,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1357,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1359,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1361,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1362,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1363,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1364,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1365,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1366,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1367,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1368,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1369,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1370,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1371,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1372,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1373,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1374,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1375,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1376,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1377,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1378,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1379,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1380,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1381,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1382,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1383,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1384,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1385,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1386,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1387,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1388,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1389,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1390,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1391,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1392,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1393,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1394,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1395,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1396,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1397,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1398,Water,Water,Water,NULL,Water,NULL,NULL,Water
