Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R
9056,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9057,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
9058,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9059,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9060,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
9061,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
9062,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9063,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9064,Forest,Water,Wetland,NULL,Wetland,Wetland,Built-up,Forest
9065,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
9066,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
9067,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
9068,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
9069,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
9070,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9071,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
9072,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
9073,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9074,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
9075,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
9076,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9077,Forest,Water,Wetland,NULL,Wetland,Bareland,Built-up,Forest
9078,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
9079,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
9080,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
9081,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
9082,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9083,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
9084,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
9085,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
9086,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
9087,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
9088,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9089,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
9090,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
9091,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
9092,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
9093,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
9094,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
9095,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
9096,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
9097,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
9098,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
9099,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
9100,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
9101,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
9102,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
9103,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
9104,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
9105,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
9106,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
9107,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
9108,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
9109,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
9110,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9111,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9112,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9113,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
9114,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
9115,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
9116,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9117,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
9118,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
9119,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
9120,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
9121,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9122,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9123,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
9124,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9125,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9126,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9127,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
9128,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9129,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9130,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9131,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9132,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9133,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
9134,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9135,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
9136,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
9137,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9138,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
9139,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
9140,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9141,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9142,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9143,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
9144,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9145,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
9146,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9147,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9148,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
9149,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
9150,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9151,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
9152,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
9153,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9154,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
9155,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
9156,Forest,Water,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
9157,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9158,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
9159,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9160,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9161,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9162,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
9163,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
9164,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
9165,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
9166,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
9167,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
9168,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
9169,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
9170,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
9171,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
9172,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
9173,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
9174,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9175,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
9176,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
9177,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
9178,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9179,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
9180,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
9181,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
9182,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
9183,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
9184,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
9185,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
9186,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
9187,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
9188,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
9189,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
9190,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
9191,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
9192,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
9193,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9194,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
9195,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
9196,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9197,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
9198,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
9199,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
9200,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
9201,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
9202,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
9203,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9204,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
9205,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
9206,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
9207,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
9208,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
9209,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
9210,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9211,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
9212,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
9213,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
9214,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
9215,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
9216,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9217,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
9218,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
9219,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9220,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
9221,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
9222,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
9223,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
9224,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
9225,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
9226,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
9227,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
9228,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
9229,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
9230,Forest,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
9231,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
9232,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
9233,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
9234,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
9235,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
9236,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
9237,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
9238,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
9239,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
9240,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
9241,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
9242,Forest,Water,Wetland,Water,Wetland,Water,Water,Cropland
9243,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
9244,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
9245,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
9246,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
9247,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
9248,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
9249,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Water
9250,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
9251,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
9252,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
9253,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
9254,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
9255,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
9256,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
9257,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
9258,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
9259,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
9260,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
9261,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
9262,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
9263,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9264,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
9265,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9266,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
9267,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9268,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9269,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
9270,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
9271,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
9272,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9273,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9274,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
9275,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
9276,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
9277,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9278,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9279,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
9280,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
9281,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
9282,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
9283,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
9284,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9285,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
9286,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
9287,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
9288,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
9289,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9290,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
9291,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
9292,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
9293,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9294,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Water
9295,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9296,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9297,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9298,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9299,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
9300,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
9301,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
9302,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
9303,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
9304,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
9305,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
9306,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
9307,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9308,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
9309,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9310,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9311,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
9312,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
9313,Forest,Water,Water,NULL,Water,NULL,Grassland,Water
9314,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
9315,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
9316,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
9317,Forest,Water,Water,NULL,Water,NULL,Water,Water
9318,Forest,Water,Water,NULL,Water,NULL,Water,Forest
9319,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
9320,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Water
9321,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
9322,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
9323,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
9324,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
9325,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
9326,Forest,Water,Water,NULL,Water,Grassland,Water,Water
9327,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
9328,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
9329,Forest,Water,Water,NULL,Water,Wetland,Grassland,Forest
9330,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
9331,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
9332,Forest,Water,Water,NULL,Water,Wetland,Bareland,Forest
9333,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
9334,Forest,Water,Water,NULL,Water,Wetland,Water,Bareland
9335,Forest,Water,Water,NULL,Water,Wetland,Water,Water
9336,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
9337,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
9338,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
9339,Forest,Water,Water,NULL,Water,Bareland,Wetland,Bareland
9340,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
9341,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
9342,Forest,Water,Water,NULL,Water,Bareland,Water,Water
9343,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
9344,Forest,Water,Water,NULL,Water,Water,Grassland,Water
9345,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
9346,Forest,Water,Water,NULL,Water,Water,Wetland,Water
9347,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
9348,Forest,Water,Water,NULL,Water,Water,Water,Grassland
9349,Forest,Water,Water,NULL,Water,Water,Water,Water
9350,Forest,Water,Water,NULL,Water,Water,Water,Forest
9351,Forest,Water,Water,NULL,Water,Water,Forest,Water
9352,Forest,Water,Water,NULL,Water,Water,Forest,Forest
9353,Forest,Water,Water,NULL,Water,Forest,Grassland,Water
9354,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
9355,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
9356,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
9357,Forest,Water,Water,NULL,Water,Forest,Water,Forest
9358,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
9359,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
9360,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
9361,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
9362,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
9363,Forest,Water,Water,Non_Water,Water,Shrubland,Wetland,Forest
9364,Forest,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
9365,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
9366,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
9367,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
9368,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
9369,Forest,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
9370,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
9371,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
9372,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
9373,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
9374,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
9375,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
9376,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
9377,Forest,Water,Water,Non_Water,Water,Water,Grassland,Grassland
9378,Forest,Water,Water,Non_Water,Water,Water,Grassland,Water
9379,Forest,Water,Water,Non_Water,Water,Water,Grassland,Forest
9380,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
9381,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
9382,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
9383,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
9384,Forest,Water,Water,Non_Water,Water,Water,Water,Water
9385,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
9386,Forest,Water,Water,Non_Water,Water,Water,Forest,Wetland
9387,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
9388,Forest,Water,Water,Non_Water,Water,Forest,Grassland,Forest
9389,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
9390,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
9391,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
9392,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
9393,Forest,Water,Water,Non_Water,Water,Forest,Forest,Wetland
9394,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
9395,Forest,Water,Water,Water,Water,NULL,Wetland,Water
9396,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
9397,Forest,Water,Water,Water,Water,NULL,Water,Water
9398,Forest,Water,Water,Water,Water,NULL,Water,Forest
9399,Forest,Water,Water,Water,Water,NULL,Forest,Forest
9400,Forest,Water,Water,Water,Water,Shrubland,Wetland,Forest
9401,Forest,Water,Water,Water,Water,Shrubland,Water,Grassland
9402,Forest,Water,Water,Water,Water,Shrubland,Water,Water
9403,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
9404,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
9405,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
9406,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
9407,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
9408,Forest,Water,Water,Water,Water,Grassland,Water,Water
9409,Forest,Water,Water,Water,Water,Grassland,Water,Forest
9410,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
9411,Forest,Water,Water,Water,Water,Wetland,Grassland,Forest
9412,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
9413,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
9414,Forest,Water,Water,Water,Water,Wetland,Water,Water
9415,Forest,Water,Water,Water,Water,Wetland,Water,Forest
9416,Forest,Water,Water,Water,Water,Wetland,Forest,Wetland
9417,Forest,Water,Water,Water,Water,Wetland,Forest,Water
9418,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
9419,Forest,Water,Water,Water,Water,Bareland,Grassland,Grassland
9420,Forest,Water,Water,Water,Water,Bareland,Grassland,Water
9421,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
9422,Forest,Water,Water,Water,Water,Bareland,Water,Water
9423,Forest,Water,Water,Water,Water,Bareland,Water,Forest
9424,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
9425,Forest,Water,Water,Water,Water,Water,Grassland,Forest
9426,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
9427,Forest,Water,Water,Water,Water,Water,Wetland,Water
9428,Forest,Water,Water,Water,Water,Water,Wetland,Forest
9429,Forest,Water,Water,Water,Water,Water,Bareland,Water
9430,Forest,Water,Water,Water,Water,Water,Water,Grassland
9431,Forest,Water,Water,Water,Water,Water,Water,Wetland
9432,Forest,Water,Water,Water,Water,Water,Water,Water
9433,Forest,Water,Water,Water,Water,Water,Water,Forest
9434,Forest,Water,Water,Water,Water,Water,Forest,Forest
9435,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
9436,Forest,Water,Water,Water,Water,Forest,Wetland,Water
