Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQT_M_R
859,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
860,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
861,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
862,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
863,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
864,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
865,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
866,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
867,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
868,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
869,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
870,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
871,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
872,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
873,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
874,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
875,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
876,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
877,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
878,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
879,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
880,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
881,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
882,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
883,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
884,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
885,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
886,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
887,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
888,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
889,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
890,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
891,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
892,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
893,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
894,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
895,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
896,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
897,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
898,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
899,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
900,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
901,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
902,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
904,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
905,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
906,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
910,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
911,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
912,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
913,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
914,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
915,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
916,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
917,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
918,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
919,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
920,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
921,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
922,Bareland,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
923,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
924,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
925,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
926,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
927,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
928,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
929,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
930,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
931,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
932,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
933,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
934,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
935,Bareland,NULL,Wetland,NULL,Wetland,Water
936,Bareland,NULL,Wetland,NULL,Wetland,Forest
937,Bareland,NULL,Wetland,Water,Wetland,Bareland
938,Bareland,NULL,Wetland,Water,Wetland,Water
939,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
940,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
941,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
942,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
943,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
944,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
945,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
946,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
947,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
948,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
949,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
950,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
951,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
952,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
953,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
954,Bareland,NULL,Bareland,Water,Non_Wetland,Water
955,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
956,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
957,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
958,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
959,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
960,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
961,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
962,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
963,Bareland,NULL,Water,NULL,Water,Grassland
964,Bareland,NULL,Water,NULL,Water,Cropland
965,Bareland,NULL,Water,NULL,Water,Bareland
966,Bareland,NULL,Water,NULL,Water,Water
967,Bareland,NULL,Water,NULL,Water,Permanent_ice_and_snow
968,Bareland,NULL,Water,NULL,Water,Forest
969,Bareland,NULL,Water,Water,Water,Grassland
970,Bareland,NULL,Water,Water,Water,Cropland
971,Bareland,NULL,Water,Water,Water,Bareland
972,Bareland,NULL,Water,Water,Water,Water
973,Bareland,NULL,Water,Water,Water,Forest
974,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
975,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
976,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
977,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
978,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
979,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
980,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
981,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
982,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
983,Bareland,NULL,Forest,NULL,Non_Wetland,Water
984,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
985,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
986,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
987,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
988,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
989,Bareland,NULL,Forest,Water,Non_Wetland,Forest
990,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
991,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
992,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
993,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
994,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
995,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
996,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
997,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
998,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
999,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1000,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1001,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1002,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1003,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1004,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1005,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1006,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1007,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1008,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1009,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1010,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1011,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1012,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1013,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1014,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1015,Bareland,Cropland,Water,NULL,Water,Grassland
1016,Bareland,Cropland,Water,NULL,Water,Cropland
1017,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1018,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1019,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1020,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1021,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1022,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1023,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
1024,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1025,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1026,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1027,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1028,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1029,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1030,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1031,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1032,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1033,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1034,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1035,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1036,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1037,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1038,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1039,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1040,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1041,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1042,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1043,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1044,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1045,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1046,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1047,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1048,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1049,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1050,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1051,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1052,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1053,Bareland,Bareland,Wetland,NULL,Wetland,Water
1054,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1055,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1056,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1057,Bareland,Bareland,Wetland,Water,Wetland,Water
1058,Bareland,Bareland,Wetland,Water,Wetland,Forest
1059,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1060,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1061,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1062,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1063,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1064,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1065,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1066,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1067,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1068,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1069,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1070,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1071,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1072,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1073,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1074,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1075,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1076,Bareland,Bareland,Water,NULL,Water,Grassland
1077,Bareland,Bareland,Water,NULL,Water,Cropland
1078,Bareland,Bareland,Water,NULL,Water,Bareland
1079,Bareland,Bareland,Water,NULL,Water,Water
1080,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1081,Bareland,Bareland,Water,NULL,Water,Forest
1082,Bareland,Bareland,Water,Water,Water,Grassland
1083,Bareland,Bareland,Water,Water,Water,Bareland
1084,Bareland,Bareland,Water,Water,Water,Water
1085,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1086,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Cropland
1087,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1088,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1089,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1090,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1091,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1092,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1093,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1094,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1095,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1096,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1097,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1098,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1099,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1100,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1101,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1102,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1103,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1104,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1105,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1106,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1107,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1108,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1109,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1110,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1111,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1112,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1113,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1114,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1115,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1116,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1117,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1118,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1119,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1120,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1121,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1122,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1123,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1124,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1125,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1126,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1127,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1128,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1129,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1130,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1131,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1132,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1133,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1134,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1135,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1136,Bareland,Built-up,Water,NULL,Water,Grassland
1137,Bareland,Built-up,Water,NULL,Water,Cropland
1138,Bareland,Built-up,Water,NULL,Water,Bareland
1139,Bareland,Built-up,Water,NULL,Water,Water
1140,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1141,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1142,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1143,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1144,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1145,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1146,Bareland,Water,NULL,NULL,Non_Wetland,Water
1147,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1148,Bareland,Water,NULL,Water,Non_Wetland,Water
1149,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1150,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1151,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1152,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1153,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1154,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1155,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1156,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1157,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1158,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1159,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1160,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1161,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1162,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1163,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1164,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1165,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1166,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1167,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1168,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1169,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1170,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1171,Bareland,Water,Cropland,Water,Non_Wetland,Water
1172,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1173,Bareland,Water,Wetland,NULL,Wetland,Bareland
1174,Bareland,Water,Wetland,NULL,Wetland,Water
1175,Bareland,Water,Wetland,NULL,Wetland,Forest
1176,Bareland,Water,Wetland,Non_Water,Wetland,Water
1177,Bareland,Water,Wetland,Water,Wetland,Grassland
1178,Bareland,Water,Wetland,Water,Wetland,Bareland
1179,Bareland,Water,Wetland,Water,Wetland,Water
1180,Bareland,Water,Wetland,Water,Wetland,Forest
1181,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1182,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1183,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1184,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1185,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1186,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1187,Bareland,Water,Bareland,Water,Non_Wetland,Water
1188,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1189,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1190,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1191,Bareland,Water,Water,NULL,Water,Grassland
1192,Bareland,Water,Water,NULL,Water,Bareland
1193,Bareland,Water,Water,NULL,Water,Water
1194,Bareland,Water,Water,NULL,Water,Forest
1195,Bareland,Water,Water,Non_Water,Water,Water
1196,Bareland,Water,Water,Water,Water,Grassland
1197,Bareland,Water,Water,Water,Water,Bareland
1198,Bareland,Water,Water,Water,Water,Water
1199,Bareland,Water,Water,Water,Water,Forest
1200,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1201,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1202,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1203,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1204,Bareland,Water,Forest,NULL,Non_Wetland,Water
1205,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1206,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1207,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1208,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1209,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1210,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1211,Bareland,Water,Forest,Water,Non_Wetland,Water
1212,Bareland,Water,Forest,Water,Non_Wetland,Forest
1213,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1214,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1215,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1216,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1217,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1218,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1219,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1220,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1221,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1222,Bareland,Forest,Shrubland,Water,Non_Wetland,Forest
1223,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1224,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1225,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1226,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1227,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1228,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1229,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1230,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1231,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
1232,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1233,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1234,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1235,Bareland,Forest,Water,NULL,Water,Bareland
1236,Bareland,Forest,Water,NULL,Water,Forest
1237,Bareland,Forest,Water,Water,Water,Bareland
1238,Bareland,Forest,Water,Water,Water,Forest
1239,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1240,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1241,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1242,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1243,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1244,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1245,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1246,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1247,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1248,Water,NULL,NULL,NULL,Non_Wetland,NULL
1249,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1250,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1251,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1252,Water,NULL,NULL,NULL,Non_Wetland,Water
1253,Water,NULL,NULL,NULL,Non_Wetland,Forest
1254,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1255,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1256,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1257,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1258,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1259,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1260,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1261,Water,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1262,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1263,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1264,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1265,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1266,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1267,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1268,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1269,Water,NULL,Shrubland,Water,Non_Wetland,Water
1270,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1271,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1272,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1273,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1274,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1275,Water,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1276,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1277,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1278,Water,NULL,Grassland,Water,Non_Wetland,Water
1279,Water,NULL,Cropland,NULL,Non_Wetland,NULL
