Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUP_M_R
13654,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
13655,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
13656,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
13657,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
13658,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
13659,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
13660,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
13661,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
13662,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
13663,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
13664,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Water
13665,Forest,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
13666,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
13667,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
13668,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
13669,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13670,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13671,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
13672,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
13673,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
13674,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
13675,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13676,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13677,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13678,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13679,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
13680,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13681,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
13682,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13683,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
13684,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
13685,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13686,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
13687,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
13688,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Wetland
13689,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13690,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13691,Forest,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13692,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
13693,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
13694,Forest,NULL,Bareland,Water,Non_Wetland,Forest,Shrubland,Forest
13695,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13696,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13697,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
13698,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13699,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13700,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
13701,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13702,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
13703,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13704,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
13705,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13706,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13707,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
13708,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13709,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
13710,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
13711,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
13712,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
13713,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
13714,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
13715,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
13716,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13717,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13718,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13719,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13720,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13721,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13722,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13723,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
13724,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13725,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
13726,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
13727,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
13728,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
13729,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13730,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
13731,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Wetland
13732,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
13733,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
13734,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13735,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13736,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
13737,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13738,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13739,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13740,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13741,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13742,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13743,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13744,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13745,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
13746,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13747,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13748,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13749,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
13750,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13751,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13752,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
13753,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13754,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
13755,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13756,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
13757,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13758,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
13759,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13760,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13761,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
13762,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
13763,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
13764,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
13765,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
13766,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
13767,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Wetland
13768,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13769,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
13770,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
13771,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Cropland
13772,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13773,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
13774,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
13775,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
13776,Forest,NULL,Water,NULL,Water,NULL,Shrubland,NULL
13777,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
13778,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Water
13779,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
13780,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
13781,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
13782,Forest,NULL,Water,NULL,Water,Grassland,NULL,Cropland
13783,Forest,NULL,Water,NULL,Water,Grassland,NULL,Water
13784,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
13785,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
13786,Forest,NULL,Water,NULL,Water,Forest,Shrubland,NULL
13787,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
13788,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Wetland
13789,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
13790,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
13791,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
13792,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
13793,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
13794,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
13795,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
13796,Forest,NULL,Water,Non_Water,Water,Shrubland,Bareland,Wetland
13797,Forest,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
13798,Forest,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
13799,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Wetland
13800,Forest,NULL,Water,Non_Water,Water,Forest,Shrubland,Forest
13801,Forest,NULL,Water,Water,Water,NULL,NULL,Water
13802,Forest,NULL,Water,Water,Water,NULL,Water,Water
13803,Forest,NULL,Water,Water,Water,Bareland,NULL,Wetland
13804,Forest,NULL,Water,Water,Water,Bareland,NULL,Water
13805,Forest,NULL,Water,Water,Water,Bareland,Water,Water
13806,Forest,NULL,Water,Water,Water,Water,Shrubland,Wetland
13807,Forest,NULL,Water,Water,Water,Forest,Shrubland,Wetland
13808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13810,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
13811,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
13812,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
13813,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13814,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13815,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13816,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
13817,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
13818,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
13819,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
13820,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13821,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13822,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13823,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
13824,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13825,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
13826,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
13827,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
13828,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
13829,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
13830,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13831,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
13832,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
13833,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
13834,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13835,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13836,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13837,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
13838,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
13839,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
13840,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13841,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13842,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13843,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13844,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13845,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13846,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13847,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13848,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13849,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13850,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13851,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13852,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
13853,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13854,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
13855,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13856,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Water
13857,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
13858,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
13859,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
13860,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
13861,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13862,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13863,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13864,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
13865,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13866,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13867,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13868,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
13869,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13870,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13871,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13872,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13873,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13874,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13875,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13876,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
13877,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13878,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
13879,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13880,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
13881,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
13882,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
13883,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
13884,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
13885,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
13886,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
13887,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
13888,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
13889,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13890,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
13891,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
13892,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
13893,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13894,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13895,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13896,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13897,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13898,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
13899,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
13900,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
13901,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
13902,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
13903,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
13904,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
13905,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
13906,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13907,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13908,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
13909,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
13910,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
13911,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
13912,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
13913,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
13914,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
13915,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
13916,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
13917,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
13918,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
13919,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
13920,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
13921,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13922,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
13923,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13924,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
13925,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
13926,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
13927,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13928,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
13929,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
13930,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13931,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
13932,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
13933,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
13934,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
13935,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
13936,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
13937,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
13938,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
13939,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13940,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
13941,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13942,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
13943,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
13944,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
13945,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13946,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13947,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13948,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13949,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13950,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13951,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13952,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13953,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13954,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13955,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13956,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
13957,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
13958,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
13959,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
13960,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
13961,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13962,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
13963,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
13964,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
13965,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13966,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
13967,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13968,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
13969,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
13970,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
13971,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
13972,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
13973,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13974,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
13975,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
13976,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
13977,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
13978,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13979,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
13980,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
13981,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
13982,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Wetland
13983,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
13984,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
13985,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13986,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13987,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
