Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFJ_M_R
5212,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5213,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5214,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5215,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5216,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5217,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
5218,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5219,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5220,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5221,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5222,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5223,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
5224,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5225,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5226,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
5227,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
5228,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
5229,Wetland,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
5230,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
5231,Wetland,Wetland,Water,NULL,Water,Grassland,Bareland,Grassland
5232,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Forest
5233,Wetland,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
5234,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Grassland
5235,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
5236,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
5237,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
5238,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
5239,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
5240,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
5241,Wetland,Wetland,Water,Non_Water,Water,Bareland,Grassland,Forest
5242,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
5243,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5244,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5245,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
5246,Wetland,Wetland,Water,Water,Water,Bareland,Grassland,Forest
5247,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
5248,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
5249,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5250,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5251,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5252,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
5253,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5254,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5255,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5256,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5257,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5258,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5259,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5260,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5261,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5262,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5263,Wetland,Wetland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
5264,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5265,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5266,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5267,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5268,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5269,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5270,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5271,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5272,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5273,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5274,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5275,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
5276,Wetland,Bareland,Water,NULL,Water,Bareland,Water,Grassland
5277,Wetland,Bareland,Water,Water,Water,Bareland,Water,Water
5278,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5279,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5280,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5281,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5282,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5283,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5284,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5285,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5286,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5287,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5288,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5289,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5290,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5291,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5292,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5293,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
5294,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5295,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5296,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5297,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5298,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
5299,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5300,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5301,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5302,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5303,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
5304,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5305,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5306,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5307,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5308,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5309,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5310,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
5311,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5312,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5313,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5314,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5315,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5316,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5317,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5318,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5319,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5320,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
5321,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5322,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5323,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5324,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5325,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5326,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5327,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5328,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
5329,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5330,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5331,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5332,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5333,Wetland,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
5334,Wetland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
5335,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
5336,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
5337,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5338,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5339,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5340,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5341,Wetland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5342,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5343,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5344,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5345,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5346,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5347,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5348,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5349,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5350,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5351,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5352,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5353,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5354,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
5355,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
5356,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5357,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5358,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5359,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5360,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5361,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Water
5362,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
5363,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5364,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5365,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5366,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5367,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5368,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5369,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5370,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5371,Wetland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
5372,Wetland,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5373,Wetland,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
5374,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5375,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5376,Wetland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
5377,Wetland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
5378,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
5379,Wetland,Water,Water,NULL,Water,Bareland,Water,Grassland
5380,Wetland,Water,Water,NULL,Water,Bareland,Water,Water
5381,Wetland,Water,Water,NULL,Water,Bareland,Water,Forest
5382,Wetland,Water,Water,NULL,Water,Water,Grassland,Grassland
5383,Wetland,Water,Water,NULL,Water,Water,Grassland,Bareland
5384,Wetland,Water,Water,NULL,Water,Water,Grassland,Water
5385,Wetland,Water,Water,NULL,Water,Water,Wetland,Bareland
5386,Wetland,Water,Water,NULL,Water,Water,Wetland,Water
5387,Wetland,Water,Water,NULL,Water,Water,Bareland,Grassland
5388,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
5389,Wetland,Water,Water,NULL,Water,Water,Water,Water
5390,Wetland,Water,Water,NULL,Water,Water,Water,Forest
5391,Wetland,Water,Water,Non_Water,Water,Bareland,Wetland,Water
5392,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Forest
5393,Wetland,Water,Water,Non_Water,Water,Water,Water,Grassland
5394,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5395,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5396,Wetland,Water,Water,Non_Water,Water,Water,Water,Forest
5397,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
5398,Wetland,Water,Water,Water,Water,Grassland,Water,Water
5399,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
5400,Wetland,Water,Water,Water,Water,Bareland,Water,Water
5401,Wetland,Water,Water,Water,Water,Water,Water,Grassland
5402,Wetland,Water,Water,Water,Water,Water,Water,Bareland
5403,Wetland,Water,Water,Water,Water,Water,Water,Water
5404,Wetland,Water,Water,Water,Water,Water,Water,Forest
5405,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
5406,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5407,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5408,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5409,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5410,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5411,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5412,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5413,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5414,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
5415,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5416,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5417,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5418,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5419,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5420,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5421,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
5422,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
5423,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5424,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5425,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5426,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5427,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5428,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
5429,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5430,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5431,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5432,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5433,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5434,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5435,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5436,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5437,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5438,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5439,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5440,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5441,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5442,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5443,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5444,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5445,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5446,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5447,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5448,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5449,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
5450,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5451,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5452,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5453,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5454,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5455,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
5456,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5463,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
5464,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5465,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5466,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5467,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5468,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5469,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5470,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5471,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
5472,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5473,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5474,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5475,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
5476,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
5477,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5478,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5479,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5480,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5481,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5482,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5483,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
5484,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5485,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5486,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5487,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5488,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5489,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5490,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5491,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
5492,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5493,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
5494,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5495,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5496,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5497,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
5498,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
5499,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5500,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
5501,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
5502,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
5503,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5504,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5505,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5506,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5507,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
5508,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Built-up,Grassland
5509,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Built-up,Bareland
5510,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
5511,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
5512,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
5513,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
5514,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5515,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5516,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5517,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5518,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5519,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5520,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5521,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5522,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5523,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5524,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5525,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5526,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5527,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5528,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5529,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5530,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5531,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5532,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5533,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5534,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5535,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5536,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5537,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5538,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5539,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5540,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5541,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5542,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5543,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5544,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5545,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
5546,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5547,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
5548,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
