Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZB_M_R
706,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
708,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
709,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
710,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
711,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
712,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
713,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
714,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
715,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
716,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
717,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
718,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
719,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
720,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
721,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
722,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
723,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
724,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
725,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
726,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
727,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
728,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
729,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
730,Bareland,Water,Water,Water,Water,NULL,NULL,Water
731,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
732,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
733,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
734,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
735,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
736,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
737,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
738,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
739,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
742,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
743,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
745,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
746,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
747,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
748,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
749,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
750,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
752,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
753,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
754,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
755,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
756,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
757,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
758,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
759,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
760,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
761,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
762,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
763,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
764,Water,NULL,Water,NULL,Water,NULL,NULL,Water
765,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
766,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
767,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
768,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
769,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
770,Water,NULL,Water,Water,Water,NULL,NULL,Water
771,Water,NULL,Water,Water,Water,NULL,NULL,Forest
772,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
774,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
776,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
777,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
778,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
779,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
780,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
781,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
782,Water,Cropland,Water,Water,Water,NULL,NULL,Water
783,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
785,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
786,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
787,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
788,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
789,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
790,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
791,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
792,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
793,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
794,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
795,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
796,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
797,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
798,Water,Wetland,Water,Water,Water,NULL,NULL,Water
799,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
800,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
801,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
803,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
805,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
806,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
807,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
808,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
809,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
810,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
811,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
812,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
813,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
814,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
815,Water,Bareland,Water,Water,Water,NULL,NULL,Water
816,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
817,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
818,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
819,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
820,Water,Built-up,Water,Water,Water,NULL,NULL,Water
821,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
822,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
823,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
824,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
825,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
827,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
828,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
829,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
830,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
831,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
833,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
834,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
835,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
839,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
840,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
841,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
843,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
844,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
846,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
848,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
849,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
850,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
851,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
852,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
853,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
854,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
855,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
856,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
857,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
858,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
859,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
860,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
861,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
862,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
863,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
864,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
865,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
866,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
867,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
868,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
869,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
870,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
871,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
873,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
874,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
876,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
877,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
879,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
880,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
881,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
882,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
883,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
884,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
885,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
886,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
887,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
889,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
890,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
891,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
892,Water,Water,Water,NULL,Water,NULL,NULL,Water
893,Water,Water,Water,NULL,Water,NULL,NULL,Forest
894,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
895,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
896,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
897,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
898,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
899,Water,Water,Water,Water,Water,NULL,NULL,Grassland
900,Water,Water,Water,Water,Water,NULL,NULL,Wetland
901,Water,Water,Water,Water,Water,NULL,NULL,Water
902,Water,Water,Water,Water,Water,NULL,NULL,Forest
903,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
904,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
905,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
906,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
907,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
909,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
911,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
912,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
913,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
914,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
917,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
918,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
919,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
921,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
922,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
923,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
924,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
925,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
926,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
927,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
928,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
929,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
930,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
932,Water,Forest,Water,NULL,Water,NULL,NULL,Water
933,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
934,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
935,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
936,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
937,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
938,Water,Forest,Water,Water,Water,NULL,NULL,Water
939,Water,Forest,Water,Water,Water,NULL,NULL,Forest
940,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
942,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
943,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
945,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
946,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
947,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
948,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
949,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
950,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
951,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
952,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
953,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
955,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
956,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
958,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
959,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
961,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
962,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
963,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
964,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
966,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
967,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
968,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
969,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
971,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
972,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
973,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
977,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
978,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
979,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
980,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
981,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
982,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
983,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
984,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
985,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
986,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
987,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
988,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
989,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
990,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
991,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
992,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
993,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
994,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
996,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
997,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
998,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
999,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1000,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1002,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1003,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1004,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1005,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1006,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1007,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1008,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1009,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1010,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1011,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1012,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1013,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1015,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1017,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1018,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1019,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1020,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1021,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1022,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1028,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1029,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1030,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1031,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1032,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1033,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1034,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1035,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1037,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1038,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1040,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1041,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1042,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1043,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1044,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1046,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1049,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1050,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1052,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1053,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1055,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1056,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1057,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1058,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1059,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1060,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1061,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1062,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1063,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1064,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1065,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1066,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1067,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1068,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1069,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1070,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1071,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1072,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
