Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLD_M_R
740,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
741,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
742,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
743,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
744,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
745,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
746,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
747,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
748,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
749,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
750,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
751,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
752,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
753,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
754,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
755,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
756,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
757,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
758,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
759,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
760,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
761,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
762,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
763,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
764,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
765,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
766,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
767,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
768,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
769,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
770,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
771,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
772,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
773,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
774,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
775,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
776,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
777,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
778,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
779,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
780,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
781,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
782,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
783,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
784,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
785,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
786,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
787,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
788,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
789,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
790,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
791,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
792,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
793,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
794,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
795,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
796,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
797,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
798,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
799,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
800,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
801,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
802,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
803,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
804,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
805,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
806,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
807,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
808,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
809,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
810,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
811,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
812,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
813,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
814,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
815,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
816,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
817,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
818,Forest,NULL,Water,Water,Water,Water,Water,Grassland
819,Forest,NULL,Water,Water,Water,Water,Water,Wetland
820,Forest,NULL,Water,Water,Water,Water,Water,Water
821,Forest,NULL,Water,Water,Water,Water,Water,Forest
822,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
823,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
824,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
825,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
826,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
827,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
828,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
829,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
830,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
831,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
832,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
833,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
834,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
835,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
836,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
837,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
838,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
839,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
840,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
841,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
842,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
843,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
844,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
845,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
846,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
847,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
848,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
849,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
850,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
851,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
852,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
853,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
854,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
855,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
856,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
857,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
858,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
859,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
860,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
861,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
862,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
863,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
864,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
865,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
866,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
867,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
868,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
869,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
870,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
871,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
872,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
873,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
874,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
875,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
876,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
877,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
878,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
879,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
880,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
881,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
882,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
883,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
884,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
885,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
886,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
887,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
888,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
889,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
890,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
891,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
892,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
893,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
894,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
895,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
896,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
897,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
898,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
899,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
900,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
901,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
902,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
903,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
904,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
905,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
906,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
907,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Forest
908,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
909,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
910,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
911,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
912,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
913,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
914,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
915,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
916,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
917,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
918,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
919,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
920,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
921,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
922,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
923,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
924,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
925,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
926,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
927,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
928,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
929,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
930,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
931,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
932,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
933,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
934,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
935,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
936,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
937,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
938,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
939,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
940,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
941,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
942,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
943,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
944,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
945,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
946,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
947,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
948,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
949,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
950,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
951,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
952,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
953,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
954,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
955,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
956,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
957,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
958,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
959,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
960,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
961,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
962,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
963,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
964,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
965,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
966,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
967,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
968,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
969,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
970,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
971,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
972,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
973,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
974,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
975,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
976,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
977,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
978,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
979,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
980,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
981,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
982,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
983,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
984,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
985,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
986,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
987,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
988,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
989,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
990,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
991,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
992,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
993,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
994,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
995,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
996,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
997,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
998,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
999,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1000,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1001,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1002,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1003,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1004,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1005,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1006,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1007,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1008,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1009,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1010,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1011,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1012,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1013,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1014,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1015,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1016,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
1017,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
1018,Forest,Wetland,Water,NULL,Water,Water,Water,Water
1019,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1020,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1021,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1022,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1023,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1024,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1025,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1026,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1027,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
1028,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1029,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1030,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1031,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
1032,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1033,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1034,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1035,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1036,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1037,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1038,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
1039,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
1040,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1041,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1042,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1043,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1044,Forest,Wetland,Water,Water,Water,Water,Water,Water
1045,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1046,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1047,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1048,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1049,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1050,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1051,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1052,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1053,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1054,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1055,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1056,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1057,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1058,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1059,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1060,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1061,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1062,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1063,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1064,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1065,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1066,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1067,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1068,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1069,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1070,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1071,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1072,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1073,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1074,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1075,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1076,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1077,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1078,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1079,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1080,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1081,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1082,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1083,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1084,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1085,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1086,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1087,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1088,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1089,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1090,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1091,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1092,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1093,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1094,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1095,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1096,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1097,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
