Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNF_M_R
2716,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2717,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2718,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
2719,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
2720,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
2721,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2722,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
2723,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
2724,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2725,Water,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2726,Water,Bareland,Water,NULL,Water,Water,Water,Water
2727,Water,Bareland,Water,Non_Water,Water,Grassland,Wetland,Forest
2728,Water,Bareland,Water,Non_Water,Water,Water,Wetland,Water
2729,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
2730,Water,Bareland,Water,Water,Water,Grassland,Water,Water
2731,Water,Bareland,Water,Water,Water,Wetland,Water,Wetland
2732,Water,Bareland,Water,Water,Water,Wetland,Water,Water
2733,Water,Bareland,Water,Water,Water,Water,Wetland,Grassland
2734,Water,Bareland,Water,Water,Water,Water,Wetland,Wetland
2735,Water,Bareland,Water,Water,Water,Water,Wetland,Water
2736,Water,Bareland,Water,Water,Water,Water,Water,Wetland
2737,Water,Bareland,Water,Water,Water,Water,Water,Water
2738,Water,Bareland,Water,Water,Water,Water,Water,Forest
2739,Water,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2740,Water,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2741,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2742,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
2743,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
2744,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
2745,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
2746,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
2747,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Water
2748,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
2749,Water,Built-up,Water,NULL,Water,Water,Wetland,Forest
2750,Water,Built-up,Water,Non_Water,Water,Water,Water,Wetland
2751,Water,Built-up,Water,Water,Water,Water,Wetland,Water
2752,Water,Built-up,Water,Water,Water,Water,Water,Forest
2753,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2754,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2755,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2756,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2757,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
2758,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2759,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2760,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2761,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2762,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2763,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2764,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2765,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2766,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2767,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2768,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2769,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2770,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2771,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2772,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2773,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2774,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2775,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Water
2776,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2777,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2778,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2779,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2780,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2781,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2782,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2783,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2784,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2785,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2786,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2787,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2788,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2789,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2790,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2791,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2792,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2793,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
2794,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2795,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2796,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2797,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
2798,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2799,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2800,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2801,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
2802,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2803,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2804,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2805,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2806,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2807,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2808,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Water
2809,Water,Water,Wetland,NULL,Wetland,Cropland,Wetland,Forest
2810,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
2811,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Forest
2812,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2813,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2814,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2815,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2816,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2817,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2818,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
2819,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2820,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2821,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2822,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2823,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2824,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2825,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2826,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2827,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
2828,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2829,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2830,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2831,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2832,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2833,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2834,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2835,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2836,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2837,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2838,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2839,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2840,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2841,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2842,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2843,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2844,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2845,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2846,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2847,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2848,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2849,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2850,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2851,Water,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Water
2852,Water,Water,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
2853,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Water
2854,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Forest
2855,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2856,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2857,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2858,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2859,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2860,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2861,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2862,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2863,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2864,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2865,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2866,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2867,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2868,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2869,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2870,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2871,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2872,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2873,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2874,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2875,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2876,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2877,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2878,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2879,Water,Water,Wetland,Water,Wetland,Cropland,Water,Forest
2880,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2881,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2882,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2883,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2884,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2885,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2886,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2887,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2888,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
2889,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
2890,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2891,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2892,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2893,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2894,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2895,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2896,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2897,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2898,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2899,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2900,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2901,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2902,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2903,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2904,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2905,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2906,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2907,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2908,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2909,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2910,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2911,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2912,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2913,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2914,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2915,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2916,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2917,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2918,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2919,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2920,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2921,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2922,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
2923,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2924,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
2925,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2926,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2927,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
2928,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2929,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2930,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2931,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
2932,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2933,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2934,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
2935,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
2936,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2937,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2938,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2939,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
2940,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2941,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2942,Water,Water,Water,NULL,Water,Grassland,Water,Water
2943,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2944,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2945,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2946,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2947,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2948,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2949,Water,Water,Water,NULL,Water,Wetland,Water,Water
2950,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2951,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2952,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2953,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2954,Water,Water,Water,NULL,Water,Water,Wetland,Water
2955,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2956,Water,Water,Water,NULL,Water,Water,Water,NULL
2957,Water,Water,Water,NULL,Water,Water,Water,Grassland
2958,Water,Water,Water,NULL,Water,Water,Water,Wetland
2959,Water,Water,Water,NULL,Water,Water,Water,Bareland
2960,Water,Water,Water,NULL,Water,Water,Water,Water
2961,Water,Water,Water,NULL,Water,Water,Water,Forest
2962,Water,Water,Water,NULL,Water,Water,Forest,Grassland
2963,Water,Water,Water,NULL,Water,Water,Forest,Wetland
2964,Water,Water,Water,NULL,Water,Water,Forest,Water
2965,Water,Water,Water,NULL,Water,Water,Forest,Forest
2966,Water,Water,Water,Non_Water,Water,NULL,Water,Water
2967,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2968,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2969,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2970,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2971,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2972,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2973,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2974,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2975,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2976,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2977,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2978,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2979,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2980,Water,Water,Water,Non_Water,Water,Water,Water,Water
2981,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2982,Water,Water,Water,Water,Water,NULL,Wetland,Water
2983,Water,Water,Water,Water,Water,NULL,Water,Water
2984,Water,Water,Water,Water,Water,NULL,Water,Forest
2985,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2986,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2987,Water,Water,Water,Water,Water,Grassland,Water,Water
2988,Water,Water,Water,Water,Water,Grassland,Water,Forest
2989,Water,Water,Water,Water,Water,Cropland,Water,Water
2990,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2991,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2992,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2993,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2994,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2995,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2996,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2997,Water,Water,Water,Water,Water,Wetland,Water,Water
2998,Water,Water,Water,Water,Water,Wetland,Water,Forest
2999,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
3000,Water,Water,Water,Water,Water,Water,Grassland,Water
3001,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3002,Water,Water,Water,Water,Water,Water,Wetland,Wetland
3003,Water,Water,Water,Water,Water,Water,Wetland,Bareland
3004,Water,Water,Water,Water,Water,Water,Wetland,Water
3005,Water,Water,Water,Water,Water,Water,Wetland,Forest
3006,Water,Water,Water,Water,Water,Water,Water,Grassland
3007,Water,Water,Water,Water,Water,Water,Water,Wetland
3008,Water,Water,Water,Water,Water,Water,Water,Bareland
3009,Water,Water,Water,Water,Water,Water,Water,Water
3010,Water,Water,Water,Water,Water,Water,Water,Forest
3011,Water,Water,Water,Water,Water,Water,Forest,Wetland
3012,Water,Water,Water,Water,Water,Water,Forest,Water
3013,Water,Water,Water,Water,Water,Water,Forest,Forest
3014,Water,Water,Water,Water,Water,Forest,Wetland,Water
3015,Water,Water,Water,Water,Water,Forest,Water,Water
3016,Water,Water,Water,Water,Water,Forest,Water,Forest
3017,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3018,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3019,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3020,Water,Water,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3021,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3022,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3023,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3024,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3025,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3026,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3027,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3028,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3029,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3030,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3031,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3032,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3033,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3034,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3035,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3036,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3037,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3038,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3039,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3040,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3041,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3042,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3043,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3044,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3045,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
3046,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3047,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3048,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3049,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3050,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3051,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3052,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3053,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3054,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3055,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3056,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3057,Water,Water,Forest,Water,Non_Wetland,Cropland,Wetland,Forest
3058,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3059,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3060,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3061,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3062,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3063,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3064,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3065,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3066,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3067,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3068,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3069,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3070,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3071,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3072,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
3073,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3074,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3075,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3076,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3077,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3078,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3079,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3080,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
3081,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3082,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3083,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3084,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3085,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3086,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3087,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3088,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3089,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3090,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3091,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3092,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3093,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3094,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3095,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
3096,Water,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3097,Water,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3098,Water,Forest,Water,NULL,Water,Water,Wetland,Wetland
3099,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
3100,Water,Forest,Water,NULL,Water,Water,Water,Forest
3101,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3102,Water,Forest,Water,Non_Water,Water,Water,Water,Water
3103,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
