Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEJ_M_R
16890,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
16891,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
16892,Forest,Wetland,Water,Non_Water,Water,Bareland,Shrubland,Forest
16893,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
16894,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Water
16895,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
16896,Forest,Wetland,Water,Non_Water,Water,Bareland,Forest,Wetland
16897,Forest,Wetland,Water,Non_Water,Water,Bareland,Forest,Forest
16898,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Grassland
16899,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Forest
16900,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Grassland
16901,Forest,Wetland,Water,Non_Water,Water,Water,Water,Bareland
16902,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
16903,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Grassland
16904,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
16905,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
16906,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
16907,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
16908,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
16909,Forest,Wetland,Water,Water,Water,Shrubland,Grassland,Forest
16910,Forest,Wetland,Water,Water,Water,Shrubland,Wetland,Wetland
16911,Forest,Wetland,Water,Water,Water,Shrubland,Water,Wetland
16912,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
16913,Forest,Wetland,Water,Water,Water,Shrubland,Water,Forest
16914,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
16915,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
16916,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
16917,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
16918,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
16919,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
16920,Forest,Wetland,Water,Water,Water,Water,Shrubland,Water
16921,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
16922,Forest,Wetland,Water,Water,Water,Water,Water,Water
16923,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
16924,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
16925,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16926,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16927,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16928,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16929,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16930,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16931,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16932,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16933,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16934,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16935,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16936,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
16937,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16938,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16939,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16940,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16941,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16942,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16943,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16944,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
16945,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16946,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
16947,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16948,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16949,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
16950,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16951,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
16952,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16953,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16954,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16955,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16956,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
16957,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
16958,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
16959,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16960,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
16961,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16962,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
16963,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
16964,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
16965,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16966,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16967,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16968,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
16969,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16970,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
16971,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16972,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16973,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16974,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16975,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
16976,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
16977,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16978,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16979,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16980,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16981,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16982,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16983,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16984,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
16985,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16986,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16987,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
16988,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
16989,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
16990,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16991,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
16992,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16993,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
16994,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
16995,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16996,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
16997,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
16998,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
16999,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
17000,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
17001,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
17002,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
17003,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
17004,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
17005,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
17006,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17007,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
17008,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
17009,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
17010,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
17011,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17012,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Forest
17013,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
17014,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
17015,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Water
17016,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
17017,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
17018,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
17019,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
17020,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
17021,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
17022,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
17023,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17024,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
17025,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Water
17026,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
17027,Forest,Bareland,Wetland,NULL,Wetland,Forest,Water,Water
17028,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
17029,Forest,Bareland,Wetland,Non_Water,Wetland,Forest,Forest,Water
17030,Forest,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
17031,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
17032,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
17033,Forest,Bareland,Water,Non_Water,Water,Forest,Shrubland,Water
17034,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17035,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
17036,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17037,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
17038,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
17039,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
17040,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
17041,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17042,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17043,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17044,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
17045,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
17046,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
17047,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
17048,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17049,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17050,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17051,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
17052,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17053,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
17054,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
17055,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
17056,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
17057,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
17058,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
17059,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
17060,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
17061,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
17062,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
17063,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
17064,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
17065,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17066,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
17067,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
17068,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17069,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
17070,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
17071,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
17072,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17073,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
17074,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
17075,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17076,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
17077,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
17078,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
17079,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17080,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
17081,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17082,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17083,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17084,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17085,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17086,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17087,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
17088,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17089,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
17090,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
17091,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
17092,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
17093,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
17094,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
17095,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17096,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17097,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17098,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
17099,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17100,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
17101,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
17102,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
17103,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
17104,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17105,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
17106,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
17107,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
17108,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
17109,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
17110,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17111,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
17112,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
17113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
17114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
17115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
17116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
17117,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
17118,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
17119,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
17120,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
17121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
17122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
17123,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
17124,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
17125,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
17126,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
17127,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
17128,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
17129,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17130,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17131,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
17132,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
17133,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
17134,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17135,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
17136,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
17137,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17138,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17139,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
17140,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17141,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
17142,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17143,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17144,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17145,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17146,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17147,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17148,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
17149,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
17150,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
17151,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
17152,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
17153,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17154,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
17155,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
17156,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17157,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
17158,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
17159,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17160,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
17161,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
17162,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
17163,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
17164,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17165,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
17166,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
17167,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
17168,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
17169,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
17170,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17171,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
17172,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17173,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
17174,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
17175,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
17176,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
17177,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
17178,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17179,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
17180,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
17181,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
17182,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
17183,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17184,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
17185,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17186,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
17187,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
17188,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
17189,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
17190,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17191,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17192,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17193,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
17194,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
17195,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
17196,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
17197,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
17198,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
17199,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
17200,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
17201,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
17202,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
17203,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
17204,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17205,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17206,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
17207,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
17208,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
17209,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
17210,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
17211,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17212,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
17213,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
17214,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
17215,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
