Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEP_M_R
693,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
694,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
695,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
696,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
697,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
698,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
699,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
700,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
701,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
702,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
703,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
704,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
705,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
706,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
707,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
708,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
709,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
710,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
711,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
712,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
713,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
714,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
715,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
716,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
717,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
718,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
719,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
720,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
721,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
722,Bareland,Water,Water,Water,Water,Bareland,Water,Water
723,Bareland,Water,Water,Water,Water,Water,Wetland,Water
724,Bareland,Water,Water,Water,Water,Water,Water,Water
725,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
726,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
727,Bareland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
728,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
729,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
730,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
731,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
732,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
733,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
734,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
735,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
736,Bareland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
737,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
738,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
739,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
740,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
741,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
742,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
743,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
744,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
745,Bareland,Forest,Water,Non_Water,Water,Water,Wetland,Water
746,Bareland,Forest,Water,Water,Water,Water,Water,Water
747,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
748,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
749,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
750,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
751,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
752,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
753,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
754,Water,NULL,Water,NULL,Water,Water,Wetland,Water
755,Water,NULL,Water,Water,Water,Wetland,Water,Water
756,Water,NULL,Water,Water,Water,Water,Water,Grassland
757,Water,NULL,Water,Water,Water,Water,Water,Wetland
758,Water,NULL,Water,Water,Water,Water,Water,Water
759,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
760,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
761,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
762,Water,Bareland,Water,Water,Water,Water,Water,Water
763,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
764,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
765,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
766,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
767,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
768,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
769,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
770,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
771,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
772,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
773,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
774,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
775,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
776,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
777,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
778,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
779,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
780,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
781,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
782,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
783,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
784,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
785,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
786,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
787,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
788,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
789,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
790,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
791,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
792,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
793,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
794,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
795,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
796,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
797,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
798,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
799,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
800,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
801,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
802,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
803,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
804,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
805,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
806,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
807,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
808,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
809,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
810,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
811,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
812,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
813,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
814,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
815,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
816,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
817,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
818,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
819,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
820,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
821,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
822,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
823,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
824,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
825,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
826,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
827,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
828,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
829,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
830,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
831,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
832,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
833,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
834,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
835,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
836,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
837,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
838,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
839,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
840,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
841,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
842,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
843,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
844,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
845,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
846,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
847,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
848,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
849,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
850,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
851,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
852,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
853,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
854,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
855,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
856,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
857,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
858,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
859,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
860,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
861,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
862,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
863,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
864,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
865,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
866,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
867,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
868,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
869,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
870,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
871,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
872,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
873,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
874,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
875,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
876,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
877,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
878,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
879,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
880,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
881,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
882,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
883,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
884,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
885,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
886,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
887,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
888,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
889,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
890,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
891,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
892,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
893,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
894,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
895,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
896,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
897,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
898,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
899,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
900,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
901,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
902,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
903,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
904,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
905,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
906,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
907,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
908,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
909,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
910,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
911,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
912,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
913,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
914,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
915,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
916,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
917,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
918,Water,Water,Wetland,Water,Wetland,Water,Water,Water
919,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
920,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
921,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
922,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
923,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
924,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
925,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
926,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
927,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
928,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
929,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
930,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
931,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
932,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
933,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
934,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
935,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
936,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
937,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
938,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
939,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
940,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
941,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
942,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
943,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
944,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
945,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
946,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
947,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
948,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
949,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
950,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
951,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
952,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
953,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
954,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
955,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
956,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
957,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Built-up
958,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
959,Water,Water,Water,NULL,Water,NULL,Wetland,Water
960,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
961,Water,Water,Water,NULL,Water,NULL,Water,Water
962,Water,Water,Water,NULL,Water,NULL,Water,Forest
963,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
964,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
965,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
966,Water,Water,Water,NULL,Water,Grassland,Water,Water
967,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
968,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
969,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
970,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
971,Water,Water,Water,NULL,Water,Wetland,Water,Water
972,Water,Water,Water,NULL,Water,Wetland,Water,Forest
973,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
974,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
975,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
976,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
977,Water,Water,Water,NULL,Water,Water,Wetland,Water
978,Water,Water,Water,NULL,Water,Water,Wetland,Forest
979,Water,Water,Water,NULL,Water,Water,Water,Grassland
980,Water,Water,Water,NULL,Water,Water,Water,Bareland
981,Water,Water,Water,NULL,Water,Water,Water,Water
982,Water,Water,Water,NULL,Water,Water,Water,Forest
983,Water,Water,Water,NULL,Water,Water,Forest,Water
984,Water,Water,Water,NULL,Water,Water,Forest,Forest
985,Water,Water,Water,NULL,Water,Forest,Water,Forest
986,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
987,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
988,Water,Water,Water,Non_Water,Water,NULL,Water,Water
989,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
990,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
991,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
992,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
993,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
994,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
995,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
996,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
997,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
998,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
999,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1000,Water,Water,Water,Non_Water,Water,Water,Water,Water
1001,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1002,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
1003,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1004,Water,Water,Water,Water,Water,NULL,Wetland,Water
1005,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1006,Water,Water,Water,Water,Water,NULL,Water,Water
1007,Water,Water,Water,Water,Water,NULL,Water,Forest
1008,Water,Water,Water,Water,Water,NULL,Forest,Forest
1009,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1010,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1011,Water,Water,Water,Water,Water,Grassland,Water,Water
1012,Water,Water,Water,Water,Water,Grassland,Water,Forest
1013,Water,Water,Water,Water,Water,Wetland,Grassland,Water
1014,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1015,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1016,Water,Water,Water,Water,Water,Wetland,Water,Water
1017,Water,Water,Water,Water,Water,Wetland,Water,Forest
1018,Water,Water,Water,Water,Water,Bareland,Water,Water
1019,Water,Water,Water,Water,Water,Water,Grassland,Water
1020,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1021,Water,Water,Water,Water,Water,Water,Wetland,Water
1022,Water,Water,Water,Water,Water,Water,Wetland,Forest
1023,Water,Water,Water,Water,Water,Water,Water,Grassland
1024,Water,Water,Water,Water,Water,Water,Water,Wetland
1025,Water,Water,Water,Water,Water,Water,Water,Bareland
1026,Water,Water,Water,Water,Water,Water,Water,Water
1027,Water,Water,Water,Water,Water,Water,Water,Forest
1028,Water,Water,Water,Water,Water,Water,Forest,Water
1029,Water,Water,Water,Water,Water,Water,Forest,Forest
1030,Water,Water,Water,Water,Water,Forest,Water,Water
1031,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1032,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1033,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1034,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1035,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1036,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1037,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1038,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1039,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1040,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1041,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1042,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1043,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1044,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1045,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1046,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1047,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1048,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1049,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1050,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1051,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1052,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1053,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1054,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1055,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1056,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1057,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1058,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1059,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1060,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1061,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1062,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1063,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1064,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1065,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1066,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1067,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1068,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1069,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1070,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1071,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1072,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1073,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1074,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1075,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1076,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1077,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1078,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1079,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1080,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1081,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1082,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
1083,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1084,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1085,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1086,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1087,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1088,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1089,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1090,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
