Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVT_M_R
8876,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8877,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8878,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
8879,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
8880,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8881,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8882,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8883,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8884,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
8885,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8886,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8887,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8888,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8889,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8890,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
8891,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8892,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8893,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
8894,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
8895,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8896,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
8897,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8898,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
8899,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8900,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8901,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8902,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8903,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8904,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8905,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8906,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8907,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8908,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8909,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8910,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8911,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8912,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8913,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8914,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
8915,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8916,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
8917,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8918,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8919,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8920,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
8921,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8922,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8923,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8924,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8925,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8926,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8927,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8928,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8929,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8930,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8931,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8932,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8933,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8934,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8935,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8936,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
8937,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
8938,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8939,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8940,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8941,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
8942,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
8943,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8944,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
8945,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
8946,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8947,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8948,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8949,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8950,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8951,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8952,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8953,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8954,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
8955,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
8956,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8957,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8958,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8959,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8960,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8961,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
8962,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
8963,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
8964,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
8965,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
8966,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
8967,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8968,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
8969,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8970,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8971,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
8972,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8973,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8974,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
8975,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8976,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
8977,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8978,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8979,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
8980,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8981,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8982,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
8983,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8984,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8985,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8986,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8987,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8988,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8989,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8990,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8991,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
8992,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8993,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8994,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8995,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8996,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8997,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8998,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8999,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9000,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9001,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9002,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9003,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9004,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9005,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9006,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9007,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9008,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9009,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
9010,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9011,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9012,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
9013,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9014,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
9015,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Shrubland,Wetland
9016,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
9017,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9018,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9019,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9020,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9021,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9022,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9023,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9024,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9025,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9026,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9027,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9028,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9029,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9030,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9031,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9032,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9033,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9034,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9035,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
9036,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9037,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9038,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9039,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9040,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9041,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9042,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9043,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9044,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9045,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9046,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9047,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9048,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9049,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9050,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9051,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9052,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9053,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9054,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9055,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9056,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9057,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9058,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9059,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9060,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9061,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9062,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9063,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9064,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9065,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9066,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9067,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9068,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9069,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9070,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9071,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9072,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9073,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9074,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9075,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9076,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9077,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9078,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9079,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9080,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9081,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
9082,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
9083,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9084,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9085,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9086,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9087,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9088,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9089,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9090,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9091,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9092,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9093,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9094,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9095,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
9096,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9097,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9098,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9099,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9100,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
9101,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9102,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9103,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
9104,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9105,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9106,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9107,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9108,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9109,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9110,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9111,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9112,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9113,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9114,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9115,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
9116,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
9117,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
9118,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9119,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
9120,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9121,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9122,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9123,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
9124,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9125,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9126,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9127,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9128,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9129,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
9130,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9131,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9132,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9133,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9134,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
9135,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9136,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9137,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9138,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9139,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9140,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9141,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9142,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9143,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9144,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9145,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
9146,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9147,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9148,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9149,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9150,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9151,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9152,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9153,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9154,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9155,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9156,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9157,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9158,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
9159,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
9160,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9161,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9162,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
9163,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
9164,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
9165,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
9166,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
9167,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9168,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9169,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9170,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9171,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9172,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9173,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9174,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9175,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Water
9176,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9177,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9178,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
9179,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9180,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Water
9181,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
9182,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
9183,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
9184,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
9185,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
9186,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
9187,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9188,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
9189,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
9190,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
9191,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9192,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9193,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
9194,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9195,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9196,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9197,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
9198,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
