Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R
2323,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2324,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2325,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2326,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2327,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2328,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2329,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2330,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2331,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2332,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2333,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2334,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2335,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2336,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2337,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2338,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2339,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2340,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2341,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2342,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2343,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2344,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2345,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2346,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2347,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2348,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2349,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2350,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2351,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2352,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2353,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2354,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2355,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2356,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2357,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2358,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2359,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2360,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2361,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2362,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2363,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2364,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2365,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2366,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2367,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2368,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2369,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2370,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2371,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2372,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2373,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2374,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2375,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2376,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2377,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2378,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2379,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2380,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2381,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2382,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2383,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2384,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2385,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2386,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2387,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2388,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2389,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2390,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2391,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2392,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
2393,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2394,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2395,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2396,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2397,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2398,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2399,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2400,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2401,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2402,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2403,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2404,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2405,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2406,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2407,Water,Water,Wetland,Water,Wetland,NULL,NULL,Built-up
2408,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
2409,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2410,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2411,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2412,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2413,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2414,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2415,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2416,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2417,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2418,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2419,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2420,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2421,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2422,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2423,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2424,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2425,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2426,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2427,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2428,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2429,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2430,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2431,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2432,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2433,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
2434,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2435,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2436,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2437,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2438,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2439,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2440,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2441,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2442,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2443,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2444,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
2445,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2446,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2447,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2448,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2449,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
2450,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
2451,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
2452,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
2453,Water,Water,Water,NULL,Water,NULL,NULL,Water
2454,Water,Water,Water,NULL,Water,NULL,NULL,Forest
2455,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2456,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2457,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2458,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2459,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
2460,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
2461,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2462,Water,Water,Water,Water,Water,NULL,NULL,Cropland
2463,Water,Water,Water,Water,Water,NULL,NULL,Wetland
2464,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2465,Water,Water,Water,Water,Water,NULL,NULL,Built-up
2466,Water,Water,Water,Water,Water,NULL,NULL,Water
2467,Water,Water,Water,Water,Water,NULL,NULL,Forest
2468,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2469,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2470,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2471,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2472,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2473,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2474,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2475,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2476,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2477,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2478,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2479,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2480,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2481,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2482,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2483,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2484,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2485,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2486,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2487,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2488,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2489,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2490,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2491,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2492,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2493,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2494,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2495,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2496,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2497,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2498,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2499,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2500,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2501,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2502,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2503,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2504,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2505,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2506,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2507,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2508,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2509,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
2510,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
2511,Water,Forest,Water,NULL,Water,NULL,NULL,Water
2512,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2513,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2514,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2515,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2516,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2517,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2518,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2519,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2520,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2521,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2522,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2523,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2524,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2525,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2526,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2527,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2528,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2529,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2530,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2531,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2532,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2533,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2534,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2535,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2536,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2537,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2538,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2539,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2540,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2541,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2542,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2543,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2544,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2545,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2546,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2547,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2548,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2549,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2550,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2551,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2552,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2553,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2554,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2555,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2556,Permanent_ice_and_snow,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2557,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2558,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2559,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2560,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2561,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2562,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2563,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2564,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2565,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2566,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2567,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2568,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2569,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2570,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2571,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2572,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2573,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2574,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2575,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2576,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2577,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2578,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2579,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2580,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2581,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2582,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2583,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2584,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2585,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2586,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2587,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2588,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2589,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2590,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2591,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2592,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2593,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2594,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2595,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2596,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2597,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2598,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2599,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2600,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2601,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2602,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2603,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2604,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2605,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2606,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2607,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2608,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2609,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2610,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2611,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2612,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2613,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2614,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2615,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2616,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2617,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2618,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2619,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2620,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2621,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2622,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2623,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2624,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2625,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2626,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2627,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2628,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2629,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2630,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2631,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2632,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2633,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2634,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2635,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2636,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2637,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2638,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2639,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2640,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2641,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2642,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2643,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2644,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2645,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2646,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2647,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2648,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2649,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2650,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2651,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2652,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2653,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2654,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2655,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2656,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2657,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2658,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2659,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2660,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2661,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2662,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
