Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKH_M_R
13339,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
13340,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13341,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
13342,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
13343,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13344,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
13345,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
13346,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
13347,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
13348,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
13349,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
13350,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
13351,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
13352,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13353,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
13354,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
13355,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Bareland,Forest
13356,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
13357,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
13358,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
13359,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
13360,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
13361,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
13362,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
13363,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
13364,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
13365,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
13366,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
13367,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
13368,Forest,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
13369,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
13370,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
13371,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
13372,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
13373,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
13374,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
13375,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
13376,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
13377,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
13378,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
13379,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
13380,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
13381,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
13382,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
13383,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
13384,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
13385,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
13386,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
13387,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
13388,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
13389,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
13390,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
13391,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
13392,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13393,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13394,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13395,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
13396,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13397,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13398,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13399,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
13400,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13401,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13402,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13403,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13404,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13405,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13406,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
13407,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
13408,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13409,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13410,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13411,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13412,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13413,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
13414,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13415,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13416,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13417,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13418,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13419,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13420,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
13421,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13422,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13423,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13424,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13425,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13426,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
13427,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13428,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
13429,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
13430,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13431,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
13432,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
13433,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
13434,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13435,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13436,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13437,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
13438,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
13439,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13440,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13441,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13442,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13443,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13444,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13445,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13446,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13447,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
13448,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13449,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13450,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13451,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13452,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
13453,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13454,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
13455,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13456,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
13457,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
13458,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13459,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
13460,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13461,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
13462,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13463,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
13464,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
13465,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13466,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
13467,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
13468,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
13469,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
13470,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
13471,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13472,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13473,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
13474,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
13475,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
13476,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
13477,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
13478,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
13479,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13480,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
13481,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13482,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13483,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
13484,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
13485,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13486,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
13487,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13488,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
13489,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
13490,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13491,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13492,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
13493,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13494,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
13495,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
13496,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
13497,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
13498,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
13499,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
13500,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
13501,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13502,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13503,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13504,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13505,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13506,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13507,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13508,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13509,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13510,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13511,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13512,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
13513,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13514,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13515,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13516,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
13517,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13518,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
13519,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
13520,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13521,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
13522,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
13523,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13524,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
13525,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
13526,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
13527,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
13528,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
13529,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
13530,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13531,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
13532,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13533,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13534,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13535,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
13536,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13537,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
13538,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13539,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13540,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
13541,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
13542,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13543,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
13544,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13545,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13546,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
13547,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13548,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13549,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
13550,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
13551,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13552,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13553,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13554,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13555,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13556,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13557,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
13558,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13559,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13560,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13561,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13562,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
13563,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13564,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
13565,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
13566,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
13567,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
13568,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
13569,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
13570,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
13571,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
13572,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13573,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13574,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
13575,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13576,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
13577,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
13578,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
13579,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
13580,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,NULL
13581,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
13582,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
13583,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
13584,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
13585,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
13586,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
13587,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,NULL
13588,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
13589,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
13590,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
13591,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Forest
13592,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
13593,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
13594,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
13595,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
13596,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
13597,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
13598,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13599,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13600,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13601,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13602,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13603,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13604,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13605,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13606,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13607,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13608,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13609,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13610,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13611,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13612,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13614,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13615,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13616,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13617,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13618,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13619,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13620,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13621,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13622,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13623,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13624,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13625,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13626,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13627,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13628,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13629,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13630,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13631,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13632,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13633,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13634,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13635,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13636,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13637,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
13638,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
13639,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
13640,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13641,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13642,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13643,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13644,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13645,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13646,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13647,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13648,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13649,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
13650,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13651,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13652,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13653,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
13654,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
13655,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
13656,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13657,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13658,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13659,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13660,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13661,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13662,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13663,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13664,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13665,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13666,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13667,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13668,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13669,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13670,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13671,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
