Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFH_M_R
1058,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1059,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1060,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1063,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1064,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1066,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1067,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1068,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1069,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1070,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1072,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1074,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1075,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1076,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1077,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1078,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1079,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1080,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1081,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1082,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1083,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1084,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1085,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1086,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1087,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1088,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1089,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1090,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1091,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1092,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1093,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1094,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1096,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1099,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1101,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1102,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1104,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1105,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1106,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1107,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1108,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1109,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1112,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1113,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1114,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1115,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1116,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1117,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1118,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1119,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1120,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1121,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1122,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1123,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1124,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1125,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1126,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1127,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1128,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1129,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1130,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1132,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1133,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1134,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1135,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1136,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1137,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1138,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1139,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1140,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1142,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1143,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1144,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1145,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1146,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1148,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1150,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1152,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1153,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1154,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1158,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1159,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1160,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1161,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1162,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1163,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1164,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1165,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1166,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1167,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1168,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1170,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1171,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1172,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1173,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1175,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1178,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1179,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1180,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1181,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1182,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1183,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1184,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1185,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1186,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1187,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1188,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1189,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1190,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1191,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1193,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1196,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1197,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1198,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1199,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1200,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1201,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1202,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1203,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1204,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1205,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1206,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1207,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1208,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1210,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1211,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1212,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1213,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1215,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1216,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1217,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1218,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1219,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1220,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1221,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1222,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1223,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1224,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1225,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1226,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1227,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1229,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1231,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1232,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1233,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1235,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1236,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1237,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1238,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1239,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1240,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1242,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1244,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1245,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1246,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1248,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1249,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1250,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1251,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1253,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1254,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1255,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1256,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1257,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1258,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1259,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1260,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1261,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1262,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1263,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1264,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1265,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1266,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1267,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1268,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1269,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1270,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1272,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1273,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1275,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1276,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1277,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1278,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1279,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1280,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1281,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1282,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1283,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1285,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1286,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1287,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1288,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1289,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1290,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1291,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1292,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1293,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1294,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1295,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1296,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1297,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1298,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1299,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1300,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1302,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1303,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1304,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1305,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1306,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1307,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1308,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1309,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1310,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1311,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1312,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1313,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1314,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1315,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1316,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1317,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1318,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1319,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1320,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1321,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1322,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1323,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1324,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1325,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1326,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1327,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1328,Forest,Water,Water,Water,Water,NULL,NULL,Water
1329,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1330,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1331,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1332,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1334,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1335,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1336,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1337,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1338,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1339,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1340,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1341,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1342,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1343,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1344,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1346,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1347,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1349,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1350,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1351,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1353,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1354,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1355,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1356,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1357,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1358,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1359,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1360,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1361,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1362,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1364,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1366,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1367,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1368,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1369,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1370,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1371,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1372,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1373,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1374,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1375,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1376,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1377,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1378,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1379,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1380,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1381,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1382,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1383,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1384,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1385,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1386,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1387,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1388,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1389,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1390,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1391,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1392,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1393,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1394,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1395,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1396,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1397,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1398,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1400,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1401,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1402,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1403,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1404,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
